"","GHCND.ID","EVENTS.begin_date","EVENTS.ID","EVENTS.begin_time_UTC","EVENTS.end_date","EVENTS.end_time_UTC","EVENTS.state","EVENTS.fips","EVENTS.type","EVENTS.czfips","EVENTS.czname","EVENTS.WFO","EVENTS.flood_cause","EVENTS.hurricane_category","EVENTS.tornado_F_scale","EVENTS.begin_lat","EVENTS.begin_lon","EVENTS.end_lat","EVENTS.end_lon","EVENTS.damage_value","EVENTS.damage_magnitude","EVENTS.damage_unit","GHCND.name","GHCND.lat","GHCND.lon","GHCND.dist_from_event.km","MOS.ICAO","MOS.name","MOS.lat","MOS.lon","MOS.st","MOS.dist_from_event.km","GHCND.prcp_cat","Q24.f2","Q24.f6"
"229","USC00130807",2013-09-20,469917,"0600",2013-09-21,"0559","ARKANSAS",5,"Heavy Rain",59,"HOT SPRING","LZK","",NA,"",34.22,-93,34.37,-92.6748,0,3,"USD","BOONE",42.0417,-93.8906,1.27196974272611,"KHOT","HOT SPRINGS",34.48,-93.1,"AR",30.3672200192889,3,"  0","  0"
"230","USC00131126",2013-07-17,471439,"1100",2013-07-17,"1500","TEXAS",48,"Heavy Rain",381,"RANDALL","AMA","",NA,"",35.116,-101.9167,35.1227,-101.9195,0,3,"USD","CALMAR NE",43.1875,-91.8619,0.713102868482612,"KAMA","AMARILLO",35.23,-101.7,"TX",23.4491981713904,0,"  3","  2"
"231","USC00131354",2013-08-23,472022,"2025",2013-08-23,"2225","FLORIDA",12,"Heavy Rain",83,"MARION","JAX","",NA,"",28.96,-82,28.96,-82,0,3,"USD","CENTERVILLE",40.7325,-92.89,8.93739863363495,"KVVG","THE VILLAGES",28.96,-81.97,"FL",2.92199621244808,0,"  3","  2"
"232","USC00131394",2013-06-17,463060,"0200",2013-06-17,"0300","SOUTH CAROLINA",45,"Heavy Rain",45,"GREENVILLE","GSP","",NA,"",34.9905,-82.455,34.9905,-82.455,0,3,"USD","CHARITON 1 E",41.0164,-93.2792,15.2425714491799,"KGMU","GREENVILLE",34.85,-82.35,"SC",18.3432563400198,0,"  0","  0"
"233","USC00131394",2013-07-25,455795,"0020",2013-07-25,"0220","IOWA",19,"Heavy Rain",23,"BUTLER","DMX","",NA,"",42.5106,-92.7703,42.5106,-92.7703,0,3,"USD","CHARITON 1 E",41.0164,-93.2792,15.2425714491799,"KALO","WATERLOO",42.55,-92.4,"IA",30.6920015009941,0,"  0","  0"
"234","USC00131402",2013-07-04,464276,"2113",2013-07-04,"2213","OHIO",39,"Heavy Rain",61,"HAMILTON","ILN","",NA,"",39.119,-84.4404,39.123,-84.4522,0,3,"USD","CHARLES CITY",43.0603,-92.6717,0.142084810616693,"KLUK","CINCINNATI/LUNK",39.1,-84.43,"OH",2.29793627117288,0,"  1","  1"
"235","USC00131402",2013-08-10,459600,"0430",2013-08-11,"1500","NEW MEXICO",35,"Heavy Rain",41,"ROOSEVELT","ABQ","",NA,"",33.7511,-103.12,33.7511,-103.12,0,3,"USD","CHARLES CITY",43.0603,-92.6717,0.142084810616693,"KCVS","CANNON AFB",34.38,-103.32,"NM",72.3974102619181,0,"  0","  0"
"236","USC00131704",2013-11-17,483554,"1537",2013-11-17,"1637","KENTUCKY",21,"Heavy Rain",41,"CARROLL","ILN","",NA,"",38.6123,-85.0595,38.6123,-85.0595,0,3,"USD","CLUTIER",42.08,-92.405,0.412649831725626,"KFFT","FRANKFORT",38.18,-84.9,"KY",50.0949475132285,3,"  1","  2"
"237","USC00131833",2013-09-20,469914,"0600",2013-09-21,"0559","ARKANSAS",5,"Heavy Rain",85,"LONOKE","LZK","",NA,"",34.78,-92.07,34.8,-91.72,0,3,"USD","CORNING",40.9883,-94.7589,15.8831096423871,"KLIT","LITTLE ROCK",34.73,-92.23,"AR",15.6563475447604,4,"  0","  0"
"238","USC00132110",2013-08-10,459601,"0430",2013-08-11,"1500","NEW MEXICO",35,"Heavy Rain",41,"ROOSEVELT","ABQ","",NA,"",33.7786,-103.2661,33.7786,-103.2661,0,3,"USD","DECORAH",43.3042,-91.7953,14.4932821484861,"KCVS","CANNON AFB",34.38,-103.32,"NM",67.1317398645272,0,"  0","  0"
"239","USC00132311",2013-07-08,468142,"0915",2013-07-08,"1300","WISCONSIN",55,"Heavy Rain",87,"OUTAGAMIE","GRB","",NA,"",44.2786,-88.4386,44.2786,-88.4386,98.5,3,"USD","DORCHESTER",43.4706,-91.5108,0.0928380283183658,"KATW","APPLETON",44.27,-88.52,"WI",6.55827153970498,1,"  0","  0"
"240","USC00132638",2013-07-01,470576,"1850",2013-07-01,"2100","SOUTH CAROLINA",45,"Heavy Rain",51,"HORRY","ILM","",NA,"",33.7153,-79.0317,33.7153,-79.0317,0,3,"USD","ELMA",43.2419,-92.4433,15.7164721087001,"KMYR","MYRTLE BEACH AFB",33.68,-78.93,"SC",10.2058105307205,0,"  4","  4"
"241","USC00132638",2013-10-15,476801,"0207",2013-10-15,"0335","HAWAII",15,"Heavy Rain",9,"MAUI","HFO","",NA,"",20.8976,-157.0139,20.7652,-156.8601,0,3,"USD","ELMA",43.2419,-92.4433,0.340719947570183,"PHNY","LANAI/LANI CITY",20.8,-156.95,"HI",12.7370907397913,4,"  2","  0"
"242","USC00132689",2013-04-09,448115,"2330",2013-04-09,"0230","IOWA",19,"Heavy Rain",21,"BUENA VISTA","FSD","",NA,"",42.89,-95.07,42.89,-95.07,0,3,"USD","EMMETSBURG",43.1025,-94.6833,4.17840268346022,"KSPW","SPENCER",43.17,-95.15,"IA",31.8420161422045,5,"  2","  1"
"243","USC00132689",2013-05-17,452219,"2031",2013-05-17,"2131","MINNESOTA",27,"Heavy Rain",33,"COTTONWOOD","FSD","",NA,"",44.06,-95.24,44.06,-95.24,0,3,"USD","EMMETSBURG",43.1025,-94.6833,0.875935704135578,"KMWM","WINDOM",43.92,-95.09,"MN",19.6775955579535,3,"  0","  0"
"244","USC00132689",2013-05-28,445985,"1508",2013-05-28,"2049","HAWAII",15,"Heavy Rain",9,"MAUI","HFO","",NA,"",20.8358,-156.135,20.6638,-156.0635,0,3,"USD","EMMETSBURG",43.1025,-94.6833,0.875935704135578,"PHOG","KAHULUI/MAUI",20.9,-156.43,"HI",31.5063872937211,0,"  0","  0"
"245","USC00132864",2013-07-04,464278,"2131",2013-07-04,"2231","OHIO",39,"Heavy Rain",61,"HAMILTON","ILN","",NA,"",39.2257,-84.3656,39.2237,-84.3661,0,3,"USD","FAYETTE",42.8503,-91.8158,0.344008895552087,"KLUK","CINCINNATI/LUNK",39.1,-84.43,"OH",15.0564588694121,0,"  1","  1"
"246","USC00133239",2013-08-04,475474,"1505",2013-08-04,"1505","KANSAS",20,"Heavy Rain",47,"EDWARDS","DDC","",NA,"",38.04,-99.48,38.04,-99.48,0,3,"USD","GILMAN",41.8781,-92.7786,0.967172408316268,"KDDC","DODGE CITY",37.77,-99.97,"KS",52.4948673884901,0,"  0","  0"
"247","USC00133473",2013-04-11,447452,"1007",2013-04-11,"1107","TEXAS",48,"Heavy Rain",361,"ORANGE","LCH","",NA,"",30.12,-94.0033,30.12,-94.0033,0,3,"USD","GRINNELL 3 SW",41.72,-92.7489,7.88012898707734,"KBPT","PORT ARTHUR",29.95,-94.02,"TX",18.9926253040902,4,"  1","  4"
"248","USC00133473",2013-10-17,476806,"0514",2013-10-17,"0704","HAWAII",15,"Heavy Rain",1,"HAWAII","HFO","",NA,"",19.2276,-155.4648,19.0599,-155.5874,0,3,"USD","GRINNELL 3 SW",41.72,-92.7489,1.44405208035579,"PHSF","BRADSHAW AAF",19.78,-155.55,"HI",62.1393708533048,0,"  0","  0"
"249","USC00133584",2013-06-02,444056,"0301",2013-06-02,"0401","SOUTH CAROLINA",45,"Heavy Rain",3,"AIKEN","CAE","",NA,"",33.54,-81.88,33.54,-81.88,0,3,"USD","HAMPTON",42.7561,-93.2019,1.79694834443991,"KDNL","AUGUSTA",33.47,-82.03,"GA",15.9555863335759,0,"  0","  0"
"250","USC00133584",2013-06-19,450785,"1330",2013-06-19,"1630","TEXAS",48,"Heavy Rain",191,"HALL","LUB","",NA,"",34.72,-100.53,34.72,-100.53,0,3,"USD","HAMPTON",42.7561,-93.2019,11.2324147540187,"KCDS","CHILDRESS",34.43,-100.28,"TX",39.5884947688765,0,"  2","  1"
"251","USC00134142",2013-05-06,444216,"2036",2013-05-06,"2236","KENTUCKY",21,"Heavy Rain",131,"LESLIE","JKL","",NA,"",37.13,-83.28,37.13,-83.28,0,3,"USD","IOWA FALLS",42.5189,-93.2536,1.34963226705223,"KJKL","JACKSON",37.6,-83.32,"KY",52.4397137066742,0,"  4","  0"
"252","USC00134142",2013-08-12,476878,"0200",2013-08-12,"0300","KANSAS",20,"Heavy Rain",69,"GRAY","DDC","",NA,"",37.8,-100.45,37.8,-100.45,0,3,"USD","IOWA FALLS",42.5189,-93.2536,1.34963226705223,"KGCK","GARDEN CITY",37.93,-100.72,"KS",27.7930087513535,4,"  0","  1"
"253","USC00134502",2013-05-26,452582,"1140",2013-05-26,"1140","SOUTH DAKOTA",46,"Heavy Rain",87,"MCCOOK","FSD","",NA,"",43.74,-97.31,43.74,-97.31,0,3,"USD","KNOXVILLE",41.3247,-93.1008,3.32589726365432,"KFSD","SIOUX FALLS",43.57,-96.73,"SD",50.4011558520102,3,"  2","  3"
"254","USC00134502",2013-06-21,462337,"0600",2013-06-21,"1313","IOWA",19,"Heavy Rain",191,"WINNESHIEK","ARX","",NA,"",43.3,-91.8,43.3,-91.8,0,3,"USD","KNOXVILLE",41.3247,-93.1008,0.526868820746532,"KDEH","DECORAH",43.28,-91.73,"IA",6.09331011366519,0,"  0","  0"
"255","USC00134502",2013-08-12,476882,"0300",2013-08-12,"0500","KANSAS",20,"Heavy Rain",57,"FORD","DDC","",NA,"",37.76,-100.04,37.76,-100.04,0,3,"USD","KNOXVILLE",41.3247,-93.1008,0.526868820746532,"KDDC","DODGE CITY",37.77,-99.97,"KS",6.25986704904293,2,"  0","  1"
"256","USC00134502",2013-08-12,476882,"0300",2013-08-12,"0500","KANSAS",20,"Heavy Rain",57,"FORD","DDC","",NA,"",37.76,-100.04,37.76,-100.04,0,3,"USD","KNOXVILLE",41.3247,-93.1008,0.526868820746532,"KDDC","DODGE CITY",37.77,-99.97,"KS",6.25986704904293,2,"  0","  1"
"257","USC00134502",2013-08-12,476881,"0300",2013-08-12,"0400","KANSAS",20,"Heavy Rain",57,"FORD","DDC","",NA,"",37.85,-99.75,37.85,-99.75,0,3,"USD","KNOXVILLE",41.3247,-93.1008,2.85197653476407,"KDDC","DODGE CITY",37.77,-99.97,"KS",21.2996065296629,2,"  0","  1"
"258","USC00134502",2013-08-12,476881,"0300",2013-08-12,"0400","KANSAS",20,"Heavy Rain",57,"FORD","DDC","",NA,"",37.85,-99.75,37.85,-99.75,0,3,"USD","KNOXVILLE",41.3247,-93.1008,2.85197653476407,"KDDC","DODGE CITY",37.77,-99.97,"KS",21.2996065296629,2,"  0","  1"
"259","USC00134557",2013-07-13,452616,"1500",2013-07-13,"1800","IOWA",19,"Heavy Rain",195,"WORTH","DMX","",NA,"",43.34,-93.46,43.34,-93.46,0,3,"USD","LAKE MILLS",43.4178,-93.5347,4.67384249824013,"KMCW","MASON CITY",43.15,-93.33,"IA",23.6320818916776,0,"  0","  0"
"260","USC00135230",2013-06-26,459235,"0000",2013-06-26,"0100","INDIANA",18,"Heavy Rain",137,"RIPLEY","ILN","",NA,"",39.12,-85.13,39.12,-85.13,0,3,"USD","MASON CITY",43.1631,-93.1953,12.9916742941995,"KCVG","COVINGTON",39.05,-84.67,"KY",40.5040194583196,1,"  0","  0"
"261","USC00135769",2013-07-21,468454,"0100",2013-07-21,"0100","VIRGINIA",51,"Heavy Rain",73,"GLOUCESTER","AKQ","",NA,"",37.25,-76.51,37.25,-76.51,0,3,"USD","MT AYR",40.7053,-94.2428,0.573437567954852,"KPHF","NEWPORT NEWS",37.13,-76.5,"VA",13.3877425326711,0,"  0","  0"
"262","USC00136305",2013-05-24,449516,"0000",2013-05-25,"1200","NEBRASKA",31,"Heavy Rain",93,"HOWARD","GID","",NA,"",41.22,-98.47,41.22,-98.47,0,3,"USD","OSAGE",43.2794,-92.8106,0.0825245019040166,"KGRI","GRAND ISLAND",40.97,-98.32,"NE",30.5426838353405,0,"  0","  0"
"263","USC00136305",2013-07-06,464749,"1615",2013-07-06,"1715","OHIO",39,"Heavy Rain",113,"MONTGOMERY","ILN","",NA,"",39.72,-84.22,39.72,-84.22,0,3,"USD","OSAGE",43.2794,-92.8106,0.0825245019040166,"KMGY","DAYTON-WRIGHT BROS.",39.59,-84.23,"OH",14.4968901542078,0,"  5","  3"
"264","USC00136316",2013-06-23,465061,"2235",2013-06-23,"0100","NORTH CAROLINA",37,"Heavy Rain",141,"PENDER","ILM","",NA,"",34.422,-77.8839,34.4369,-77.8795,0,3,"USD","OSCEOLA",41.0194,-93.7503,2.02986378298245,"KILM","WILMINGTON",34.27,-77.92,"NC",17.2428051436807,0,"  1","  1"
"265","USC00136527",2013-06-09,465752,"2047",2013-06-09,"2047","SOUTH CAROLINA",45,"Heavy Rain",45,"GREENVILLE","GSP","",NA,"",34.89,-82.25,34.89,-82.25,0,3,"USD","PELLA 1S",41.3761,-92.9203,6.23808565113712,"KGSP","GREENVILLE-SPART.",34.9,-82.22,"SC",2.95669657340592,1,"  1","  0"
"266","USC00136527",2013-12-30,484630,"1040",2013-12-30,"1157","HAWAII",15,"Heavy Rain",1,"HAWAII","HFO","",NA,"",19.6854,-155.9935,19.4706,-155.8768,0,3,"USD","PELLA 1S",41.3761,-92.9203,4.0142149422262,"PHKO","KONA/KEAHOLE",19.65,-156,"HI",3.9991813348352,0,"  0","  0"
"267","USC00136820",2013-07-22,471015,"2340",2013-07-22,"2340","VIRGINIA",51,"Heavy Rain",810,"VIRGINIA BEACH (C)","AKQ","",NA,"",36.92,-76.19,36.92,-76.19,0,3,"USD","PROMISE CITY 6 NW",40.7936,-93.1408,4.90960977555019,"KORF","NORFOLK",36.9,-76.2,"VA",2.39772154995292,5,"  1","  4"
"268","USC00137326",2013-05-10,459508,"1210",2013-05-10,"1210","TEXAS",48,"Heavy Rain",201,"HARRIS","HGX","",NA,"",29.7211,-95.3107,29.7211,-95.3107,1.5,3,"USD","ST ANSGAR",43.3817,-92.9233,0.326893834935299,"KHOU","HOUSTON/HOBBY AP",29.65,-95.28,"TX",8.45335219478862,0,"  0","  0"
"269","USC00137326",2013-07-06,464726,"1500",2013-07-06,"1600","OHIO",39,"Heavy Rain",61,"HAMILTON","ILN","",NA,"",39.22,-84.45,39.22,-84.45,0,3,"USD","ST ANSGAR",43.3817,-92.9233,0.326893834935299,"KLUK","CINCINNATI/LUNK",39.1,-84.43,"OH",13.4694232468763,0,"  5","  3"
"270","USC00137726",2013-11-17,483556,"1600",2013-11-17,"1700","KENTUCKY",21,"Heavy Rain",191,"PENDLETON","ILN","",NA,"",38.7902,-84.4296,38.7957,-84.4318,0,3,"USD","SIOUX RAPIDS 4 E",42.8931,-95.0653,0.515195806227841,"KLUK","CINCINNATI/LUNK",39.1,-84.43,"OH",34.4867956359728,1,"  1","  2"
"271","USC00138296",2013-07-26,466640,"1800",2013-07-26,"2045","ARIZONA",4,"Heavy Rain",12,"LA PAZ","PSR","",NA,"",34.13,-114.28,34.0436,-114.2523,6,3,"USD","TOLEDO 3N",42.0356,-92.5806,0.624660302156153,"KBLH","BLYTHE",33.62,-114.72,"CA",69.8347642669734,4,"  0","  0"
"272","USC00138296",2013-08-07,473462,"2140",2013-08-07,"2140","SOUTH CAROLINA",45,"Heavy Rain",7,"ANDERSON","GSP","",NA,"",34.52,-82.66,34.52,-82.66,0,3,"USD","TOLEDO 3N",42.0356,-92.5806,5.07073095550713,"KAND","ANDERSON",34.5,-82.72,"SC",5.93707197366116,0,"  0","  1"
"273","USC00138296",2013-12-14,490235,"0119",2013-12-14,"0230","NORTH CAROLINA",37,"Heavy Rain",17,"BLADEN","ILM","",NA,"",34.4874,-78.6561,34.4874,-78.6561,0,3,"USD","TOLEDO 3N",42.0356,-92.5806,0.624660302156153,"KEYF","ELIZABETHTOWN/BROWN",34.6,-78.58,"NC",14.3459380165208,0,"  0","  0"
"274","USC00138315",2013-11-17,483555,"1548",2013-11-17,"1648","KENTUCKY",21,"Heavy Rain",41,"CARROLL","ILN","",NA,"",38.6836,-85.1377,38.6836,-85.1377,0,3,"USD","TRAER",42.1869,-92.4728,1.10948278714807,"KCVG","COVINGTON",39.05,-84.67,"KY",57.5055194490706,3,"  0","  2"
"275","USC00138808",2013-05-19,445814,"0257",2013-05-19,"0530","HAWAII",15,"Heavy Rain",3,"HONOLULU","HFO","",NA,"",21.6556,-157.9395,21.3329,-157.7053,0,3,"USD","WEBSTER CITY 2 S",42.4322,-93.8061,3.09553884385162,"PHHI","WHEELER AFB",21.48,-158.03,"HI",21.6769787369455,2,"  1","  0"
"276","USC00138808",2013-05-20,445815,"1523",2013-05-20,"1659","HAWAII",15,"Heavy Rain",1,"HAWAII","HFO","",NA,"",20.2172,-155.8617,19.9889,-155.8122,0,3,"USD","WEBSTER CITY 2 S",42.4322,-93.8061,3.09553884385162,"PHSF","BRADSHAW AAF",19.78,-155.55,"HI",58.5816059600729,4,"  1","  1"
"277","USC00140676",2013-10-02,477574,"0200",2013-10-03,"1100","NEBRASKA",31,"Heavy Rain",1,"ADAMS","GID","",NA,"",40.56,-98.35,40.56,-98.35,0,3,"USD","BELLEFONT 3S",37.8261,-99.6542,8.48747811740503,"KHSI","HASTINGS",40.6,-98.43,"NE",8.09788013642706,0,"  0","  0"
"278","USC00141522",2013-08-05,472275,"0425",2013-08-05,"0520","SOUTH DAKOTA",46,"Heavy Rain",103,"PENNINGTON","UNR","",NA,"",44.1049,-103.2116,44.0996,-103.2039,10,3,"USD","CIMARRON",37.8133,-100.3456,0.532964893739634,"KRCA","ELLSWORTH AFB",44.15,-103.1,"SD",10.2334811531769,0,"  2","  2"
"279","USC00141522",2013-09-06,475728,"1230",2013-09-07,"1230","MONTANA",30,"Heavy Rain",35,"GLACIER","TFX","",NA,"",48.3,-112.85,48.3,-112.85,0,3,"USD","CIMARRON",37.8133,-100.3456,9.2903505546812,"KCTB","CUTBANK",48.6,-112.37,"MT",48.6962386430492,0,"  0","  0"
"280","USC00143822",2013-10-26,476835,"0912",2013-10-27,"1137","HAWAII",15,"Heavy Rain",1,"HAWAII","HFO","",NA,"",19.6627,-155.0514,19.5216,-155.1081,0,3,"USD","HOWARD",37.4664,-96.2714,1.08281093707962,"PHTO","HILO/GEN.LYMAN FL",19.72,-155.07,"HI",6.66985902727631,0,"  3","  2"
"281","USC00143855",2013-10-02,477599,"0300",2013-10-03,"1100","NEBRASKA",31,"Heavy Rain",35,"CLAY","GID","",NA,"",40.42,-98.1,40.42,-98.1,0,3,"USD","HUGOTON",37.1639,-101.34,1.99749897851132,"KHSI","HASTINGS",40.6,-98.43,"NE",34.3739094940039,0,"  0","  0"
"282","USC00144341",2013-12-22,484614,"0150",2013-12-22,"0306","HAWAII",15,"Heavy Rain",9,"MAUI","HFO","",NA,"",20.7666,-156.0004,20.6676,-156.4247,0,3,"USD","KIOWA",37.0175,-98.49,14.2305607063198,"PHOG","KAHULUI/MAUI",20.9,-156.43,"HI",47.098479429819,2,"  0","  0"
"283","USC00144893",2013-06-20,454937,"1800",2013-06-21,"1200","MINNESOTA",27,"Heavy Rain",25,"CHISAGO","MPX","",NA,"",45.4,-92.99,45.4,-92.99,0,3,"USD","LURAY 1 SE",39.1061,-98.6697,13.4576692961001,"KOEO","OSCEOLA",45.31,-92.69,"WI",25.5167713361945,0,"  0","  0"
"284","USC00146808",2013-10-02,477597,"0200",2013-10-03,"1100","NEBRASKA",31,"Heavy Rain",1,"ADAMS","GID","",NA,"",40.56,-98.61,40.56,-98.61,0,3,"USD","RICHFIELD",37.2633,-101.7886,6.99524236126295,"KHSI","HASTINGS",40.6,-98.43,"NE",15.8564983226696,0,"  0","  0"
"285","USC00150381",2013-03-31,434645,"0026",2013-03-31,"0301","HAWAII",15,"Heavy Rain",1,"HAWAII","HFO","",NA,"",19.2803,-155.4318,19.0947,-155.5513,0,3,"USD","BARBOURVILLE",36.8825,-83.8819,4.82113509636551,"PHSF","BRADSHAW AAF",19.78,-155.55,"HI",56.9918632052105,3,"  1","  0"
"286","USC00150611",2013-06-22,457753,"0200",2013-06-23,"1200","MINNESOTA",27,"Heavy Rain",45,"FILLMORE","ARX","",NA,"",43.56,-92.01,43.56,-92.01,0,3,"USD","BENTON",36.8581,-88.3364,1.79297300738088,"KFKA","PRESTON/FILLMORE CO",43.68,-92.18,"MN",19.1345793783942,0,"  3","  0"
"287","USC00152442",2013-04-24,438883,"1458",2013-04-24,"1745","HAWAII",15,"Heavy Rain",3,"HONOLULU","HFO","",NA,"",21.5555,-158.2086,21.3104,-157.6923,0,3,"USD","EDDYVILLE 5S",37.0486,-88.0728,7.8266601004344,"PHHI","WHEELER AFB",21.48,-158.03,"HI",20.3159824491567,4,"  2","  1"
"288","USC00153426",2013-04-22,444417,"1200",2013-04-23,"1200","KANSAS",20,"Heavy Rain",173,"SEDGWICK","ICT","",NA,"",37.54,-97.31,37.54,-97.31,0,3,"USD","GREEN RIVER POWER STN",37.3656,-87.1233,7.31840086831956,"KIAB","MCCONNELL AFB",37.62,-97.27,"KS",9.57923206700513,0,"  0","  0"
"289","USC00153430",2013-05-29,450587,"1200",2013-05-30,"1200","NEBRASKA",31,"Heavy Rain",35,"CLAY","GID","",NA,"",40.62,-98.1,40.62,-98.1,0,3,"USD","GREENSBURG",37.2572,-85.5011,10.0282511908155,"KHSI","HASTINGS",40.6,-98.43,"NE",27.9766986929153,0,"  2","  4"
"290","USC00153762",2013-07-13,468013,"1000",2013-07-13,"1300","MINNESOTA",27,"Heavy Rain",53,"HENNEPIN","MPX","",NA,"",44.94,-93.25,44.94,-93.25,0,3,"USD","HENDERSON 8 SSW",37.7558,-87.6456,12.7177062495411,"KMSP","MINNEAPOLIS",44.88,-93.22,"MN",7.08556520427301,0,"  0","  0"
"291","USC00156595",2013-08-08,475173,"0030",2013-08-08,"0300","TEXAS",48,"Heavy Rain",65,"CARSON","AMA","",NA,"",35.33,-101.57,35.33,-101.57,0,3,"USD","PROVIDENCE",37.3997,-87.7622,14.4595269425709,"KAMA","AMARILLO",35.23,-101.7,"TX",16.2321668894004,3,"  0","  0"
"292","USC00158551",2013-04-09,442241,"0845",2013-04-10,"1200","IOWA",19,"Heavy Rain",131,"MITCHELL","ARX","",NA,"",43.28,-92.81,43.28,-92.81,0,3,"USD","W LIBERTY 3NW",37.9414,-83.3017,1.76632626823899,"KCCY","CHARLES CITY",43.07,-92.62,"IA",28.0071968641663,0,"  2","  1"
"293","USC00158555",2013-08-12,475033,"2000",2013-08-12,"2300","TEXAS",48,"Heavy Rain",129,"DONLEY","AMA","",NA,"",34.9277,-100.8651,34.9277,-100.8651,0,3,"USD","WEST PADUCAH 2W",37.0683,-88.7725,11.7157680906124,"KPPA","PAMPA/PERRY LEFORS",35.61,-101,"TX",76.9364751348063,4,"  0","  0"
"294","USC00163800",2013-04-18,438575,"1630",2013-04-18,"1630","MISSOURI",29,"Heavy Rain",229,"WRIGHT","SGF","",NA,"",37.13,-92.26,37.13,-92.26,0,3,"USD","GRAND COTEAU",30.4183,-92.0442,3.90764628581465,"KUNO","WEST PLAINS ARPT",36.88,-91.91,"MO",41.7443769163299,1,"  0","  4"
"295","USC00203078",2013-06-19,463272,"1500",2013-06-19,"1648","TEXAS",48,"Heavy Rain",65,"CARSON","AMA","",NA,"",35.35,-101.38,35.35,-101.38,0,3,"USD","GARDEN CORNERS",45.8981,-86.5483,1.10626494494186,"KAMA","AMARILLO",35.23,-101.7,"TX",31.9979902867132,0,"  2","  2"
"296","USC00205816",2013-06-12,448216,"2200",2013-06-12,"0200","MINNESOTA",27,"Heavy Rain",47,"FREEBORN","MPX","",NA,"",43.67,-93.57,43.67,-93.57,0,3,"USD","NEWBERRY CORRECTIONAL FACILITY",46.3286,-85.5033,14.3897344580692,"KAEL","ALBERT LEA",43.68,-93.37,"MN",16.1412050220506,0,"  0","  0"
"297","USC00213290",2013-07-11,453138,"0000",2013-07-11,"0055","WEST VIRGINIA",54,"Heavy Rain",39,"KANAWHA","RLX","",NA,"",38.4265,-81.7456,38.4265,-81.7456,5,3,"USD","GRAND MEADOW",43.7047,-92.5644,0.741573236485684,"KCRW","CHARLESTON",38.37,-81.6,"WV",14.1743421878235,0,"  2","  2"
"298","USC00213965",2013-04-17,438528,"1233",2013-04-18,"1233","KANSAS",20,"Heavy Rain",37,"CRAWFORD","SGF","",NA,"",37.65,-95.02,37.65,-95.02,0,3,"USD","HUTCHINSON 2",44.8978,-94.3719,4.31611491633508,"KCNU","CHANUTE",37.67,-95.48,"KS",40.5990587384581,0,"  1","  2"
"299","USC00214418",2013-04-14,448623,"1330",2013-04-14,"1430","LOUISIANA",22,"Heavy Rain",99,"ST. MARTIN","LCH","",NA,"",30.3423,-91.8432,30.3423,-91.8432,0,3,"USD","LA CRESCENT DAM 7",43.8658,-91.31,0.467018691906212,"KLFT","LAFAYETTE",30.2,-92,"LA",21.8673841877789,0,"  0","  0"
"300","USC00214418",2013-05-29,450589,"1200",2013-05-30,"1200","NEBRASKA",31,"Heavy Rain",81,"HAMILTON","GID","",NA,"",40.8534,-97.847,40.8534,-97.847,0,3,"USD","LA CRESCENT DAM 7",43.8658,-91.31,2.86882910742893,"KAUH","AURORA",40.9,-97.98,"NE",12.338226380348,1,"  3","  4"
"301","USC00214418",2013-09-06,475726,"2321",2013-09-06,"2356","MONTANA",30,"Heavy Rain",35,"GLACIER","TFX","",NA,"",48.61,-112.38,48.61,-112.38,0,3,"USD","LA CRESCENT DAM 7",43.8658,-91.31,0.467018691906212,"KCTB","CUTBANK",48.6,-112.37,"MT",1.33455625835688,0,"  0","  0"
"302","USC00214418",2013-10-26,476833,"0442",2013-10-26,"0617","HAWAII",15,"Heavy Rain",1,"HAWAII","HFO","",NA,"",19.3192,-155.3851,19.0832,-155.6203,0,3,"USD","LA CRESCENT DAM 7",43.8658,-91.31,3.98077837387515,"PHSF","BRADSHAW AAF",19.78,-155.55,"HI",54.1342133294344,0,"  0","  0"
"303","USC00214546",2013-06-24,458061,"0800",2013-06-26,"1400","WASHINGTON",53,"Heavy Rain",63,"SPOKANE","OTX","",NA,"",47.809,-117.3127,47.8196,-117.2705,10,3,"USD","LAMBERTON SW RSCH & OUTREACH C",44.2394,-95.3153,20.8334104995583,"KSFF","SPOKANE/FELTS",47.67,-117.33,"WA",15.5275153827259,0,"  0","  1"
"304","USC00214861",2013-06-30,455668,"1945",2013-06-30,"2100","INDIANA",18,"Heavy Rain",173,"WARRICK","PAH","",NA,"",38.05,-87.27,38.05,-87.27,0,3,"USD","LONG PRAIRIE",45.9647,-94.8892,2.82606419650279,"KEVV","EVANSVILLE",38.05,-87.53,"IN",22.7918822788352,0,"  1","  1"
"305","USC00215488",2013-07-21,471341,"0045",2013-07-21,"0045","SOUTH CAROLINA",45,"Heavy Rain",73,"OCONEE","GSP","",NA,"",34.69,-82.92,34.69,-82.92,0,3,"USD","MINNESOTA CITY DAM 5",44.16,-91.8122,0.175496030639374,"KCEU","CLEMSON",34.67,-82.88,"SC",4.28543317492271,1,"  1","  1"
"306","USC00215571",2013-05-16,439992,"1330",2013-05-16,"1530","IOWA",19,"Heavy Rain",175,"UNION","DMX","",NA,"",41.04,-94.21,41.04,-94.21,0,3,"USD","MONTGOMERY",44.4597,-93.6631,9.39634508285019,"KCSQ","CRESTON",41.02,-94.37,"IA",13.6193091496633,1,"  1","  0"
