"","GHCND.ID","EVENTS.begin_date","EVENTS.ID","EVENTS.begin_time_UTC","EVENTS.end_date","EVENTS.end_time_UTC","EVENTS.state","EVENTS.fips","EVENTS.type","EVENTS.czfips","EVENTS.czname","EVENTS.WFO","EVENTS.flood_cause","EVENTS.hurricane_category","EVENTS.tornado_F_scale","EVENTS.begin_lat","EVENTS.begin_lon","EVENTS.end_lat","EVENTS.end_lon","EVENTS.damage_value","EVENTS.damage_magnitude","EVENTS.damage_unit","GHCND.name","GHCND.lat","GHCND.lon","GHCND.dist_from_event.km","MOS.ICAO","MOS.name","MOS.lat","MOS.lon","MOS.st","MOS.dist_from_event.km","GHCND.prcp_cat","Q24.f2","Q24.f6","judge1","judge2"
"162","US1NMGR0044",2014-09-08,543467,"1000",2014-09-09,"1200","NORTH CAROLINA",37,"Heavy Rain",131,"NORTHAMPTON","AKQ","",NA,"",36.52,-77.18,36.52,-77.18,0,3,"USD","MIMBRES 3.6 SE",32.8144,-107.9411,2.11958011106937,"KASJ","AHOSKIE TRI-COUNTY",36.3,-77.17,"NC",24.5066688566008,0,"  4","  1",-4,-1
"163","US1NMLN0012",2014-07-06,536176,"2130",2014-07-06,"2200","ARIZONA",4,"Heavy Rain",15,"MOHAVE","VEF","",NA,"",35.2198,-114.1306,35.2198,-114.1306,0,3,"USD","RUIDOSO 1.7 WNW",33.3718,-105.6715,4.91101258116179,"KIGM","KINGMAN",35.27,-113.95,"AZ",17.3439658864864,2,"  1","  0",1,2
"164","US1NMLU0051",2014-02-04,495959,"1300",2014-02-05,"1300","TENNESSEE",47,"Heavy Rain",161,"STEWART","OHX","",NA,"",36.3729,-87.7012,36.3729,-87.7012,0,3,"USD","DEMING 4.0 SE",32.2297,-107.6939,2.1034682900435,"KHOP","FT. CAMBELL AAF",36.67,-87.5,"KY",37.6536897764408,0,"  4","  4",-4,-4
"165","US1NMLU0060",2014-08-22,536579,"0339",2014-08-25,"0339","MONTANA",30,"Heavy Rain",59,"MEAGHER","TFX","",NA,"",46.88,-111.16,46.88,-111.16,0,3,"USD","COLUMBUS 1.0 NW",31.8375,-107.6541,0.349521925221159,"KGTF","GREAT FALLS",47.48,-111.37,"MT",68.65559949409,2,"  4","  2",-2,0
"166","US1NMOT0035",2014-10-05,542406,"0200",2014-10-05,"0439","HAWAII",15,"Heavy Rain",3,"HONOLULU","HFO","",NA,"",21.3329,-158.0342,21.282,-157.7423,0,3,"USD","CLOUDCROFT 4.9 NE",32.9957,-105.6719,2.33071235234621,"PHJR","BARBERS POINT NAS",21.32,-158.07,"HI",3.98040744098814,0,"  0","  1",0,-1
"167","US1NMQY0014",2014-03-01,508174,"1900",2014-03-01,"2000","ARIZONA",4,"Heavy Rain",3,"COCHISE","TWC","",NA,"",31.4497,-110.9714,31.4497,-110.9714,15,3,"USD","HOUSE 0.1 S",34.6459,-103.903,2.08634953022614,"KOLS","NOGALES INTERNATNL",31.42,-110.85,"AZ",11.995385838931,0,"  0","  0",0,0
"168","US1NMQY0014",2014-04-27,503163,"1842",2014-04-27,"1842","IOWA",19,"Heavy Rain",39,"CLARKE","DMX","",NA,"",41.03,-93.77,41.03,-93.77,0,3,"USD","HOUSE 0.1 S",34.6459,-103.903,1.41121424869095,"KCNC","CHARITON",41.03,-93.37,"IA",33.5902246459128,0,"  0","  0",0,0
"169","US1NMQY0014",2014-04-27,503163,"1842",2014-04-27,"1842","IOWA",19,"Heavy Rain",39,"CLARKE","DMX","",NA,"",41.03,-93.77,41.03,-93.77,0,3,"USD","HOUSE 0.1 S",34.6459,-103.903,1.41121424869095,"KCNC","CHARITON",41.03,-93.37,"IA",33.5902246459128,0,"  0","  0",0,0
"170","US1NMQY0014",2014-04-27,503162,"1834",2014-04-27,"1834","IOWA",19,"Heavy Rain",161,"SAC","DMX","",NA,"",42.46,-95.02,42.46,-95.02,0,3,"USD","HOUSE 0.1 S",34.6459,-103.903,1.41121424869095,"KSLB","STORM_LAKE",42.6,-95.23,"IA",23.2305203722906,0,"  0","  0",0,0
"171","US1NMQY0014",2014-04-27,503162,"1834",2014-04-27,"1834","IOWA",19,"Heavy Rain",161,"SAC","DMX","",NA,"",42.46,-95.02,42.46,-95.02,0,3,"USD","HOUSE 0.1 S",34.6459,-103.903,1.41121424869095,"KSLB","STORM_LAKE",42.6,-95.23,"IA",23.2305203722906,0,"  0","  0",0,0
"172","US1NMQY0014",2014-09-29,538362,"1400",2014-09-30,"1400","NEBRASKA",31,"Heavy Rain",123,"MORRILL","CYS","",NA,"",41.7323,-103.2304,41.7323,-103.2304,0,3,"USD","HOUSE 0.1 S",34.6459,-103.903,2.08634953022614,"KBFF","SCOTTSBLUFF",41.87,-103.6,"NE",34.2882037557899,0,"  0","  0",0,0
"173","US1NMRA0022",2014-09-29,538390,"1400",2014-09-30,"1400","NEBRASKA",31,"Heavy Rain",13,"BOX BUTTE","CYS","",NA,"",42.1102,-102.8838,42.1102,-102.8838,0,3,"USD","ESPAÒOLA 5.4 WNW",36.0456,-106.1517,2.09212860442427,"KAIA","ALLIANCE",42.05,-102.8,"NE",9.63573938880738,0,"  0","  0",0,0
"174","US1NVCK0007",2014-07-24,522324,"2030",2014-07-24,"2100","COLORADO",8,"Heavy Rain",67,"LA PLATA","GJT","",NA,"",37.33,-107.9011,37.336,-107.9118,0,3,"USD","LAS VEGAS 7.8 SW",36.0972,-115.2642,3.96390524569119,"KDRO","DURANGO",37.15,-107.75,"CO",24.1001161933244,0,"  1","  0",-1,0
"175","US1OHHG0003",2014-09-29,538381,"1400",2014-09-30,"1400","NEBRASKA",31,"Heavy Rain",13,"BOX BUTTE","CYS","",NA,"",42.2882,-102.87,42.2882,-102.87,0,3,"USD","HILLSBORO 0.8 SSW",39.1983,-83.6179,0.261684943618665,"KAIA","ALLIANCE",42.05,-102.8,"NE",27.1379782633159,0,"  0","  0",0,0
"176","US1OHJC0004",2014-04-03,513157,"1846",2014-04-03,"1946","KENTUCKY",21,"Heavy Rain",15,"BOONE","ILN","",NA,"",39.0802,-84.7072,39.0802,-84.7072,0,3,"USD","OAK HILL 0.6 SSW",38.8881,-82.5742,9.2094241119129,"KCVG","COVINGTON",39.05,-84.67,"KY",4.65187602334679,3,"  1","  1",2,2
"177","US1SDMC0011",2014-07-24,537024,"2330",2014-07-24,"2330","NORTH CAROLINA",37,"Heavy Rain",131,"NORTHAMPTON","AKQ","",NA,"",36.5,-77.77,36.5,-77.77,0,3,"USD","DOLTON 1.3 N",43.5105,-97.3881,12.7096400791628,"KRZZ","ROANOKE RAPIDS",36.44,-77.71,"NC",8.5709290419781,3,"  0","  0",3,3
"178","US1TNHT0001",2014-09-04,542317,"0138",2014-09-04,"0148","ARIZONA",4,"Heavy Rain",1,"APACHE","FGZ","",NA,"",34.3253,-109.6,34.3592,-109.9242,0,3,"USD","TENNESSEE RIDGE 1.4 SW",36.3087,-87.7842,0,"KSJN","ST. JOHNS AIR PARK",34.52,-109.38,"AZ",29.6288643693393,0,"  0","  0",0,0
"179","US1TNLS0003",2014-08-29,536599,"1200",2014-08-30,"0000","MICHIGAN",26,"Heavy Rain",153,"SCHOOLCRAFT","MQT","",NA,"",46.24,-85.94,46.24,-85.94,0,3,"USD","HOHENWALD 2.2 SE",35.5268,-87.5333,0,"KISQ","MANISTIQUE",45.97,-86.17,"MI",34.9071036758993,0,"  0","  3",0,-3
"180","US1TXBRS001",2014-09-27,538703,"1300",2014-09-30,"0459","FLORIDA",12,"Heavy Rain",103,"PINELLAS","TBW","",NA,"",27.7286,-82.6592,27.7286,-82.6592,0,3,"USD","ALPINE 7.9 SE",30.2764,-103.5797,1.37086192987105,"KSPG","SAINT_PETERSBURG",27.77,-82.63,"FL",5.43275479220668,0,"  4","  4",-4,-4
"181","US1TXHRR052",2014-08-28,531152,"1200",2014-08-28,"1200","IOWA",19,"Heavy Rain",29,"CASS","DMX","",NA,"",41.47,-95,41.47,-95,0,3,"USD","NASSAU BAY 1.6 NNW",29.567,-95.0982,1.16436220483616,"KAIO","ATLANTIC",41.4,-95.05,"IA",8.83932182317736,3,"  4","  4",-1,-1
"182","US1VAAB0012",2014-09-29,538396,"1400",2014-09-30,"1400","NEBRASKA",31,"Heavy Rain",105,"KIMBALL","CYS","",NA,"",41.3747,-103.66,41.3747,-103.66,0,3,"USD","KESWICK 2.8 NE",38.0453,-78.3281,5.15081761754669,"KIBM","KIMBALL MUNI AP",41.19,-103.68,"NE",20.6286672695359,0,"  0","  0",0,0
"183","US1VAAC0011",2014-08-19,542026,"1215",2014-08-19,"1300","ARIZONA",4,"Heavy Rain",25,"YAVAPAI","FGZ","",NA,"",34.2733,-112.1834,34.2733,-112.1834,0,3,"USD","WALLOPS ISLAND 1.9 NW",37.9261,-75.4817,8.46324890569874,"KPRC","PRESCOTT",34.65,-112.43,"AZ",47.6523799971247,1,"  0","  0",1,1
"184","US1VACH0003",2014-09-27,538710,"1300",2014-09-30,"0459","FLORIDA",12,"Heavy Rain",105,"POLK","TBW","",NA,"",27.95,-82.042,27.95,-82.042,0,3,"USD","CHARLOTTE COURT HOUSE 4.9 NNE",37.116,-78.5949,16.5788956935747,"KLAL","LAKELAND ARPT",28,-82.05,"FL",5.62126759256618,0,"  4","  4",-4,-4
"185","US1VAHMC004",2014-07-01,538428,"0700",2014-07-01,"1100","KANSAS",20,"Heavy Rain",25,"CLARK","DDC","",NA,"",37.31,-99.65,37.31,-99.65,0,3,"USD","HAMPTON 7.2 W",37.0459,-76.4248,7.34012890799604,"KDDC","DODGE CITY",37.77,-99.97,"KS",58.4805106521303,0,"  0","  0",0,0
"186","US1VAJC0020",2014-06-02,520307,"0420",2014-06-02,"0550","HAWAII",15,"Heavy Rain",3,"HONOLULU","HFO","",NA,"",21.4333,-158.1729,21.3803,-158.0013,0,3,"USD","WILLIAMSBURG 3.8 NW",37.3033,-76.7615,0.836598356073071,"PHHI","WHEELER AFB",21.48,-158.03,"HI",15.6912678183422,0,"  0","  0",0,0
"187","US1VAPRC002",2014-06-07,510919,"2132",2014-06-07,"2132","IOWA",19,"Heavy Rain",51,"DAVIS","DMX","",NA,"",40.81,-92.61,40.81,-92.61,0,3,"USD","PORTSMOUTH 4.1 SSE",36.801,-76.327,7.16435338612105,"KOTM","OTTUMWA",41.1,-92.45,"IA",34.9729661699416,0,"  1","  0",-1,0
"188","US1VAPRC002",2014-07-08,518342,"2200",2014-07-08,"0000","ARKANSAS",5,"Heavy Rain",101,"NEWTON","LZK","",NA,"",35.98,-93.4,35.98,-93.4,0,3,"USD","PORTSMOUTH 4.1 SSE",36.801,-76.327,2.1295177093778,"KHRO","HARRISON",36.27,-93.15,"AR",39.33797711576,0,"  0","  0",0,0
"189","US1VAPRC002",2014-09-26,543730,"0000",2014-09-26,"0005","CALIFORNIA",6,"Heavy Rain",55,"NAPA","MTR","",NA,"",38.51,-122.41,38.51,-122.41,0,3,"USD","PORTSMOUTH 4.1 SSE",36.801,-76.327,8.15634661922494,"KAPC","NAPA",38.22,-122.28,"CA",34.2186678624939,2,"  1","  1",1,1
"190","US1VAST0005",2014-09-08,542319,"0930",2014-09-08,"1140","ARIZONA",4,"Heavy Rain",25,"YAVAPAI","FGZ","",NA,"",34.0507,-112.146,34.3711,-112.1045,0,3,"USD","IVOR 1.0 SW",36.8945,-76.9125,2.95403266700332,"KDVT","DEER VLY/PHOENIX",33.69,-112.07,"AZ",40.7627640440143,1,"  2","  4",-1,-3
"191","US1VAVBC021",2014-01-01,488896,"0333",2014-01-01,"0535","HAWAII",15,"Heavy Rain",1,"HAWAII","HFO","",NA,"",19.9919,-155.2526,19.7076,-155.081,0,3,"USD","VIRGINIA BEACH 3.1 ENE",36.7538,-75.9911,2.82522318755024,"PHTO","HILO/GEN.LYMAN FL",19.72,-155.07,"HI",35.800190816653,0,"  3","  3",-3,-3
"192","US1VAWLC005",2014-05-19,516273,"1600",2014-05-19,"0030","WISCONSIN",55,"Heavy Rain",19,"CLARK","ARX","",NA,"",44.56,-90.61,44.56,-90.61,0,3,"USD","WILLIAMSBURG 4.3 SW",37.2259,-76.7614,6.14300983759234,"KMFI","MARSHFIELD",44.63,-90.18,"WI",34.9650737178585,0,"  0","  0",0,0
"193","US1VAYR0003",2014-01-27,489231,"0704",2014-01-28,"1411","HAWAII",15,"Heavy Rain",1,"HAWAII","HFO","",NA,"",20.2439,-155.8493,19.9671,-155.2345,0,3,"USD","NEWPORT NEWS 7.5 NNE",37.1663,-76.4401,3.85261159677244,"PHSF","BRADSHAW AAF",19.78,-155.55,"HI",60.3893756318986,0,"  0","  0",0,0
"194","US1WASP0004",2014-09-10,533211,"1515",2014-09-10,"1515","IOWA",19,"Heavy Rain",181,"WARREN","DMX","",NA,"",41.34,-93.49,41.34,-93.49,0,3,"USD","SPOKANE 5.5 S",47.5912,-117.4153,7.09883642223801,"KDSM","DES MOINES",41.53,-93.65,"IA",25.0131455771851,0,"  3","  2",-3,-2
"195","US1WIDD0003",2014-06-24,534877,"2020",2014-06-24,"2220","KANSAS",20,"Heavy Rain",69,"GRAY","DDC","",NA,"",37.77,-100.42,37.77,-100.42,0,3,"USD","HORICON 2.1 ENE",43.4514,-88.5956,0.960390644714373,"KGCK","GARDEN CITY",37.93,-100.72,"KS",31.8215686762938,5,"  4","  4",1,1
"196","US1WIDD0004",2014-07-29,530525,"2255",2014-07-29,"2315","NEBRASKA",31,"Heavy Rain",69,"GARDEN","LBF","",NA,"",41.46,-102.5,41.46,-102.5,0,3,"USD","BEAVER DAM 1.4 SSW",43.4472,-88.8526,1.74934328909674,"KSNY","SIDNEY",41.1,-102.98,"NE",56.7309349407902,0,"  0","  0",0,0
"197","US1WION0004",2014-06-19,517281,"1130",2014-06-19,"1130","MINNESOTA",27,"Heavy Rain",127,"REDWOOD","MPX","",NA,"",44.54,-95.11,44.54,-95.11,0,3,"USD","RHINELANDER 0.6 SSW",45.6314,-89.4147,0.722438907540342,"KRWF","REDWOOD FALLS",44.55,-95.08,"MN",2.62758053780092,0,"  1","  0",-1,0
"198","US1WIVR0002",2014-08-29,537273,"1200",2014-08-30,"0000","MICHIGAN",26,"Heavy Rain",131,"ONTONAGON","MQT","",NA,"",46.83,-89.57,46.83,-89.57,0,3,"USD","VIROQUA 0.8 ESE",43.553,-90.871,8.04257543265475,"KIWD","IRONWOOD",46.53,-90.13,"MI",54.26273578483,2,"  0","  1",2,1
"199","US1WYAB0008",2014-04-12,510894,"2230",2014-04-13,"0900","WISCONSIN",55,"Heavy Rain",43,"GRANT","ARX","",NA,"",43.1,-90.44,43.1,-90.44,0,3,"USD","LARAMIE 0.8 NNE",41.3221,-105.5837,0.589909173716228,"KOVS","BOSCOBEL",43.15,-90.68,"WI",20.2783606963732,0,"  0","  0",0,0
"200","US1WYAB0040",2014-06-20,521234,"1925",2014-06-20,"1929","OHIO",39,"Heavy Rain",57,"GREENE","ILN","",NA,"",39.82,-84.02,39.82,-84.02,0,3,"USD","LARAMIE 17.1 WNW",41.4392,-105.8661,4.48358500270961,"KFFO","WRIGHT-PATTERSON",39.83,-84.05,"OH",2.79597539314448,0,"  3","  4",-3,-4
"201","US1WYGS0009",2014-04-13,510895,"1905",2014-04-14,"0640","WISCONSIN",55,"Heavy Rain",43,"GRANT","ARX","",NA,"",43.15,-90.68,43.15,-90.68,0,3,"USD","TORRINGTON",42.0586,-104.1684,0.970230094015881,"KOVS","BOSCOBEL",43.15,-90.68,"WI",0,3,"  2","  1",1,2
"202","US1WYNB0009",2014-06-26,515138,"1200",2014-06-27,"1200","IOWA",19,"Heavy Rain",153,"POLK","DMX","",NA,"",41.72,-93.61,41.72,-93.61,0,3,"USD","MANVILLE 13 SSW",42.6102,-104.7362,2.14424452938564,"KIKV","ANKENY",41.69,-93.57,"IA",4.71213042046043,1,"  0","  1",1,0
"203","US1WYNB0016",2014-06-19,521238,"2043",2014-06-19,"2047","OHIO",39,"Heavy Rain",71,"HIGHLAND","ILN","",NA,"",39.2,-83.62,39.2,-83.62,0,3,"USD","KEELINE 3.7 NW",42.8014,-104.7989,1.21308610409067,"KILN","WILMINGTON",39.42,-83.78,"OH",28.1014083852335,1,"  0","  1",1,0
"204","USC00011810",2014-09-04,542356,"0500",2014-09-04,"1900","MICHIGAN",26,"Heavy Rain",41,"DELTA","MQT","",NA,"",45.75,-87.08,45.75,-87.08,0,3,"USD","COFFEEVILLE L&D",31.7561,-88.1289,8.21796269433386,"KESC","ESCANABA",45.75,-87.05,"MI",2.33033034644098,0,"  0","  0",0,0
"205","USC00020060",2014-09-08,543464,"1000",2014-09-09,"1200","NORTH CAROLINA",37,"Heavy Rain",53,"CURRITUCK","AKQ","",NA,"",36.45,-76.08,36.45,-76.08,0,3,"USD","AGUILA",33.9433,-113.1875,36.7962813818606,"KONX","CURRITUCK COUNTY AI",36.4,-76.02,"NC",7.73712366877465,4,"  4","  2",0,2
"206","USC00022527",2014-06-16,520299,"0000",2014-06-16,"0514","IOWA",19,"Heavy Rain",35,"CHEROKEE","FSD","",NA,"",42.78,-95.51,42.78,-95.51,0,3,"USD","DIAMOND M RANCH",35.2947,-113.3664,32.9034768950685,"KSLB","STORM_LAKE",42.6,-95.23,"IA",30.4367264156575,0,"  4","  4",-4,-4
"207","USC00023501",2014-07-15,536014,"2336",2014-07-15,"0036","MONTANA",30,"Heavy Rain",13,"CASCADE","TFX","",NA,"",47.5,-111.29,47.5,-111.29,0,3,"USD","GLOBE #3",33.3947,-110.7933,3.00622787555243,"KGTF","GREAT FALLS",47.48,-111.37,"MT",6.41630519980073,5,"  0","  1",5,4
"208","USC00023501",2014-08-08,536181,"1200",2014-08-09,"1200","NEBRASKA",31,"Heavy Rain",19,"BUFFALO","GID","",NA,"",40.73,-99.01,40.73,-99.01,0,3,"USD","GLOBE #3",33.3947,-110.7933,6.20649979475437,"KEAR","KEARNEY",40.73,-99,"NE",0.843571079499323,0,"  0","  3",0,-3
"209","USC00025512",2014-06-20,532007,"0400",2014-06-21,"1200","NEBRASKA",31,"Heavy Rain",35,"CLAY","GID","",NA,"",40.52,-98.09,40.52,-98.09,0,3,"USD","MIAMI",33.4044,-110.87,24.3132314508086,"KHSI","HASTINGS",40.6,-98.43,"NE",30.1020354762705,0,"  3","  4",-3,-4
"210","USC00027855",2014-05-11,528646,"2000",2014-05-11,"2300","KANSAS",20,"Heavy Rain",57,"FORD","DDC","",NA,"",37.79,-99.98,37.79,-99.98,0,3,"USD","SHOW LOW AP",34.2639,-110.0075,25.987667298382,"KDDC","DODGE CITY",37.77,-99.97,"KS",2.39393412442075,0,"  0","  0",0,0
"211","USC00027855",2014-06-01,509714,"1745",2014-06-01,"0120","IOWA",19,"Heavy Rain",147,"PALO ALTO","DMX","",NA,"",43.12,-94.51,43.12,-94.51,0,3,"USD","SHOW LOW AP",34.2639,-110.0075,17.4588061176899,"KAXA","ALGONA",43.08,-94.27,"IA",20.0092450609825,0,"  3","  2",-3,-2
"212","USC00027855",2014-07-13,527805,"2323",2014-07-13,"0901","HAWAII",15,"Heavy Rain",1,"HAWAII","HFO","",NA,"",20.0181,-155.2887,19.704,-155.0696,0,3,"USD","SHOW LOW AP",34.2639,-110.0075,25.987667298382,"PHSF","BRADSHAW AAF",19.78,-155.55,"HI",38.0867820956065,1,"  0","  0",1,1
"213","USC00027855",2014-07-14,527806,"0001",2014-07-14,"0131","HAWAII",15,"Heavy Rain",9,"MAUI","HFO","",NA,"",20.9104,-156.297,20.8102,-156.3451,0,3,"USD","SHOW LOW AP",34.2639,-110.0075,16.6222885309547,"PHOG","KAHULUI/MAUI",20.9,-156.43,"HI",13.8792466908238,2,"  0","  0",2,2
"214","USC00029166",2014-06-02,520308,"0638",2014-06-02,"0830","HAWAII",15,"Heavy Rain",7,"KAUAI","HFO","",NA,"",22.2154,-159.4109,21.8802,-159.4672,0,3,"USD","WALNUT GROVE",34.3117,-112.562,22.6838086848493,"PHLI","LIHUE",21.98,-159.35,"HI",26.946929735508,0,"  1","  1",-1,-1
"215","USC00029166",2014-06-03,510170,"1200",2014-06-04,"1200","IOWA",19,"Heavy Rain",53,"DECATUR","DMX","",NA,"",40.63,-93.9,40.63,-93.9,0,3,"USD","WALNUT GROVE",34.3117,-112.562,20.8575521705526,"KLWD","LAMONI",40.62,-93.93,"IA",2.76837835027389,0,"  4","  4",-4,-4
"216","USC00029287",2014-07-25,522436,"1300",2014-07-25,"1300","IOWA",19,"Heavy Rain",81,"HANCOCK","DMX","",NA,"",42.93,-93.79,42.93,-93.79,0,3,"USD","WICKENBURG",33.9792,-112.7403,1.3588867802422,"KCAV","CLARION",42.75,-93.77,"IA",20.1039008385581,0,"  0","  0",0,0
"217","USC00029287",2014-09-10,533205,"1100",2014-09-10,"1100","IOWA",19,"Heavy Rain",173,"TAYLOR","DMX","",NA,"",40.6,-94.48,40.6,-94.48,0,3,"USD","WICKENBURG",33.9792,-112.7403,1.3588867802422,"KLWD","LAMONI",40.62,-93.93,"IA",46.5331927805396,0,"  3","  3",-3,-3
"218","USC00031666",2014-08-12,541440,"0300",2014-08-12,"0400","ARIZONA",4,"Heavy Rain",25,"YAVAPAI","FGZ","",NA,"",34.1934,-112.1331,34.0487,-112.1443,0,3,"USD","COVE",34.4314,-94.4175,6.40513382582263,"KDVT","DEER VLY/PHOENIX",33.69,-112.07,"AZ",56.3404039956611,0,"  0","  1",0,-1
"219","USC00035200",2014-07-01,529953,"2300",2014-07-01,"0000","INDIANA",18,"Heavy Rain",163,"VANDERBURGH","PAH","",NA,"",37.98,-87.55,37.98,-87.55,0,3,"USD","NIMROD DAM",34.9553,-93.1594,0.369676572327817,"KEVV","EVANSVILLE",38.05,-87.53,"IN",7.98734426230326,0,"  0","  0",0,0
"220","USC00035358",2014-08-08,527438,"0100",2014-08-08,"0130","ARKANSAS",5,"Heavy Rain",113,"POLK","LZK","",NA,"",34.48,-94.38,34.48,-94.38,0,3,"USD","ODEN 1 SE",34.6008,-93.7667,4.63422987121129,"KMEZ","MENA INTERMOUNTAIN",34.55,-94.2,"AR",18.2569492275096,0,"  0","  0",0,0
"221","USC00040444",2014-03-23,500329,"1848",2014-03-23,"2314","HAWAII",15,"Heavy Rain",1,"HAWAII","HFO","",NA,"",20.247,-155.8411,19.9756,-155.2214,0,3,"USD","BAKERSFIELD 5 NW",35.4186,-119.0508,7.39563203693936,"PHSF","BRADSHAW AAF",19.78,-155.55,"HI",60.2465948680739,0,"  0","  0",0,0
"222","USC00040503",2014-12-23,550648,"1200",2014-12-24,"1200","GEORGIA",13,"Heavy Rain",225,"PEACH","FFC","",NA,"",32.5514,-83.8771,32.5514,-83.8771,0,3,"USD","BEAR VALLEY FD",35.1658,-118.6439,4.48198729445979,"KMCN","MACON",32.7,-83.65,"GA",26.9624441898403,0,"  1","  0",-1,0
"223","USC00041697",2014-05-28,511467,"0600",2014-05-28,"0600","MISSISSIPPI",28,"Heavy Rain",49,"HINDS","JAN","",NA,"",32.32,-90.21,32.32,-90.21,0,3,"USD","CHERRY VALLEY DAM",37.9747,-119.9161,0.624495271069063,"KHKS","JACKSON",32.34,-90.23,"MS",2.91478087901864,0,"  1","  0",-1,0
"224","USC00041838",2014-08-23,529391,"1408",2014-08-23,"1408","IOWA",19,"Heavy Rain",33,"CERRO GORDO","DMX","",NA,"",43.15,-93.2,43.15,-93.2,0,3,"USD","CLOVERDALE",38.8,-123.0175,0.216646069596824,"KMCW","MASON CITY",43.15,-93.33,"IA",10.557934061405,0,"  1","  3",-1,-3
"225","USC00042574",2014-08-29,531325,"0800",2014-08-29,"0800","IOWA",19,"Heavy Rain",153,"POLK","DMX","",NA,"",41.604,-93.7178,41.604,-93.7178,0,3,"USD","DUNSMUIR TRTMNT PLT",41.1833,-122.2736,15.5570819864176,"KDSM","DES MOINES",41.53,-93.65,"IA",9.9872814091932,0,"  6","  1",-6,-1
"226","USC00043463",2014-08-25,531987,"0130",2014-08-25,"0345","ARIZONA",4,"Heavy Rain",13,"MARICOPA","PSR","",NA,"",33.97,-112.75,33.97,-112.75,0,3,"USD","GLENNVILLE",35.7269,-118.7006,0.348933209600322,"KLUF","LUKE AFB",33.55,-112.37,"AZ",58.5042227895767,0,"  0","  0",0,0
"227","USC00043463",2014-12-09,551183,"1000",2014-12-09,"2000","NEW JERSEY",34,"Heavy Rain",29,"OCEAN","PHI","",NA,"",40.0433,-74.1201,39.613,-74.3618,0,3,"USD","GLENNVILLE",35.7269,-118.7006,0.348933209600322,"KBLM","BELMAR-FARMDALE",40.18,-74.13,"NJ",15.240697939912,0,"  0","  0",0,0
"228","USC00043463",2014-12-22,548765,"0849",2014-12-23,"1403","HAWAII",15,"Heavy Rain",9,"MAUI","HFO","",NA,"",21.1461,-156.7392,21.1019,-157.0633,0,3,"USD","GLENNVILLE",35.7269,-118.7006,0.348933209600322,"PHJH","LAHAINA/WEST MAUI",21.02,-156.63,"HI",18.0470856534216,0,"  0","  0",0,0
"229","USC00043939",2014-06-26,514587,"1300",2014-06-26,"1711","IOWA",19,"Heavy Rain",153,"POLK","DMX","",NA,"",41.61,-93.69,41.61,-93.69,0,3,"USD","HETCH HETCHY",37.9614,-119.7831,0.313203353062014,"KDSM","DES MOINES",41.53,-93.65,"IA",9.50824499795479,2,"  0","  1",2,1
"230","USC00045100",2014-08-06,525694,"0130",2014-08-06,"0130","IOWA",19,"Heavy Rain",153,"POLK","DMX","",NA,"",41.77,-93.72,41.77,-93.72,0,3,"USD","LORAINE 5 NNE",35.3836,-118.4122,10.4880790956793,"KIKV","ANKENY",41.69,-93.57,"IA",15.3165786630695,0,"  2","  0",-2,0
"231","USC00045100",2014-08-06,525694,"0130",2014-08-06,"0130","IOWA",19,"Heavy Rain",153,"POLK","DMX","",NA,"",41.77,-93.72,41.77,-93.72,0,3,"USD","LORAINE 5 NNE",35.3836,-118.4122,10.4880790956793,"KIKV","ANKENY",41.69,-93.57,"IA",15.3165786630695,0,"  2","  0",-2,0
"232","USC00045100",2014-08-06,525696,"0145",2014-08-06,"0145","IOWA",19,"Heavy Rain",47,"CRAWFORD","DMX","",NA,"",42.02,-95.35,42.02,-95.35,0,3,"USD","LORAINE 5 NNE",35.3836,-118.4122,5.1632958167462,"KDNS","DENISON",41.98,-95.38,"IA",5.09770070511756,0,"  2","  1",-2,-1
"233","USC00045100",2014-08-06,525696,"0145",2014-08-06,"0145","IOWA",19,"Heavy Rain",47,"CRAWFORD","DMX","",NA,"",42.02,-95.35,42.02,-95.35,0,3,"USD","LORAINE 5 NNE",35.3836,-118.4122,5.1632958167462,"KDNS","DENISON",41.98,-95.38,"IA",5.09770070511756,0,"  2","  1",-2,-1
"234","USC00045100",2014-08-16,527547,"1345",2014-08-16,"1345","IOWA",19,"Heavy Rain",185,"WAYNE","DMX","",NA,"",40.75,-93.15,40.75,-93.15,0,3,"USD","LORAINE 5 NNE",35.3836,-118.4122,18.3232842392282,"KCNC","CHARITON",41.03,-93.37,"IA",36.2532200859776,0,"  1","  1",-1,-1
"235","USC00045233",2014-08-23,529349,"1200",2014-08-23,"1200","IOWA",19,"Heavy Rain",39,"CLARKE","DMX","",NA,"",41.05,-93.69,41.05,-93.69,0,3,"USD","MADERA",36.9539,-120.0378,3.37488539229929,"KCNC","CHARITON",41.03,-93.37,"IA",26.9601915917292,0,"  2","  4",-2,-4
"236","USC00048380",2014-08-29,531347,"1200",2014-08-29,"1200","IOWA",19,"Heavy Rain",181,"WARREN","DMX","",NA,"",41.44,-93.68,41.44,-93.68,0,3,"USD","SO ENTRANCE YOSEMITE NP",37.5122,-119.6331,0.366889797806975,"KDSM","DES MOINES",41.53,-93.65,"IA",10.3263902495829,0,"  6","  1",-6,-1
