"","GHCND.ID","EVENTS.begin_date","EVENTS.ID","EVENTS.begin_time_UTC","EVENTS.end_date","EVENTS.end_time_UTC","EVENTS.state","EVENTS.fips","EVENTS.type","EVENTS.czfips","EVENTS.czname","EVENTS.WFO","EVENTS.flood_cause","EVENTS.hurricane_category","EVENTS.tornado_F_scale","EVENTS.begin_lat","EVENTS.begin_lon","EVENTS.end_lat","EVENTS.end_lon","EVENTS.damage_value","EVENTS.damage_magnitude","EVENTS.damage_unit","GHCND.name","GHCND.lat","GHCND.lon","GHCND.dist_from_event.km","MOS.ICAO","MOS.name","MOS.lat","MOS.lon","MOS.st","MOS.dist_from_event.km","GHCND.prcp_cat","Q24.f2","Q24.f6","judge1","judge2"
"342","USC00136527",2014-08-01,540721,"0701",2014-08-31,"0800","IDAHO",16,"Heavy Rain",11,"BINGHAM","PIH","",NA,"",43.43,-112.82,43.03,-112.45,4000,3,"USD","PELLA 1S",41.3761,-92.9203,1.5458121234639,"KPIH","POCATELLO",42.92,-112.6,"ID",59.5158570975607,0,"  0","  0",0,0
"343","USC00137312",2014-02-08,504292,"1420",2014-02-08,"1420","CALIFORNIA",6,"Heavy Rain",75,"SAN FRANCISCO","MTR","",NA,"",37.78,-122.43,37.78,-122.43,0,3,"USD","SAC CITY",42.4194,-94.9761,5.5806847381683,"KSFO","SAN FRANCISCO",37.62,-122.38,"CA",18.3474932163547,0,"  1","  0",-1,0
"344","USC00137312",2014-02-13,494387,"0342",2014-02-14,"1130","HAWAII",15,"Heavy Rain",3,"HONOLULU","HFO","",NA,"",21.6592,-157.9755,21.5381,-157.8612,0,3,"USD","SAC CITY",42.4194,-94.9761,5.77568422821985,"PHHI","WHEELER AFB",21.48,-158.03,"HI",20.7309799748973,1,"  1","  1",0,0
"345","USC00137312",2014-07-16,536605,"2036",2014-07-16,"2036","NORTH CAROLINA",37,"Heavy Rain",139,"PASQUOTANK","AKQ","",NA,"",36.31,-76.22,36.31,-76.22,0,3,"USD","SAC CITY",42.4194,-94.9761,1.96300627125429,"KECG","ELIZABETH CITY",36.27,-76.18,"NC",5.71915621735064,0,"  3","  0",-3,0
"346","USC00137312",2014-08-12,528736,"2155",2014-08-12,"2255","SOUTH CAROLINA",45,"Heavy Rain",79,"RICHLAND","CAE","",NA,"",34.03,-81.09,34.03,-81.09,0,3,"USD","SAC CITY",42.4194,-94.9761,5.77568422821985,"KCAE","COLUMBIA",33.95,-81.12,"SC",9.32610109475744,0,"  3","  1",-3,-1
"347","USC00138026",2014-06-01,515986,"1200",2014-06-02,"1200","KANSAS",20,"Heavy Rain",89,"JEWELL","GID","",NA,"",39.67,-98.35,39.67,-98.35,0,3,"USD","SWEA CITY 4W",43.4022,-94.3831,8.14367930192554,"KCNK","CONCORDIA",39.55,-97.65,"KS",61.5006304079829,4,"  1","  1",3,3
"348","USC00138026",2014-06-01,515986,"1200",2014-06-02,"1200","KANSAS",20,"Heavy Rain",89,"JEWELL","GID","",NA,"",39.67,-98.35,39.67,-98.35,0,3,"USD","SWEA CITY 4W",43.4022,-94.3831,8.14367930192554,"KCNK","CONCORDIA",39.55,-97.65,"KS",61.5006304079829,4,"  1","  1",3,3
"349","USC00138026",2014-06-01,515964,"1200",2014-06-02,"1200","NEBRASKA",31,"Heavy Rain",129,"NUCKOLLS","GID","",NA,"",40.29,-98.1,40.29,-98.1,0,3,"USD","SWEA CITY 4W",43.4022,-94.3831,7.94585095760035,"KHSI","HASTINGS",40.6,-98.43,"NE",44.4122257957619,4,"  1","  0",3,4
"350","USC00138026",2014-06-01,515964,"1200",2014-06-02,"1200","NEBRASKA",31,"Heavy Rain",129,"NUCKOLLS","GID","",NA,"",40.29,-98.1,40.29,-98.1,0,3,"USD","SWEA CITY 4W",43.4022,-94.3831,7.94585095760035,"KHSI","HASTINGS",40.6,-98.43,"NE",44.4122257957619,4,"  1","  0",3,4
"351","USC00138296",2014-08-29,540966,"0700",2014-08-29,"1100","TEXAS",48,"Heavy Rain",261,"KENEDY","BRO","",NA,"",26.8339,-97.7078,26.8339,-97.7078,0,3,"USD","TOLEDO 3N",42.0356,-92.5806,0.491760476445787,"KBKS","FALFURRIAS",27.21,-98.12,"TX",58.5128672354364,5,"  0","  0",5,5
"352","USC00138315",2014-08-01,527533,"0000",2014-08-01,"0230","ARIZONA",4,"Heavy Rain",7,"GILA","PSR","",NA,"",33.34,-110.78,33.34,-110.78,0,3,"USD","TRAER",42.1869,-92.4728,1.10948278714807,"KIWA","CHANDLER",33.3,-111.67,"AZ",82.9074820927547,0,"  0","  0",0,0
"353","USC00140190",2014-08-23,529414,"1523",2014-08-23,"1523","IOWA",19,"Heavy Rain",83,"HARDIN","DMX","",NA,"",42.52,-93.27,42.52,-93.27,0,3,"USD","ALTAMONT",37.1944,-95.2875,0.537040345335669,"KCAV","CLARION",42.75,-93.77,"IA",48.2934826284816,0,"  1","  4",-1,-4
"354","USC00140200",2014-06-26,525061,"2148",2014-06-26,"2348","IOWA",19,"Heavy Rain",193,"WOODBURY","FSD","",NA,"",42.49,-95.99,42.49,-95.99,0,3,"USD","ALTON 2SW",39.4483,-98.9703,0.548823243622099,"KSUX","SIOUX CITY",42.4,-96.38,"IA",33.5667356173119,3,"  1","  1",2,2
"355","USC00140365",2014-04-12,500516,"1200",2014-04-14,"1200","IOWA",19,"Heavy Rain",169,"STORY","DMX","",NA,"",41.97,-93.56,41.97,-93.56,0,3,"USD","ASHLAND",37.1942,-99.7633,16.3206267449509,"KAMW","AMES_MUNI ARPT",41.99,-93.62,"IA",5.44146340244165,0,"  0","  0",0,0
"356","USC00140548",2014-08-23,529406,"1500",2014-08-23,"1500","IOWA",19,"Heavy Rain",185,"WAYNE","DMX","",NA,"",40.86,-93.49,40.86,-93.49,0,3,"USD","BARTLETT",37.0486,-95.2142,0.40393808983499,"KCNC","CHARITON",41.03,-93.37,"IA",21.4461880278948,0,"  2","  4",-2,-4
"357","USC00140810",2014-08-16,527553,"1200",2014-08-16,"1200","IOWA",19,"Heavy Rain",175,"UNION","DMX","",NA,"",41.07,-94.35,41.07,-94.35,0,3,"USD","BIG HILL LAKE",37.2758,-95.4728,0.906541150980427,"KCSQ","CRESTON",41.02,-94.37,"IA",5.81373800561793,0,"  1","  1",-1,-1
"358","USC00141460",2014-08-23,529413,"1249",2014-08-23,"1249","IOWA",19,"Heavy Rain",181,"WARREN","DMX","",NA,"",41.18,-93.75,41.18,-93.75,0,3,"USD","CHAUTAUQUA",37.0203,-96.1753,0.41860047660116,"KCNC","CHARITON",41.03,-93.37,"IA",35.9832218448752,0,"  2","  4",-2,-4
"359","USC00141460",2014-08-23,529413,"1249",2014-08-23,"1249","IOWA",19,"Heavy Rain",181,"WARREN","DMX","",NA,"",41.18,-93.75,41.18,-93.75,0,3,"USD","CHAUTAUQUA",37.0203,-96.1753,0.41860047660116,"KCNC","CHARITON",41.03,-93.37,"IA",35.9832218448752,0,"  2","  4",-2,-4
"360","USC00141460",2014-08-23,529413,"1249",2014-08-23,"1249","IOWA",19,"Heavy Rain",181,"WARREN","DMX","",NA,"",41.18,-93.75,41.18,-93.75,0,3,"USD","CHAUTAUQUA",37.0203,-96.1753,0.41860047660116,"KCNC","CHARITON",41.03,-93.37,"IA",35.9832218448752,0,"  2","  4",-2,-4
"361","USC00141460",2014-08-23,529350,"1200",2014-08-23,"1200","IOWA",19,"Heavy Rain",125,"MARION","DMX","",NA,"",41.3,-93.11,41.3,-93.11,0,3,"USD","CHAUTAUQUA",37.0203,-96.1753,0.41860047660116,"KOXV","KNOXVILLE",41.3,-93.12,"IA",0.836303407467241,0,"  2","  4",-2,-4
"362","USC00141460",2014-08-23,529350,"1200",2014-08-23,"1200","IOWA",19,"Heavy Rain",125,"MARION","DMX","",NA,"",41.3,-93.11,41.3,-93.11,0,3,"USD","CHAUTAUQUA",37.0203,-96.1753,0.41860047660116,"KOXV","KNOXVILLE",41.3,-93.12,"IA",0.836303407467241,0,"  2","  4",-2,-4
"363","USC00141460",2014-08-23,529350,"1200",2014-08-23,"1200","IOWA",19,"Heavy Rain",125,"MARION","DMX","",NA,"",41.3,-93.11,41.3,-93.11,0,3,"USD","CHAUTAUQUA",37.0203,-96.1753,0.41860047660116,"KOXV","KNOXVILLE",41.3,-93.12,"IA",0.836303407467241,0,"  2","  4",-2,-4
"364","USC00141460",2014-08-23,529345,"1201",2014-08-23,"1201","IOWA",19,"Heavy Rain",99,"JASPER","DMX","",NA,"",41.7,-93.05,41.7,-93.05,0,3,"USD","CHAUTAUQUA",37.0203,-96.1753,0.41860047660116,"KTNU","NEWTON_MUNI",41.68,-93.02,"IA",3.34306670936468,0,"  3","  4",-3,-4
"365","USC00141460",2014-08-23,529345,"1201",2014-08-23,"1201","IOWA",19,"Heavy Rain",99,"JASPER","DMX","",NA,"",41.7,-93.05,41.7,-93.05,0,3,"USD","CHAUTAUQUA",37.0203,-96.1753,0.41860047660116,"KTNU","NEWTON_MUNI",41.68,-93.02,"IA",3.34306670936468,0,"  3","  4",-3,-4
"366","USC00141460",2014-08-23,529345,"1201",2014-08-23,"1201","IOWA",19,"Heavy Rain",99,"JASPER","DMX","",NA,"",41.7,-93.05,41.7,-93.05,0,3,"USD","CHAUTAUQUA",37.0203,-96.1753,0.41860047660116,"KTNU","NEWTON_MUNI",41.68,-93.02,"IA",3.34306670936468,0,"  3","  4",-3,-4
"367","USC00141522",2014-11-04,544840,"2159",2014-11-04,"0233","HAWAII",15,"Heavy Rain",9,"MAUI","HFO","",NA,"",20.8166,-156.0869,20.6933,-156.411,0,3,"USD","CIMARRON",37.8133,-100.3456,8.1192436271592,"PHOG","KAHULUI/MAUI",20.9,-156.43,"HI",36.8783824191816,0,"  0","  0",0,0
"368","USC00141673",2014-08-23,529357,"1316",2014-08-23,"1316","IOWA",19,"Heavy Rain",83,"HARDIN","DMX","",NA,"",42.52,-93.27,42.52,-93.27,0,3,"USD","COFFEYVILLE WTR WKS",37.0614,-95.6356,2.43091364892416,"KCAV","CLARION",42.75,-93.77,"IA",48.2934826284816,0,"  1","  4",-1,-4
"369","USC00141704",2014-04-12,500518,"1200",2014-04-14,"1200","IOWA",19,"Heavy Rain",153,"POLK","DMX","",NA,"",41.72,-93.61,41.72,-93.61,0,3,"USD","COLDWATER",37.2733,-99.3289,12.8683906851485,"KIKV","ANKENY",41.69,-93.57,"IA",4.71213042046043,0,"  0","  0",0,0
"370","USC00141704",2014-06-19,517276,"1600",2014-06-19,"1600","MINNESOTA",27,"Heavy Rain",19,"CARVER","MPX","",NA,"",44.76,-93.63,44.76,-93.63,0,3,"USD","COLDWATER",37.2733,-99.3289,15.0192545987186,"KFCM","MINNEAPOLIS",44.83,-93.45,"MN",16.2144429848502,0,"  1","  0",-1,0
"371","USC00142452",2014-09-26,543731,"0125",2014-09-26,"0130","CALIFORNIA",6,"Heavy Rain",97,"SONOMA","MTR","",NA,"",38.4,-122.83,38.4,-122.83,0,3,"USD","ELLIS",38.9486,-99.5647,0.435232637538084,"KSTS","SANTA ROSA",38.5,-122.82,"CA",11.1660344203646,0,"  1","  2",-1,-2
"372","USC00142582",2014-08-29,531338,"1200",2014-08-29,"1200","IOWA",19,"Heavy Rain",153,"POLK","DMX","",NA,"",41.69,-93.46,41.69,-93.46,0,3,"USD","ERIE",37.5667,-95.2458,2.82820341343846,"KIKV","ANKENY",41.69,-93.57,"IA",9.14411300553442,0,"  6","  1",-6,-1
"373","USC00143331",2014-08-16,527551,"1200",2014-08-16,"1200","IOWA",19,"Heavy Rain",39,"CLARKE","DMX","",NA,"",41.05,-93.95,41.05,-93.95,0,3,"USD","HALE",37.2225,-96.0547,3.18348846205191,"KCSQ","CRESTON",41.02,-94.37,"IA",35.4248196152586,0,"  1","  1",-1,-1
"374","USC00143867",2014-08-06,525698,"0800",2014-08-06,"0559","IOWA",19,"Heavy Rain",153,"POLK","DMX","",NA,"",41.604,-93.7178,41.604,-93.7178,0,3,"USD","HUMBOLDT",37.8117,-95.4456,0.527018265686289,"KDSM","DES MOINES",41.53,-93.65,"IA",9.9872814091932,0,"  2","  0",-2,0
"375","USC00143984",2014-08-06,525695,"0223",2014-08-06,"0223","IOWA",19,"Heavy Rain",153,"POLK","DMX","",NA,"",41.5346,-93.6667,41.5346,-93.6667,0,3,"USD","IOLA 1 W",37.9233,-95.4242,0.831107925843802,"KDSM","DES MOINES",41.53,-93.65,"IA",1.48286173343631,0,"  2","  0",-2,0
"376","USC00143997",2014-06-06,520316,"0521",2014-06-06,"0711","HAWAII",15,"Heavy Rain",1,"HAWAII","HFO","",NA,"",19.6388,-155.9763,19.4064,-155.8651,0,3,"USD","IONIA",39.6611,-98.3483,1.00027557748097,"PHKO","KONA/KEAHOLE",19.65,-156,"HI",2.77997760798394,0,"  0","  0",0,0
"377","USC00143997",2014-07-01,529957,"2205",2014-07-01,"2225","MISSOURI",29,"Heavy Rain",207,"STODDARD","PAH","",NA,"",36.78,-90.1,36.78,-90.1,0,3,"USD","IONIA",39.6611,-98.3483,1.00027557748097,"KPOF","POPLAR BLUFF",36.77,-90.32,"MO",19.6480970025121,0,"  0","  0",0,0
"378","USC00145536",2014-08-16,527535,"1237",2014-08-16,"1237","IOWA",19,"Heavy Rain",173,"TAYLOR","DMX","",NA,"",40.62,-94.49,40.62,-94.49,0,3,"USD","MOUND VALLEY 3 WSW",37.1872,-95.4508,0.319309102058726,"KCSQ","CRESTON",41.02,-94.37,"IA",45.6609042685979,0,"  1","  1",-1,-1
"379","USC00146115",2014-08-27,530821,"1200",2014-08-27,"1200","IOWA",19,"Heavy Rain",173,"TAYLOR","DMX","",NA,"",40.62,-94.5,40.62,-94.5,0,3,"USD","OSWEGO 1 N",37.175,-95.1039,0.775359008042104,"KCSQ","CRESTON",41.02,-94.37,"IA",45.8547719252468,0,"  2","  3",-2,-3
"380","USC00146242",2014-08-16,527555,"1200",2014-08-16,"1200","IOWA",19,"Heavy Rain",185,"WAYNE","DMX","",NA,"",40.64,-93.26,40.64,-93.26,0,3,"USD","PARSONS 2 NW",37.3678,-95.2892,0.870197384044272,"KCNC","CHARITON",41.03,-93.37,"IA",44.3921140416404,0,"  1","  1",-1,-1
"381","USC00146685",2014-11-04,544843,"0710",2014-11-04,"0950","HAWAII",15,"Heavy Rain",1,"HAWAII","HFO","",NA,"",19.7241,-156.0402,19.8856,-155.7703,0,3,"USD","RANSOM 2NE",38.6533,-99.9003,4.85517821042982,"PHKO","KONA/KEAHOLE",19.65,-156,"HI",9.26258818040507,0,"  0","  0",0,0
"382","USC00147305",2014-08-31,531696,"2300",2014-08-31,"0119","IOWA",19,"Heavy Rain",47,"CRAWFORD","DMX","",NA,"",42.04,-95.51,42.04,-95.51,0,3,"USD","SEDAN",37.1322,-96.18,0.244628838616967,"KDNS","DENISON",41.98,-95.38,"IA",12.6583170751351,0,"  1","  0",-1,0
"383","USC00156580",2014-04-27,508337,"1730",2014-04-27,"1830","ILLINOIS",17,"Heavy Rain",55,"FRANKLIN","PAH","",NA,"",38,-88.92,38,-88.92,0,3,"USD","PRINCETON 1 SE",37.1244,-87.8672,3.43357074152519,"KMWA","MARION",37.75,-89,"IL",28.7039573509242,3,"  0","  0",3,3
"384","USC00156595",2014-06-14,523971,"1200",2014-06-15,"1200","NEBRASKA",31,"Heavy Rain",79,"HALL","GID","",NA,"",40.92,-98.35,40.92,-98.35,0,3,"USD","PROVIDENCE",37.3997,-87.7622,0.919289985698737,"KGRI","GRAND ISLAND",40.97,-98.32,"NE",6.11090592942528,0,"  0","  0",0,0
"385","USC00165090",2014-02-05,494383,"2006",2014-02-05,"0014","HAWAII",15,"Heavy Rain",7,"KAUAI","HFO","",NA,"",22.1953,-159.3787,21.961,-159.6492,0,3,"USD","LAKE PROVIDENCE",32.8067,-91.173,0.750088328531889,"PHLI","LIHUE",21.98,-159.35,"HI",24.1492269809814,5,"  6","  1",-1,4
"386","USC00200197",2014-05-21,520962,"2200",2014-05-21,"2300","OHIO",39,"Heavy Rain",109,"MIAMI","ILN","",NA,"",40.05,-84.2,40.05,-84.2,0,3,"USD","AMASA 1W",46.235,-88.4539,16.8586074401279,"KDAY","DAYTON",39.9,-84.2,"OH",16.6979236189907,1,"  0","  0",1,1
"387","USC00200497",2014-03-09,499460,"1630",2014-03-09,"2230","HAWAII",15,"Heavy Rain",9,"MAUI","HFO","",NA,"",20.7966,-156.0402,20.6431,-156.1198,0,3,"USD","BARAGA 7NW",46.8208,-88.6064,1.79790947902089,"PHOG","KAHULUI/MAUI",20.9,-156.43,"HI",42.1532199427171,0,"  3","  1",-3,-1
"388","USC00201435",2014-05-10,510498,"1300",2014-05-12,"1300","NEBRASKA",31,"Heavy Rain",185,"YORK","GID","",NA,"",40.88,-97.58,40.88,-97.58,0,3,"USD","CLARKSBURG",46.4992,-87.845,30.464190553358,"KJYR","YORK MUNICIPAL ARPT",40.9,-97.62,"NE",4.03581823386934,0,"  0","  0",0,0
"389","USC00201435",2014-05-11,510497,"1300",2014-05-12,"1300","NEBRASKA",31,"Heavy Rain",81,"HAMILTON","GID","",NA,"",40.74,-97.87,40.74,-97.87,0,3,"USD","CLARKSBURG",46.4992,-87.845,30.464190553358,"KAUH","AURORA",40.9,-97.98,"NE",20.0775459038317,0,"  0","  1",0,-1
"390","USC00201800",2014-03-21,500324,"2339",2014-03-21,"0226","HAWAII",15,"Heavy Rain",1,"HAWAII","HFO","",NA,"",19.275,-155.403,19.0511,-155.6025,0,3,"USD","CORNELL 4 WSW",45.8833,-87.3,7.20487296548241,"PHSF","BRADSHAW AAF",19.78,-155.55,"HI",58.2935299727964,0,"  0","  0",0,0
"391","USC00201800",2014-06-26,515132,"1200",2014-06-27,"1200","IOWA",19,"Heavy Rain",3,"ADAMS","DMX","",NA,"",40.99,-94.74,40.99,-94.74,0,3,"USD","CORNELL 4 WSW",45.8833,-87.3,14.7249646879355,"KCSQ","CRESTON",41.02,-94.37,"IA",31.2616458277761,0,"  1","  1",-1,-1
"392","USC00203639",2014-06-26,514615,"1500",2014-06-26,"2200","IOWA",19,"Heavy Rain",153,"POLK","DMX","",NA,"",41.604,-93.7178,41.604,-93.7178,0,3,"USD","HARVEY",46.4908,-87.3544,0.154166491125311,"KDSM","DES MOINES",41.53,-93.65,"IA",9.9872814091932,0,"  0","  1",0,-1
"393","USC00204104",2014-06-01,518286,"1715",2014-06-01,"2150","WISCONSIN",55,"Heavy Rain",123,"VERNON","ARX","",NA,"",43.49,-90.92,43.49,-90.92,0,3,"USD","IRONWOOD",46.4656,-90.1892,0.857807031186587,"KOVS","BOSCOBEL",43.15,-90.68,"WI",42.5478767978091,3,"  0","  0",3,3
"394","USC00204161",2014-06-26,514613,"2218",2014-06-26,"2218","IOWA",19,"Heavy Rain",153,"POLK","DMX","",NA,"",41.61,-93.75,41.61,-93.75,0,3,"USD","JACOBSVILLE",47.0083,-88.4317,0.22879532248279,"KDSM","DES MOINES",41.53,-93.65,"IA",12.1930240894719,0,"  0","  1",0,-1
"395","USC00205073",2014-05-11,505963,"1315",2014-05-12,"1315","IOWA",19,"Heavy Rain",29,"CASS","DMX","",NA,"",41.2502,-95.1523,41.2502,-95.1523,0,3,"USD","MANISTIQUE WWTP",45.9511,-86.2514,0.163327486979516,"KAIO","ATLANTIC",41.4,-95.05,"IA",18.7407505391472,0,"  1","  0",-1,0
"396","USC00206398",2014-03-15,500091,"0858",2014-03-16,"1153","HAWAII",15,"Heavy Rain",9,"MAUI","HFO","",NA,"",21.1377,-157.2332,21.1571,-156.7444,0,3,"USD","PAULDING",46.3975,-89.1794,0.281769236107398,"PHMK","MOLOKAI",21.15,-157.1,"HI",13.8971346607622,2,"  1","  1",1,1
"397","USC00206588",2014-07-15,522279,"0200",2014-07-15,"0400","COLORADO",8,"Heavy Rain",7,"ARCHULETA","GJT","",NA,"",37.1199,-106.819,37.1199,-106.819,0,3,"USD","PINE STUMP 6NNW",46.6544,-85.6106,9.67153379702535,"KCPW","PAGOSA SPRINGS",37.45,-106.8,"CO",36.7850760153761,1,"  2","  1",-1,0
"398","USC00206840",2014-09-10,533215,"1515",2014-09-10,"1515","IOWA",19,"Heavy Rain",181,"WARREN","DMX","",NA,"",41.42,-93.59,41.42,-93.59,0,3,"USD","RAPID RIVER 4SSE",45.8728,-86.9497,9.23756151288384,"KDSM","DES MOINES",41.53,-93.65,"IA",13.228260324591,0,"  3","  2",-3,-2
"399","USC00207812",2014-08-15,535178,"1450",2014-08-15,"1510","WASHINGTON",53,"Heavy Rain",43,"LINCOLN","OTX","",NA,"",47.616,-118.2697,47.616,-118.2697,0,3,"USD","STAMBAUGH 2SSE",46.0556,-88.6275,8.22629628255439,"KSKA","FAIRCHILD AFB",47.63,-117.65,"WA",46.5220741631769,0,"  2","  1",-2,-1
"400","USC00208043",2014-06-26,514580,"1700",2014-06-26,"1700","IOWA",19,"Heavy Rain",157,"POWESHIEK","DMX","",NA,"",41.58,-92.53,41.58,-92.53,0,3,"USD","TAHQUAMENON FALLS SP",46.6014,-85.2239,4.25106963706432,"KPEA","PELLA MUNI AP",41.4,-92.95,"IA",40.349125988457,0,"  0","  1",0,-1
"401","USC00208706",2014-03-21,500323,"2038",2014-03-21,"2213","HAWAII",15,"Heavy Rain",9,"MAUI","HFO","",NA,"",21.0006,-156.6596,20.9239,-156.4963,0,3,"USD","WATTON",46.5103,-88.6667,21.6548847904653,"PHJH","LAHAINA/WEST MAUI",21.02,-156.63,"HI",3.75839966643844,0,"  0","  2",0,-2
"402","USC00208706",2014-06-19,514039,"0600",2014-06-19,"1757","IOWA",19,"Heavy Rain",23,"BUTLER","DMX","",NA,"",42.57,-92.62,42.57,-92.62,0,3,"USD","WATTON",46.5103,-88.6667,0.254733579046743,"KALO","WATERLOO",42.55,-92.4,"IA",18.1756665312326,0,"  1","  0",-1,0
"403","USC00214453",2014-09-29,538377,"1400",2014-09-30,"1400","NEBRASKA",31,"Heavy Rain",157,"SCOTTS BLUFF","CYS","",NA,"",41.83,-103.66,41.83,-103.66,0,3,"USD","LAKEFIELD 2NE",43.7022,-95.1519,0.987409760852533,"KBFF","SCOTTSBLUFF",41.87,-103.6,"NE",6.67686974976315,0,"  0","  0",0,0
"404","USC00216152",2014-01-12,489032,"0536",2014-01-12,"0652","HAWAII",15,"Heavy Rain",3,"HONOLULU","HFO","",NA,"",21.5893,-158.108,21.379,-158.0191,0,3,"USD","OLIVIA 3E",44.7628,-94.9297,5.8697890478167,"PHHI","WHEELER AFB",21.48,-158.03,"HI",14.6039778955886,0,"  0","  3",0,-3
"405","USC00216822",2014-09-10,542794,"1200",2014-09-10,"0100","MICHIGAN",26,"Heavy Rain",95,"LUCE","MQT","",NA,"",46.57,-85.58,46.57,-85.58,0,3,"USD","RED WING DAM 3",44.6103,-92.61,7.17471003228376,"KERY","NEWBERRY",46.31,-85.46,"MI",30.3717006149232,2,"  0","  0",2,2
"406","USC00216839",2014-01-12,489031,"0348",2014-01-12,"0447","HAWAII",15,"Heavy Rain",1,"HAWAII","HFO","",NA,"",19.8191,-155.7394,19.6699,-155.7944,0,3,"USD","REDWOOD FALLS",44.5486,-95.0997,4.73115094579861,"PHSF","BRADSHAW AAF",19.78,-155.55,"HI",20.3093949005642,0,"  0","  3",0,-3
"407","USC00217326",2014-03-26,500332,"0021",2014-03-26,"0301","HAWAII",15,"Heavy Rain",1,"HAWAII","HFO","",NA,"",19.971,-155.837,19.916,-155.6673,0,3,"USD","ST JAMES WWTP",43.9903,-94.6122,1.82752792527607,"PHSF","BRADSHAW AAF",19.78,-155.55,"HI",36.8077682149616,0,"  0","  0",0,0
"408","USC00218808",2014-05-05,512616,"0312",2014-05-05,"0507","HAWAII",15,"Heavy Rain",3,"HONOLULU","HFO","",NA,"",21.5095,-157.9862,21.3656,-158.0253,0,3,"USD","WELLS",43.7467,-93.7367,0.919086723996927,"PHHI","WHEELER AFB",21.48,-158.03,"HI",5.60050881416719,0,"  0","  0",0,0
"409","USC00219046",2014-01-12,488923,"1039",2014-01-12,"1208","HAWAII",15,"Heavy Rain",1,"HAWAII","HFO","",NA,"",19.6427,-155.0466,19.4344,-155.2356,0,3,"USD","WINNEBAGO",43.7639,-94.1661,0.747096113773439,"PHTO","HILO/GEN.LYMAN FL",19.72,-155.07,"HI",8.94772050167427,0,"  3","  2",-3,-2
"410","USC00221880",2014-06-16,520300,"0000",2014-06-16,"0530","IOWA",19,"Heavy Rain",21,"BUENA VISTA","FSD","",NA,"",42.88,-95.34,42.88,-95.34,0,3,"USD","COLUMBUS",33.4678,-88.3847,4.90224604055186,"KSLB","STORM_LAKE",42.6,-95.23,"IA",32.440939777497,0,"  4","  4",-4,-4
"411","USC00231748",2014-06-19,517279,"1900",2014-06-19,"1900","MINNESOTA",27,"Heavy Rain",139,"SCOTT","MPX","",NA,"",44.77,-93.48,44.77,-93.48,0,3,"USD","COLE CAMP 3NW",38.4844,-93.2556,5.54884246298126,"KFCM","MINNEAPOLIS",44.83,-93.45,"MN",7.08707597458571,0,"  1","  0",-1,0
"412","USC00237263",2014-10-05,542405,"2245",2014-10-05,"0030","HAWAII",15,"Heavy Rain",9,"MAUI","HFO","",NA,"",20.8684,-156.3581,20.8049,-156.0732,0,3,"USD","ROLLA MISSOURI S&T",37.9567,-91.7761,0.917107734124465,"PHOG","KAHULUI/MAUI",20.9,-156.43,"HI",8.26409445508251,0,"  0","  0",0,0
"413","USC00241737",2014-06-26,514585,"1857",2014-06-26,"1857","IOWA",19,"Heavy Rain",49,"DALLAS","DMX","",NA,"",41.62,-93.87,41.62,-93.87,0,3,"USD","CHOTEAU",47.8206,-112.1922,0.913325369940585,"KDSM","DES MOINES",41.53,-93.65,"IA",20.8813264307329,3,"  0","  1",3,2
"414","USC00241974",2014-09-29,538322,"1400",2014-09-30,"1400","WYOMING",56,"Heavy Rain",27,"NIOBRARA","CYS","",NA,"",42.76,-104.45,42.76,-104.45,0,3,"USD","CONRAD",48.1736,-111.9503,14.9274797497045,"KDGW","CONVERSE CO. ARPT",42.78,-105.37,"WY",75.2131692181278,0,"  0","  0",0,0
"415","USC00242275",2014-06-19,517278,"1530",2014-06-19,"1530","MINNESOTA",27,"Heavy Rain",143,"SIBLEY","MPX","",NA,"",44.62,-93.91,44.62,-93.91,0,3,"USD","DEER LODGE 3 W",46.3911,-112.7975,4.44447696582794,"KGYL","GLENCOE",44.76,-94.08,"MN",20.5884870346236,0,"  1","  0",-1,0
"416","USC00242347",2014-06-01,510869,"1200",2014-06-01,"1200","MINNESOTA",27,"Heavy Rain",139,"SCOTT","MPX","",NA,"",44.69,-93.6,44.69,-93.6,0,3,"USD","DENTON",47.3181,-109.9372,0.298636990925978,"KFCM","MINNEAPOLIS",44.83,-93.45,"MN",19.582177791347,0,"  3","  2",-3,-2
"417","USC00242409",2014-04-28,514552,"0200",2014-04-29,"1200","ALABAMA",1,"Heavy Rain",49,"DEKALB","HUN","",NA,"",34.57,-85.62,34.57,-85.62,0,3,"USD","DILLON U OF MONTANA WESTERN",45.2089,-112.6389,14.2394878034088,"K4A9","ISBELL FIELD ARPT",34.47,-85.72,"AL",14.4237484180848,0,"  0","  0",0,0
"418","USC00242629",2014-06-26,515131,"1200",2014-06-27,"1200","IOWA",19,"Heavy Rain",49,"DALLAS","DMX","",NA,"",41.84,-94.1,41.84,-94.1,0,3,"USD","E GLACIER",48.4472,-113.2236,20.123912838111,"KBNW","BOONE_MUNI",42.05,-93.85,"IA",31.2242774888208,1,"  0","  1",1,0
