State Name,County Name,County FIPS,Year,Month,CropDmg,CropDmg(ADJ 2009),CropDmgPerCapita(ADJ 2009),PropertyDmg,PropertyDmg(ADJ 2009),PropertyDmgPerCapita(ADJ 2009),Injuries,InjuriesPerCapita,Fatalities,FatalitiesPerCapita,Duration_Days,Fatalities_Duration,Injuries_Duration,Property_Damage_Duration,Crop_Damage_Duration,Records
OHIO,Brown,'39015',2011,4,0.00000,0.00000,0.00000,1000.00000,953.76000,0.02135,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,1.00000,0.00000,1
OHIO,Butler,'39017',2013,6,0.00000,0.00000,0.00000,3000.00000,2762.79000,0.00744,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,1.00000,0.00000,1
OHIO,Champaign,'39021',2011,4,0.00000,0.00000,0.00000,1000.00000,953.76000,0.02392,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,1.00000,0.00000,1
OHIO,Darke,'39037',2011,4,0.00000,0.00000,0.00000,1000.00000,953.76000,0.01811,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,1.00000,0.00000,1
OHIO,Delaware,'39041',2011,5,0.00000,0.00000,0.00000,1000.00000,953.76000,0.00534,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,1.00000,0.00000,1
OHIO,Fairfield,'39045',2011,4,0.00000,0.00000,0.00000,1000.00000,953.76000,0.00647,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,1.00000,0.00000,1
OHIO,Fayette,'39047',2011,4,0.00000,0.00000,0.00000,1000.00000,953.76000,0.03299,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,1.00000,0.00000,1
OHIO,Hamilton,'39061',2011,4,0.00000,0.00000,0.00000,2000.00000,1907.52000,0.00238,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,1.00000,0.00000,2
OHIO,Hamilton,'39061',2016,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,1.00000,0.00000,1
OHIO,Highland,'39071',2011,4,0.00000,0.00000,0.00000,2000.00000,1907.52000,0.04392,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,1.00000,0.00000,2
OHIO,Logan,'39091',2011,4,0.00000,0.00000,0.00000,1000.00000,953.76000,0.02091,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,1.00000,0.00000,1
OHIO,Logan,'39091',2016,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,1.00000,0.00000,1
OHIO,Meigs,'39105',2011,8,0.00000,0.00000,0.00000,1000.00000,953.76000,0.04025,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,1.00000,0.00000,1
OHIO,Meigs,'39105',2012,2,0.00000,0.00000,0.00000,1000.00000,934.42000,0.03959,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,1.00000,0.00000,1
OHIO,Miami,'39109',2011,4,0.00000,0.00000,0.00000,1000.00000,953.76000,0.00927,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,1.00000,0.00000,1
OHIO,Montgomery,'39113',2011,4,0.00000,0.00000,0.00000,1000.00000,953.76000,0.00178,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,1.00000,0.00000,1
OHIO,Pickaway,'39129',2011,4,0.00000,0.00000,0.00000,1000.00000,953.76000,0.01704,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,1.00000,0.00000,1
OHIO,Preble,'39135',2011,4,0.00000,0.00000,0.00000,2000.00000,1907.52000,0.04538,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,1.00000,0.00000,2
OHIO,Scioto,'39145',2011,4,0.00000,0.00000,0.00000,2000.00000,1907.52000,0.02408,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,1.00000,0.00000,2
OREGON,Clackamas,'41005',2016,10,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,1.00000,0.00000,1
OREGON,Clatsop,'41007',2016,11,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,1.00000,0.00000,1
OREGON,Lane,'41039',2016,3,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,1.00000,0.00000,1
OREGON,Lincoln,'41041',2015,12,0.00000,0.00000,0.00000,1240000.00000,1122391.56000,23.86138,1.00000,0.00002,1.00000,0.00002,2.00000,2.00000,2.00000,2.00000,0.00000,1
OREGON,Lincoln,'41041',2016,10,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,1.00000,0.00000,1
OREGON,Linn,'41043',2015,12,0.00000,0.00000,0.00000,1033000.00000,935024.58000,7.75651,0.00000,0.00000,0.00000,0.00000,2.00000,0.00000,0.00000,2.00000,0.00000,1
OREGON,Multnomah,'41051',2015,3,0.00000,0.00000,0.00000,6000.00000,5430.93000,0.00687,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,1.00000,0.00000,1
OREGON,Multnomah,'41051',2015,10,0.00000,0.00000,0.00000,150000.00000,135773.17000,0.17180,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,1.00000,0.00000,1
OREGON,Multnomah,'41051',2015,12,0.00000,0.00000,0.00000,2019000.00000,1827506.89000,2.31244,0.00000,0.00000,0.00000,0.00000,2.00000,0.00000,0.00000,2.00000,0.00000,3
OREGON,Multnomah,'41051',2016,10,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,1.00000,0.00000,2
OREGON,Tillamook,'41057',2015,12,0.00000,0.00000,0.00000,220000.00000,199133.99000,7.76260,0.00000,0.00000,0.00000,0.00000,2.00000,0.00000,0.00000,2.00000,0.00000,1
