prcp.id,year,prcp.prcp,freq
US1NJHN0021,2014,0,216
US1NJHN0021,2014,1,57
US1NJHN0021,2014,2,31
US1NJHN0021,2014,3,27
US1NJHN0021,2014,4,22
US1NJHN0021,2014,5,10
US1NJHN0021,2014,6,1
US1NJHN0021,2015,0,232
US1NJHN0021,2015,1,55
US1NJHN0021,2015,2,24
US1NJHN0021,2015,3,21
US1NJHN0021,2015,4,14
US1NJHN0021,2015,5,10
US1NJHN0021,2015,6,3
US1NJHN0021,2016,0,177
US1NJHN0021,2016,1,40
US1NJHN0021,2016,2,28
US1NJHN0021,2016,3,20
US1NJHN0021,2016,4,9
US1NJHN0021,2016,5,7
US1NJHN0021,2016,6,1
US1NJHN0031,2012,0,100
US1NJHN0031,2012,1,16
US1NJHN0031,2012,2,5
US1NJHN0031,2012,3,12
US1NJHN0031,2012,4,6
US1NJHN0031,2012,5,5
US1NJHN0031,2012,6,1
US1NJHN0031,2013,0,230
US1NJHN0031,2013,1,49
US1NJHN0031,2013,2,25
US1NJHN0031,2013,3,21
US1NJHN0031,2013,4,12
US1NJHN0031,2013,5,12
US1NJHN0031,2013,6,3
US1NJHN0031,2014,0,216
US1NJHN0031,2014,1,42
US1NJHN0031,2014,2,31
US1NJHN0031,2014,3,23
US1NJHN0031,2014,4,22
US1NJHN0031,2014,5,9
US1NJHN0031,2014,6,2
US1NJHN0031,2015,0,230
US1NJHN0031,2015,1,66
US1NJHN0031,2015,2,13
US1NJHN0031,2015,3,20
US1NJHN0031,2015,4,25
US1NJHN0031,2015,5,9
US1NJHN0031,2015,6,1
US1NJHN0031,2016,0,97
US1NJHN0031,2016,1,26
US1NJHN0031,2016,2,15
US1NJHN0031,2016,3,15
US1NJHN0031,2016,4,6
US1NJHN0031,2016,5,3
US1NJHN0032,2012,0,7
US1NJHN0032,2012,1,3
US1NJHN0032,2012,2,2
US1NJHN0032,2012,3,3
US1NJHN0032,2012,4,4
US1NJHN0032,2012,5,1
US1NJHN0032,2013,0,92
US1NJHN0032,2013,1,25
US1NJHN0032,2013,2,16
US1NJHN0032,2013,3,12
US1NJHN0032,2013,4,11
US1NJHN0032,2013,5,6
US1NJHN0032,2013,6,2
US1NJHN0032,2014,0,95
US1NJHN0032,2014,1,30
US1NJHN0032,2014,2,14
US1NJHN0032,2014,3,9
US1NJHN0032,2014,4,17
US1NJHN0032,2014,5,5
US1NJHN0032,2015,0,102
US1NJHN0032,2015,1,28
US1NJHN0032,2015,2,8
US1NJHN0032,2015,3,8
US1NJHN0032,2015,4,14
US1NJHN0032,2015,5,6
US1NJHN0032,2015,6,1
US1NJHN0032,2016,0,43
US1NJHN0032,2016,1,16
US1NJHN0032,2016,2,5
US1NJHN0032,2016,3,9
US1NJHN0032,2016,4,4
US1NJHN0032,2016,5,2
US1NJMC0005,2008,0,196
US1NJMC0005,2008,1,45
US1NJMC0005,2008,2,19
US1NJMC0005,2008,3,20
US1NJMC0005,2008,4,18
US1NJMC0005,2008,5,11
US1NJMC0005,2008,6,4
US1NJMC0005,2009,0,216
US1NJMC0005,2009,1,55
US1NJMC0005,2009,2,15
US1NJMC0005,2009,3,24
US1NJMC0005,2009,4,26
US1NJMC0005,2009,5,13
US1NJMC0005,2009,6,2
US1NJMC0005,2010,0,249
US1NJMC0005,2010,1,38
US1NJMC0005,2010,2,20
US1NJMC0005,2010,3,16
US1NJMC0005,2010,4,20
US1NJMC0005,2010,5,8
US1NJMC0005,2010,6,3
US1NJMC0005,2011,0,218
US1NJMC0005,2011,1,44
US1NJMC0005,2011,2,24
US1NJMC0005,2011,3,28
US1NJMC0005,2011,4,20
US1NJMC0005,2011,5,10
US1NJMC0005,2011,6,7
US1NJMC0005,2012,0,230
US1NJMC0005,2012,1,44
US1NJMC0005,2012,2,33
US1NJMC0005,2012,3,22
US1NJMC0005,2012,4,21
US1NJMC0005,2012,5,5
US1NJMC0005,2012,6,2
US1NJMC0005,2013,0,237
US1NJMC0005,2013,1,39
US1NJMC0005,2013,2,23
US1NJMC0005,2013,3,15
US1NJMC0005,2013,4,19
US1NJMC0005,2013,5,10
US1NJMC0005,2013,6,5
US1NJMC0005,2014,0,218
US1NJMC0005,2014,1,44
US1NJMC0005,2014,2,33
US1NJMC0005,2014,3,23
US1NJMC0005,2014,4,15
US1NJMC0005,2014,5,8
US1NJMC0005,2014,6,5
US1NJMC0005,2015,0,236
US1NJMC0005,2015,1,47
US1NJMC0005,2015,2,20
US1NJMC0005,2015,3,16
US1NJMC0005,2015,4,24
US1NJMC0005,2015,5,11
US1NJMC0005,2015,6,2
US1NJMC0005,2016,0,112
US1NJMC0005,2016,1,29
US1NJMC0005,2016,2,14
US1NJMC0005,2016,3,14
US1NJMC0005,2016,4,9
US1NJMC0005,2016,5,4
US1NJMC0009,2008,0,113
US1NJMC0009,2008,1,36
US1NJMC0009,2008,2,26
US1NJMC0009,2008,3,15
US1NJMC0009,2008,4,19
US1NJMC0009,2008,5,3
US1NJMC0009,2008,6,2
US1NJMC0009,2009,0,168
US1NJMC0009,2009,1,52
US1NJMC0009,2009,2,28
US1NJMC0009,2009,3,18
US1NJMC0009,2009,4,26
US1NJMC0009,2009,5,12
US1NJMC0009,2009,6,1
US1NJMC0009,2010,0,190
US1NJMC0009,2010,1,43
US1NJMC0009,2010,2,21
US1NJMC0009,2010,3,12
US1NJMC0009,2010,4,17
US1NJMC0009,2010,5,7
US1NJMC0009,2010,6,2
US1NJMC0009,2011,0,196
US1NJMC0009,2011,1,52
US1NJMC0009,2011,2,22
US1NJMC0009,2011,3,26
US1NJMC0009,2011,4,16
US1NJMC0009,2011,5,11
US1NJMC0009,2011,6,6
US1NJMC0009,2012,0,190
US1NJMC0009,2012,1,61
US1NJMC0009,2012,2,32
US1NJMC0009,2012,3,24
US1NJMC0009,2012,4,9
US1NJMC0009,2012,5,6
US1NJMC0009,2012,6,1
US1NJMC0009,2013,0,196
US1NJMC0009,2013,1,63
US1NJMC0009,2013,2,24
US1NJMC0009,2013,3,19
US1NJMC0009,2013,4,17
US1NJMC0009,2013,5,10
US1NJMC0009,2013,6,4
US1NJMC0009,2014,0,206
US1NJMC0009,2014,1,49
US1NJMC0009,2014,2,30
US1NJMC0009,2014,3,20
US1NJMC0009,2014,4,19
US1NJMC0009,2014,5,8
US1NJMC0009,2014,6,1
US1NJMC0009,2015,0,220
US1NJMC0009,2015,1,56
US1NJMC0009,2015,2,20
US1NJMC0009,2015,3,16
US1NJMC0009,2015,4,19
US1NJMC0009,2015,5,10
US1NJMC0009,2015,6,1
US1NJMC0009,2016,0,112
US1NJMC0009,2016,1,44
US1NJMC0009,2016,2,9
US1NJMC0009,2016,3,18
US1NJMC0009,2016,4,8
US1NJMC0009,2016,5,6
US1NJMC0009,2016,6,1
US1NJMC0017,2010,0,173
US1NJMC0017,2010,1,19
US1NJMC0017,2010,2,15
US1NJMC0017,2010,3,12
US1NJMC0017,2010,4,7
US1NJMC0017,2010,5,5
US1NJMC0017,2010,6,2
US1NJMC0017,2011,0,233
US1NJMC0017,2011,1,37
US1NJMC0017,2011,2,28
US1NJMC0017,2011,3,23
US1NJMC0017,2011,4,28
US1NJMC0017,2011,5,10
US1NJMC0017,2011,6,6
US1NJMC0017,2012,0,242
US1NJMC0017,2012,1,39
US1NJMC0017,2012,2,32
US1NJMC0017,2012,3,28
US1NJMC0017,2012,4,17
US1NJMC0017,2012,5,7
US1NJMC0017,2012,6,1
US1NJMC0017,2013,0,237
US1NJMC0017,2013,1,48
US1NJMC0017,2013,2,20
US1NJMC0017,2013,3,28
US1NJMC0017,2013,4,20
US1NJMC0017,2013,5,9
US1NJMC0017,2013,6,3
US1NJMC0017,2014,0,237
US1NJMC0017,2014,1,47
US1NJMC0017,2014,2,28
US1NJMC0017,2014,3,25
US1NJMC0017,2014,4,15
US1NJMC0017,2014,5,11
US1NJMC0017,2014,6,2
US1NJMC0017,2015,0,241
US1NJMC0017,2015,1,50
US1NJMC0017,2015,2,28
US1NJMC0017,2015,3,18
US1NJMC0017,2015,4,14
US1NJMC0017,2015,5,12
US1NJMC0017,2015,6,2
US1NJMC0017,2016,0,109
US1NJMC0017,2016,1,29
US1NJMC0017,2016,2,13
US1NJMC0017,2016,3,9
US1NJMC0017,2016,4,10
US1NJMC0017,2016,5,3
US1NJMC0023,2013,0,74
US1NJMC0023,2013,1,19
US1NJMC0023,2013,2,5
US1NJMC0023,2013,3,5
US1NJMC0023,2013,4,6
US1NJMC0023,2013,5,1
US1NJMC0023,2013,6,1
US1NJMC0023,2014,0,148
US1NJMC0023,2014,1,22
US1NJMC0023,2014,2,11
US1NJMC0023,2014,3,14
US1NJMC0023,2014,4,11
US1NJMC0023,2014,5,6
US1NJMC0023,2014,6,2
US1NJMC0023,2015,0,173
US1NJMC0023,2015,1,17
US1NJMC0023,2015,2,11
US1NJMC0023,2015,3,5
US1NJMC0023,2015,4,12
US1NJMC0023,2015,5,6
US1NJMC0023,2016,0,17
US1NJMC0023,2016,5,1
US1NJMD0002,2008,0,182
US1NJMD0002,2008,1,33
US1NJMD0002,2008,2,15
US1NJMD0002,2008,3,20
US1NJMD0002,2008,4,14
US1NJMD0002,2008,5,9
US1NJMD0002,2008,6,2
US1NJMD0002,2009,0,177
US1NJMD0002,2009,1,31
US1NJMD0002,2009,2,14
US1NJMD0002,2009,3,20
US1NJMD0002,2009,4,16
US1NJMD0002,2009,5,9
US1NJMD0002,2010,0,245
US1NJMD0002,2010,1,25
US1NJMD0002,2010,2,25
US1NJMD0002,2010,3,11
US1NJMD0002,2010,4,14
US1NJMD0002,2010,5,11
US1NJMD0002,2010,6,2
US1NJMD0002,2011,0,215
US1NJMD0002,2011,1,32
US1NJMD0002,2011,2,22
US1NJMD0002,2011,3,21
US1NJMD0002,2011,4,16
US1NJMD0002,2011,5,10
US1NJMD0002,2011,6,5
US1NJMD0002,2012,0,213
US1NJMD0002,2012,1,45
US1NJMD0002,2012,2,18
US1NJMD0002,2012,3,12
US1NJMD0002,2012,4,15
US1NJMD0002,2012,5,5
US1NJMD0002,2013,0,234
US1NJMD0002,2013,1,32
US1NJMD0002,2013,2,24
US1NJMD0002,2013,3,14
US1NJMD0002,2013,4,14
US1NJMD0002,2013,5,8
US1NJMD0002,2013,6,2
US1NJMD0002,2014,0,222
US1NJMD0002,2014,1,30
US1NJMD0002,2014,2,22
US1NJMD0002,2014,3,22
US1NJMD0002,2014,4,18
US1NJMD0002,2014,5,9
US1NJMD0002,2014,6,2
US1NJMD0002,2015,0,225
US1NJMD0002,2015,1,39
US1NJMD0002,2015,2,16
US1NJMD0002,2015,3,13
US1NJMD0002,2015,4,16
US1NJMD0002,2015,5,8
US1NJMD0002,2015,6,1
US1NJMD0002,2016,0,126
US1NJMD0002,2016,1,18
US1NJMD0002,2016,2,13
US1NJMD0002,2016,3,7
US1NJMD0002,2016,4,10
US1NJMD0002,2016,5,5
US1NJMD0002,2016,6,1
US1NJMD0009,2008,0,157
US1NJMD0009,2008,1,45
US1NJMD0009,2008,2,20
US1NJMD0009,2008,3,13
US1NJMD0009,2008,4,22
US1NJMD0009,2008,5,7
US1NJMD0009,2008,6,3
US1NJMD0009,2009,0,193
US1NJMD0009,2009,1,61
US1NJMD0009,2009,2,25
US1NJMD0009,2009,3,29
US1NJMD0009,2009,4,24
US1NJMD0009,2009,5,14
US1NJMD0009,2010,0,247
US1NJMD0009,2010,1,39
US1NJMD0009,2010,2,26
US1NJMD0009,2010,3,15
US1NJMD0009,2010,4,23
US1NJMD0009,2010,5,8
US1NJMD0009,2010,6,2
US1NJMD0009,2011,0,180
US1NJMD0009,2011,1,44
US1NJMD0009,2011,2,21
US1NJMD0009,2011,3,29
US1NJMD0009,2011,4,16
US1NJMD0009,2011,5,8
US1NJMD0009,2011,6,6
US1NJMD0009,2012,0,216
US1NJMD0009,2012,1,68
US1NJMD0009,2012,2,30
US1NJMD0009,2012,3,20
US1NJMD0009,2012,4,19
US1NJMD0009,2012,5,9
US1NJMD0009,2012,6,2
US1NJMD0009,2013,0,222
US1NJMD0009,2013,1,53
US1NJMD0009,2013,2,31
US1NJMD0009,2013,3,17
US1NJMD0009,2013,4,21
US1NJMD0009,2013,5,12
US1NJMD0009,2013,6,2
US1NJMD0009,2014,0,215
US1NJMD0009,2014,1,58
US1NJMD0009,2014,2,32
US1NJMD0009,2014,3,24
US1NJMD0009,2014,4,26
US1NJMD0009,2014,5,8
US1NJMD0009,2014,6,2
US1NJMD0009,2015,0,226
US1NJMD0009,2015,1,62
US1NJMD0009,2015,2,24
US1NJMD0009,2015,3,17
US1NJMD0009,2015,4,22
US1NJMD0009,2015,5,12
US1NJMD0009,2016,0,101
US1NJMD0009,2016,1,27
US1NJMD0009,2016,2,15
US1NJMD0009,2016,3,8
US1NJMD0009,2016,4,9
US1NJMD0009,2016,5,1
US1NJMD0009,2016,6,1
US1NJMD0028,2010,0,46
US1NJMD0028,2010,1,10
US1NJMD0028,2010,2,2
US1NJMD0028,2010,3,7
US1NJMD0028,2010,4,4
US1NJMD0028,2010,5,2
US1NJMD0028,2011,0,136
US1NJMD0028,2011,1,67
US1NJMD0028,2011,2,20
US1NJMD0028,2011,3,19
US1NJMD0028,2011,4,10
US1NJMD0028,2011,5,10
US1NJMD0028,2011,6,6
US1NJMD0028,2012,0,181
US1NJMD0028,2012,1,36
US1NJMD0028,2012,2,19
US1NJMD0028,2012,3,22
US1NJMD0028,2012,4,19
US1NJMD0028,2012,5,5
US1NJMD0028,2013,0,209
US1NJMD0028,2013,1,46
US1NJMD0028,2013,2,22
US1NJMD0028,2013,3,16
US1NJMD0028,2013,4,20
US1NJMD0028,2013,5,9
US1NJMD0028,2013,6,2
US1NJMD0028,2014,0,204
US1NJMD0028,2014,1,39
US1NJMD0028,2014,2,24
US1NJMD0028,2014,3,28
US1NJMD0028,2014,4,15
US1NJMD0028,2014,5,8
US1NJMD0028,2014,6,3
US1NJMD0028,2015,0,227
US1NJMD0028,2015,1,45
US1NJMD0028,2015,2,15
US1NJMD0028,2015,3,18
US1NJMD0028,2015,4,17
US1NJMD0028,2015,5,11
US1NJMD0028,2016,0,106
US1NJMD0028,2016,1,26
US1NJMD0028,2016,2,9
US1NJMD0028,2016,3,12
US1NJMD0028,2016,4,7
US1NJMD0028,2016,5,3
US1NJMD0062,2014,0,89
US1NJMD0062,2014,1,13
US1NJMD0062,2014,2,12
US1NJMD0062,2014,3,9
US1NJMD0062,2014,4,7
US1NJMD0062,2014,5,6
US1NJMD0062,2015,0,237
US1NJMD0062,2015,1,61
US1NJMD0062,2015,2,22
US1NJMD0062,2015,3,18
US1NJMD0062,2015,4,16
US1NJMD0062,2015,5,10
US1NJMD0062,2015,6,1
US1NJMD0062,2016,0,106
US1NJMD0062,2016,1,33
US1NJMD0062,2016,2,12
US1NJMD0062,2016,3,11
US1NJMD0062,2016,4,5
US1NJMD0062,2016,5,5
US1NJMD0062,2016,6,1
US1NJMD0063,2014,0,65
US1NJMD0063,2014,1,11
US1NJMD0063,2014,2,14
US1NJMD0063,2014,3,7
US1NJMD0063,2014,4,4
US1NJMD0063,2014,5,4
US1NJMD0063,2015,0,230
US1NJMD0063,2015,1,55
US1NJMD0063,2015,2,21
US1NJMD0063,2015,3,20
US1NJMD0063,2015,4,17
US1NJMD0063,2015,5,10
US1NJMD0063,2015,6,1
US1NJMD0063,2016,0,116
US1NJMD0063,2016,1,32
US1NJMD0063,2016,2,10
US1NJMD0063,2016,3,13
US1NJMD0063,2016,4,5
US1NJMD0063,2016,5,4
US1NJMD0063,2016,6,1
US1NJMD0069,2016,0,98
US1NJMD0069,2016,1,30
US1NJMD0069,2016,2,15
US1NJMD0069,2016,3,10
US1NJMD0069,2016,4,6
US1NJMD0069,2016,5,2
US1NJMD0069,2016,6,1
US1NJMN0005,2011,0,99
US1NJMN0005,2011,1,13
US1NJMN0005,2011,2,11
US1NJMN0005,2011,3,10
US1NJMN0005,2011,4,8
US1NJMN0005,2011,5,11
US1NJMN0005,2011,6,3
US1NJMN0005,2012,0,177
US1NJMN0005,2012,1,38
US1NJMN0005,2012,2,27
US1NJMN0005,2012,3,14
US1NJMN0005,2012,4,12
US1NJMN0005,2012,5,12
US1NJMN0005,2012,6,2
US1NJMN0005,2013,0,90
US1NJMN0005,2013,1,21
US1NJMN0005,2013,2,18
US1NJMN0005,2013,3,14
US1NJMN0005,2013,4,18
US1NJMN0005,2013,5,7
US1NJMN0005,2013,6,3
US1NJMN0005,2014,0,81
US1NJMN0005,2014,1,10
US1NJMN0005,2014,2,12
US1NJMN0005,2014,3,10
US1NJMN0005,2014,4,10
US1NJMN0005,2014,5,6
US1NJMN0005,2014,6,1
US1NJMN0006,2008,0,176
US1NJMN0006,2008,1,31
US1NJMN0006,2008,2,21
US1NJMN0006,2008,3,16
US1NJMN0006,2008,4,16
US1NJMN0006,2008,5,8
US1NJMN0006,2008,6,3
US1NJMN0006,2009,0,214
US1NJMN0006,2009,1,49
US1NJMN0006,2009,2,28
US1NJMN0006,2009,3,19
US1NJMN0006,2009,4,33
US1NJMN0006,2009,5,12
US1NJMN0006,2010,0,245
US1NJMN0006,2010,1,31
US1NJMN0006,2010,2,23
US1NJMN0006,2010,3,17
US1NJMN0006,2010,4,17
US1NJMN0006,2010,5,16
US1NJMN0006,2010,6,3
US1NJMN0006,2011,0,223
US1NJMN0006,2011,1,41
US1NJMN0006,2011,2,28
US1NJMN0006,2011,3,17
US1NJMN0006,2011,4,17
US1NJMN0006,2011,5,14
US1NJMN0006,2011,6,5
US1NJMN0006,2012,0,212
US1NJMN0006,2012,1,47
US1NJMN0006,2012,2,28
US1NJMN0006,2012,3,22
US1NJMN0006,2012,4,11
US1NJMN0006,2012,5,10
US1NJMN0006,2012,6,1
US1NJMN0006,2013,0,226
US1NJMN0006,2013,1,55
US1NJMN0006,2013,2,23
US1NJMN0006,2013,3,16
US1NJMN0006,2013,4,20
US1NJMN0006,2013,5,6
US1NJMN0006,2013,6,2
US1NJMN0006,2014,0,216
US1NJMN0006,2014,1,52
US1NJMN0006,2014,2,25
US1NJMN0006,2014,3,24
US1NJMN0006,2014,4,18
US1NJMN0006,2014,5,13
US1NJMN0006,2014,6,3
US1NJMN0006,2015,0,230
US1NJMN0006,2015,1,55
US1NJMN0006,2015,2,19
US1NJMN0006,2015,3,16
US1NJMN0006,2015,4,25
US1NJMN0006,2015,5,7
US1NJMN0006,2015,6,1
US1NJMN0006,2016,0,12
US1NJMN0006,2016,3,1
US1NJMN0006,2016,5,1
US1NJMN0017,2008,0,160
US1NJMN0017,2008,1,31
US1NJMN0017,2008,2,15
US1NJMN0017,2008,3,15
US1NJMN0017,2008,4,14
US1NJMN0017,2008,5,6
US1NJMN0017,2008,6,2
US1NJMN0017,2009,0,210
US1NJMN0017,2009,1,63
US1NJMN0017,2009,2,23
US1NJMN0017,2009,3,23
US1NJMN0017,2009,4,30
US1NJMN0017,2009,5,14
US1NJMN0017,2009,6,2
US1NJMN0017,2010,0,242
US1NJMN0017,2010,1,46
US1NJMN0017,2010,2,19
US1NJMN0017,2010,3,23
US1NJMN0017,2010,4,15
US1NJMN0017,2010,5,17
US1NJMN0017,2010,6,3
US1NJMN0017,2011,0,211
US1NJMN0017,2011,1,64
US1NJMN0017,2011,2,32
US1NJMN0017,2011,3,17
US1NJMN0017,2011,4,20
US1NJMN0017,2011,5,14
US1NJMN0017,2011,6,4
US1NJMN0017,2012,0,208
US1NJMN0017,2012,1,75
US1NJMN0017,2012,2,31
US1NJMN0017,2012,3,22
US1NJMN0017,2012,4,16
US1NJMN0017,2012,5,10
US1NJMN0017,2012,6,3
US1NJMN0017,2013,0,212
US1NJMN0017,2013,1,64
US1NJMN0017,2013,2,23
US1NJMN0017,2013,3,23
US1NJMN0017,2013,4,19
US1NJMN0017,2013,5,11
US1NJMN0017,2013,6,3
US1NJMN0017,2014,0,219
US1NJMN0017,2014,1,51
US1NJMN0017,2014,2,32
US1NJMN0017,2014,3,26
US1NJMN0017,2014,4,18
US1NJMN0017,2014,5,14
US1NJMN0017,2014,6,4
US1NJMN0017,2015,0,243
US1NJMN0017,2015,1,46
US1NJMN0017,2015,2,21
US1NJMN0017,2015,3,20
US1NJMN0017,2015,4,25
US1NJMN0017,2015,5,7
US1NJMN0017,2015,6,3
US1NJMN0017,2016,0,79
US1NJMN0017,2016,1,19
US1NJMN0017,2016,2,9
US1NJMN0017,2016,3,15
US1NJMN0017,2016,4,7
US1NJMN0017,2016,5,3
US1NJMN0020,2008,0,123
US1NJMN0020,2008,1,14
US1NJMN0020,2008,2,6
US1NJMN0020,2008,3,5
US1NJMN0020,2008,4,7
US1NJMN0020,2008,5,7
US1NJMN0020,2008,6,2
US1NJMN0020,2009,0,170
US1NJMN0020,2009,1,36
US1NJMN0020,2009,2,16
US1NJMN0020,2009,3,19
US1NJMN0020,2009,4,15
US1NJMN0020,2009,5,11
US1NJMN0020,2009,6,1
US1NJMN0020,2010,0,244
US1NJMN0020,2010,1,31
US1NJMN0020,2010,2,13
US1NJMN0020,2010,3,13
US1NJMN0020,2010,4,10
US1NJMN0020,2010,5,12
US1NJMN0020,2010,6,1
US1NJMN0020,2011,0,212
US1NJMN0020,2011,1,24
US1NJMN0020,2011,2,12
US1NJMN0020,2011,3,14
US1NJMN0020,2011,4,18
US1NJMN0020,2011,5,7
US1NJMN0020,2011,6,5
US1NJMN0020,2012,0,208
US1NJMN0020,2012,1,44
US1NJMN0020,2012,2,23
US1NJMN0020,2012,3,17
US1NJMN0020,2012,4,10
US1NJMN0020,2012,5,11
US1NJMN0020,2012,6,2
US1NJMN0020,2013,0,232
US1NJMN0020,2013,1,35
US1NJMN0020,2013,2,21
US1NJMN0020,2013,3,16
US1NJMN0020,2013,4,20
US1NJMN0020,2013,5,5
US1NJMN0020,2013,6,1
US1NJMN0020,2014,0,236
US1NJMN0020,2014,1,23
US1NJMN0020,2014,2,24
US1NJMN0020,2014,3,21
US1NJMN0020,2014,4,19
US1NJMN0020,2014,5,9
US1NJMN0020,2014,6,5
US1NJMN0020,2015,0,43
US1NJMN0020,2015,1,4
US1NJMN0020,2015,2,1
US1NJMN0020,2015,4,6
US1NJMN0020,2015,5,2
US1NJMS0003,2008,0,165
US1NJMS0003,2008,1,33
US1NJMS0003,2008,2,27
US1NJMS0003,2008,3,19
US1NJMS0003,2008,4,14
US1NJMS0003,2008,5,11
US1NJMS0003,2008,6,4
US1NJMS0003,2009,0,182
US1NJMS0003,2009,1,40
US1NJMS0003,2009,2,24
US1NJMS0003,2009,3,22
US1NJMS0003,2009,4,18
US1NJMS0003,2009,5,11
US1NJMS0003,2009,6,1
US1NJMS0003,2010,0,210
US1NJMS0003,2010,1,30
US1NJMS0003,2010,2,20
US1NJMS0003,2010,3,17
US1NJMS0003,2010,4,18
US1NJMS0003,2010,5,12
US1NJMS0003,2010,6,2
US1NJMS0003,2011,0,128
US1NJMS0003,2011,1,23
US1NJMS0003,2011,2,17
US1NJMS0003,2011,3,12
US1NJMS0003,2011,4,19
US1NJMS0003,2011,5,12
US1NJMS0003,2011,6,5
US1NJMS0003,2012,0,189
US1NJMS0003,2012,1,51
US1NJMS0003,2012,2,24
US1NJMS0003,2012,3,21
US1NJMS0003,2012,4,16
US1NJMS0003,2012,5,5
US1NJMS0003,2012,6,2
US1NJMS0003,2013,0,211
US1NJMS0003,2013,1,32
US1NJMS0003,2013,2,19
US1NJMS0003,2013,3,9
US1NJMS0003,2013,4,15
US1NJMS0003,2013,5,12
US1NJMS0003,2013,6,2
US1NJMS0003,2014,0,182
US1NJMS0003,2014,1,29
US1NJMS0003,2014,2,25
US1NJMS0003,2014,3,23
US1NJMS0003,2014,4,15
US1NJMS0003,2014,5,6
US1NJMS0003,2014,6,4
US1NJMS0003,2015,0,195
US1NJMS0003,2015,1,30
US1NJMS0003,2015,2,20
US1NJMS0003,2015,3,13
US1NJMS0003,2015,4,10
US1NJMS0003,2015,5,10
US1NJMS0003,2015,6,1
US1NJMS0003,2016,0,93
US1NJMS0003,2016,1,25
US1NJMS0003,2016,2,11
US1NJMS0003,2016,3,15
US1NJMS0003,2016,4,7
US1NJMS0003,2016,5,3
US1NJMS0011,2008,0,61
US1NJMS0011,2008,1,17
US1NJMS0011,2008,2,3
US1NJMS0011,2008,3,2
US1NJMS0011,2008,4,8
US1NJMS0011,2008,5,3
US1NJMS0011,2009,0,229
US1NJMS0011,2009,1,32
US1NJMS0011,2009,2,28
US1NJMS0011,2009,3,25
US1NJMS0011,2009,4,27
US1NJMS0011,2009,5,7
US1NJMS0011,2010,0,246
US1NJMS0011,2010,1,24
US1NJMS0011,2010,2,22
US1NJMS0011,2010,3,17
US1NJMS0011,2010,4,19
US1NJMS0011,2010,5,5
US1NJMS0011,2010,6,5
US1NJMS0011,2011,0,220
US1NJMS0011,2011,1,35
US1NJMS0011,2011,2,26
US1NJMS0011,2011,3,24
US1NJMS0011,2011,4,23
US1NJMS0011,2011,5,13
US1NJMS0011,2011,6,7
US1NJMS0011,2012,0,214
US1NJMS0011,2012,1,49
US1NJMS0011,2012,2,32
US1NJMS0011,2012,3,24
US1NJMS0011,2012,4,15
US1NJMS0011,2012,5,8
US1NJMS0011,2012,6,1
US1NJMS0011,2013,0,241
US1NJMS0011,2013,1,41
US1NJMS0011,2013,2,25
US1NJMS0011,2013,3,19
US1NJMS0011,2013,4,17
US1NJMS0011,2013,5,12
US1NJMS0011,2013,6,4
US1NJMS0011,2014,0,233
US1NJMS0011,2014,1,37
US1NJMS0011,2014,2,27
US1NJMS0011,2014,3,35
US1NJMS0011,2014,4,16
US1NJMS0011,2014,5,9
US1NJMS0011,2014,6,2
US1NJMS0011,2015,0,238
US1NJMS0011,2015,1,52
US1NJMS0011,2015,2,15
US1NJMS0011,2015,3,25
US1NJMS0011,2015,4,16
US1NJMS0011,2015,5,8
US1NJMS0011,2015,6,2
US1NJMS0011,2016,0,98
US1NJMS0011,2016,1,30
US1NJMS0011,2016,2,12
US1NJMS0011,2016,3,15
US1NJMS0011,2016,4,8
US1NJMS0011,2016,5,1
US1NJMS0071,2014,0,99
US1NJMS0071,2014,1,21
US1NJMS0071,2014,2,18
US1NJMS0071,2014,3,10
US1NJMS0071,2014,4,8
US1NJMS0071,2014,5,4
US1NJMS0071,2015,0,232
US1NJMS0071,2015,1,54
US1NJMS0071,2015,2,16
US1NJMS0071,2015,3,18
US1NJMS0071,2015,4,17
US1NJMS0071,2015,5,9
US1NJMS0071,2015,6,2
US1NJMS0071,2016,0,87
US1NJMS0071,2016,1,32
US1NJMS0071,2016,2,16
US1NJMS0071,2016,3,11
US1NJMS0071,2016,4,9
US1NJMS0071,2016,5,1
US1NJOC0017,2009,0,188
US1NJOC0017,2009,1,34
US1NJOC0017,2009,2,24
US1NJOC0017,2009,3,20
US1NJOC0017,2009,4,32
US1NJOC0017,2009,5,14
US1NJOC0017,2009,6,1
US1NJOC0017,2010,0,252
US1NJOC0017,2010,1,40
US1NJOC0017,2010,2,18
US1NJOC0017,2010,3,20
US1NJOC0017,2010,4,20
US1NJOC0017,2010,5,12
US1NJOC0017,2010,6,3
US1NJOC0017,2011,0,242
US1NJOC0017,2011,1,50
US1NJOC0017,2011,2,22
US1NJOC0017,2011,3,18
US1NJOC0017,2011,4,19
US1NJOC0017,2011,5,11
US1NJOC0017,2011,6,3
US1NJOC0017,2012,0,244
US1NJOC0017,2012,1,42
US1NJOC0017,2012,2,25
US1NJOC0017,2012,3,23
US1NJOC0017,2012,4,16
US1NJOC0017,2012,5,12
US1NJOC0017,2012,6,4
US1NJOC0017,2013,0,225
US1NJOC0017,2013,1,63
US1NJOC0017,2013,2,27
US1NJOC0017,2013,3,21
US1NJOC0017,2013,4,19
US1NJOC0017,2013,5,7
