"","EVENTS.begin_date","EVENTS.begin_time_UTC","EVENTS.end_date","EVENTS.end_time_UTC","EVENTS.ID","EVENTS.state","EVENTS.fips","EVENTS.type","EVENTS.czfips","EVENTS.czname","EVENTS.WFO","EVENTS.flood_cause","EVENTS.hurricane_category","EVENTS.tornado_F_scale","EVENTS.begin_lat","EVENTS.begin_lon","EVENTS.end_lat","EVENTS.end_lon","EVENTS.damage_value","EVENTS.damage_magnitude","EVENTS.damage_unit","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","GHCND.prcp_cat","NA","NA","MOS.ICAO","MOS.name","MOS.lat","MOS.lon","MOS.st","MOS.dist_from_event.km"
"69",NA,2015-06-14,NA,"1200",2015-06-15,"1200","IOWA",19,"Heavy Rain",153,"POLK","DMX","",NA,"",41.63,-93.47,41.63,-93.47,0,3,"USD","OROFINO 3.8 WNW",46.4997,-116.3355,18.0822880320325,"KIKV","ANKENY",41.69,-93.57,"IA",10.6667181210488,0,"  1","  4",0,0,0,0,0,0
"70",NA,2015-06-24,NA,"1405",2015-06-25,"1405","IOWA",19,"Heavy Rain",153,"POLK","DMX","",NA,"",41.69,-93.8,41.69,-93.8,0,3,"USD","JULIAETTA 4.1 SSE",46.5203,-116.6743,6.92314462659569,"KIKV","ANKENY",41.69,-93.57,"IA",19.1195046317689,0,"  0","  4",0,0,0,0,0,0
"71",NA,2015-12-12,NA,"1300",2015-12-14,"1300","IOWA",19,"Heavy Rain",169,"STORY","DMX","",NA,"",42.17,-93.31,42.17,-93.31,0,3,"USD","WEST FRANKFORT 0.3 WNW",37.9018,-88.9341,1.2532351610918,"KAMW","AMES_MUNI ARPT",41.99,-93.62,"IA",32.5195689715153,0,"  0","  0",0,0,0,0,0,0
"72",NA,2015-07-09,NA,"0100",2015-07-09,"0200","NEW JERSEY",34,"Heavy Rain",29,"OCEAN","PHI","",NA,"",40.0466,-74.2217,40.0466,-74.2217,0,3,"USD","MENDOTA 2.4 SE",41.5247,-89.0906,0.591445866115194,"KBLM","BELMAR-FARMDALE",40.18,-74.13,"NJ",16.7770367027482,3,"  1","  2",0,0,0,0,0,0
"73",NA,2015-12-13,NA,"1000",2015-12-14,"1600","WISCONSIN",55,"Heavy Rain",135,"WAUPACA","GRB","",NA,"",44.47,-89.13,44.47,-89.13,0,3,"USD","BELKNAP 11.1 ESE",37.2551,-88.7567,4.5628686128573,"KPCZ","WAUPACA MUNI ARPT",44.33,-89.02,"WI",17.8724781684969,0,"  0","  2",0,0,0,0,0,0
"74",NA,2015-06-14,NA,"1200",2015-06-15,"1200","IOWA",19,"Heavy Rain",153,"POLK","DMX","",NA,"",41.58,-93.61,41.58,-93.61,0,3,"USD","OLNEY 3.2 S",38.6856,-88.0853,16.4881593245981,"KDSM","DES MOINES",41.53,-93.65,"IA",6.4871385719703,1,"  1","  4",0,0,0,0,0,0
"75",NA,2015-08-08,NA,"1200",2015-08-09,"1200","IOWA",19,"Heavy Rain",169,"STORY","DMX","",NA,"",42.11,-93.65,42.11,-93.65,0,3,"USD","OLNEY 3.2 S",38.6856,-88.0853,18.3042029556622,"KAMW","AMES_MUNI ARPT",41.99,-93.62,"IA",13.5865682550794,0,"  0","  0",0,0,0,0,0,0
"76",NA,2015-09-29,NA,"0416",2015-09-29,"0416","PENNSYLVANIA",42,"Heavy Rain",31,"CLARION","PBZ","",NA,"",41.04,-79.5,41.04,-79.5,0,3,"USD","SYRACUSE 3.0 ESE",41.4068,-85.6952,2.20428129977159,"KBTP","BUTLER_CO.",40.78,-79.95,"PA",47.6540130008205,0,"  1","  0",0,0,0,0,0,0
"77",NA,2015-11-26,NA,"1300",2015-11-27,"1300","IOWA",19,"Heavy Rain",157,"POWESHIEK","DMX","",NA,"",41.58,-92.53,41.58,-92.53,0,3,"USD","PITTSBURG 0.7 WSW",37.4099,-94.7127,0.644854838883819,"KPEA","PELLA MUNI AP",41.4,-92.95,"IA",40.349125988457,0,"  0","  1",0,0,0,0,0,0
"78",NA,2015-04-20,NA,"1000",2015-04-20,"1400","NEW JERSEY",34,"Heavy Rain",15,"GLOUCESTER","PHI","",NA,"",39.8515,-75.1046,39.7571,-75.2675,0,3,"USD","GARDEN CITY 23 NE",38.249,-100.627,14.9820091362359,"KPHL","PHILADELPHIA",39.88,-75.25,"PA",12.822126426946,1,"  0","  4",0,0,0,0,0,0
"79",NA,2015-07-28,NA,"2215",2015-07-28,"0000","KENTUCKY",21,"Heavy Rain",107,"HOPKINS","PAH","",NA,"",37.3369,-87.4911,37.3126,-87.5,0,3,"USD","GARDEN CITY 0.6 SW",37.972,-100.8706,1.21250416189418,"KOWB","OWENSBORO",37.74,-87.17,"KY",53.0746958060462,0,"  0","  4",0,0,0,0,0,0
"80",NA,2015-04-26,NA,"1530",2015-04-26,"1530","COLORADO",8,"Heavy Rain",87,"MORGAN","BOU","",NA,"",40.26,-103.59,40.26,-103.59,0,3,"USD","ULYSSES 6.6 WNW",37.61,-101.47,14.482201157058,"KAKO","AKRON",40.17,-103.22,"CO",33.0095259119691,0,"  0","  1",0,0,0,0,0,0
"81",NA,2015-09-12,NA,"1741",2015-09-12,"2109","HAWAII",15,"Heavy Rain",3,"HONOLULU","HFO","",NA,"",21.4661,-158.1976,21.2875,-157.693,0,3,"USD","WEBBER 2.6 ENE",39.9421,-97.9872,0.951981744806178,"PHHI","WHEELER AFB",21.48,-158.03,"HI",17.4309648091697,0,"  1","  4",0,0,0,0,0,0
"82",NA,2015-05-28,NA,"1930",2015-05-28,"0100","MICHIGAN",26,"Heavy Rain",43,"DICKINSON","MQT","",NA,"",45.79,-87.91,45.79,-87.91,0,3,"USD","TIMKEN 7.8 SSW",38.364,-99.217,9.70460352658304,"KIMT","IRON MOUNTAIN",45.82,-88.12,"MI",16.6348967457612,5,"  4","  2",0,0,0,0,0,0
"83",NA,2015-07-27,NA,"2215",2015-07-27,"2330","MISSOURI",29,"Heavy Rain",17,"BOLLINGER","PAH","",NA,"",37.3,-89.97,37.3,-89.97,0,3,"USD","STAFFORD 0.2 SSW",37.9608,-98.6005,6.80093311245229,"KCGI","CAPE GIRARDEAU",37.23,-89.58,"MO",35.4190097906943,1,"  1","  0",0,0,0,0,0,0
"84",NA,2015-06-24,NA,"1332",2015-06-25,"1332","IOWA",19,"Heavy Rain",7,"APPANOOSE","DMX","",NA,"",40.75,-92.89,40.75,-92.89,0,3,"USD","CYNTHIANA 8.3 ENE",38.4456,-84.1615,6.11788259071619,"KCNC","CHARITON",41.03,-93.37,"IA",51.0214366164073,0,"  0","  4",0,0,0,0,0,0
"85",NA,2015-09-29,NA,"0254",2015-09-29,"0254","PENNSYLVANIA",42,"Heavy Rain",129,"WESTMORELAND","PBZ","",NA,"",40.58,-79.71,40.58,-79.71,0,3,"USD","GUTHRIE 0.8 WNW",36.6534,-87.184,7.69913548155017,"KBTP","BUTLER_CO.",40.78,-79.95,"PA",30.1028915159911,5,"  1","  0",0,0,0,0,0,0
"86",NA,2015-12-13,NA,"0900",2015-12-14,"1500","WISCONSIN",55,"Heavy Rain",23,"CRAWFORD","ARX","",NA,"",43.42,-91.2,43.42,-91.2,0,3,"USD","GUTHRIE 0.8 WNW",36.6534,-87.184,10.6606183798107,"KPDC","PRAIRIE DU CHIEN",43.02,-91.12,"WI",44.9982311485973,0,"  0","  2",0,0,0,0,0,0
"87",NA,2015-08-25,NA,"1103",2015-08-25,"1354","HAWAII",15,"Heavy Rain",7,"KAUAI","HFO","",NA,"",22.152,-159.6698,22.1303,-159.3292,0,3,"USD","STURGIS 5.4 ENE",37.5699,-87.8927,8.00697460183006,"PHLI","LIHUE",21.98,-159.35,"HI",38.1457525077385,0,"  6","  1",0,0,0,0,0,0
"88",NA,2015-12-28,NA,"1500",2015-12-29,"1900","ILLINOIS",17,"Heavy Rain",153,"PULASKI","PAH","",NA,"",37.12,-89.2,37.12,-89.2,0,3,"USD","PRINCESS ANNE 2.1 SSW",38.1745,-75.7066,0.669050497799307,"KCIR","CAIRO",37,-89.17,"IL",13.6215807311418,0,"  5","  5",0,0,0,0,0,0
"89",NA,2015-12-12,NA,"1300",2015-12-14,"1300","IOWA",19,"Heavy Rain",47,"CRAWFORD","DMX","",NA,"",42.04,-95.33,42.04,-95.33,0,3,"USD","NANTICOKE 1.8 S",38.247,-75.9027,16.354360791205,"KDNS","DENISON",41.98,-95.38,"IA",7.85589632776573,0,"  0","  0",0,0,0,0,0,0
"90",NA,2015-10-16,NA,"0215",2015-10-16,"0810","HAWAII",15,"Heavy Rain",9,"MAUI","HFO","",NA,"",20.9873,-156.6513,20.7155,-156.0498,0,3,"USD","BISHOPVILLE 3.1 E",38.4466,-75.134,4.93197616545491,"PHJH","LAHAINA/WEST MAUI",21.02,-156.63,"HI",4.26034443129505,0,"  0","  0",0,0,0,0,0,0
"91",NA,2015-06-06,NA,"1200",2015-06-07,"1200","IOWA",19,"Heavy Rain",187,"WEBSTER","DMX","",NA,"",42.29,-94.17,42.29,-94.17,0,3,"USD","POPLAR BLUFF 7.4 NW",36.8238,-90.5179,2.53971761914688,"KFOD","FT DODGE",42.55,-94.18,"IA",28.9547316535736,3,"  4","  4",0,0,0,0,0,0
"92",NA,2015-06-14,NA,"1051",2015-06-15,"1051","IOWA",19,"Heavy Rain",153,"POLK","DMX","",NA,"",41.7,-93.58,41.7,-93.58,0,3,"USD","POPLAR BLUFF 7.4 NW",36.8238,-90.5179,2.53971761914688,"KIKV","ANKENY",41.69,-93.57,"IA",1.38929010514077,3,"  1","  4",0,0,0,0,0,0
"93",NA,2015-12-12,NA,"0550",2015-12-14,"1200","IOWA",19,"Heavy Rain",63,"EMMET","DMX","",NA,"",43.41,-94.75,43.41,-94.75,0,3,"USD","POPLAR BLUFF 7.4 NW",36.8238,-90.5179,2.53971761914688,"KEST","ESTHERVILLE",43.4,-94.75,"IA",1.11319490793267,0,"  0","  0",0,0,0,0,0,0
"94",NA,2015-11-09,NA,"1200",2015-11-10,"1200","NORTH CAROLINA",37,"Heavy Rain",91,"HERTFORD","AKQ","",NA,"",36.28,-76.98,36.45,-77.1,0,3,"USD","PURDY 4.8 SSW",36.75,-93.94,4.20037928931664,"KASJ","AHOSKIE TRI-COUNTY",36.3,-77.17,"NC",17.1928944836291,0,"  2","  1",0,0,0,0,0,0
"95",NA,2015-08-27,NA,"0000",2015-08-27,"0200","ARIZONA",4,"Heavy Rain",13,"MARICOPA","PSR","",NA,"",33.43,-111.95,33.43,-111.95,0,3,"USD","EMERALD BEACH 3.0 S",36.5311,-93.6633,8.02564660000364,"KPHX","PHOENIX",33.43,-112.02,"AZ",6.5031917162851,0,"  3","  1",0,0,0,0,0,0
"96",NA,2015-07-27,NA,"1600",2015-07-27,"2215","IOWA",19,"Heavy Rain",187,"WEBSTER","DMX","",NA,"",42.27,-94.38,42.27,-94.38,0,3,"USD","CASSVILLE 4.8 SSE",36.6144,-93.8363,3.19669586560545,"KFOD","FT DODGE",42.55,-94.18,"IA",35.2384721743488,0,"  1","  1",0,0,0,0,0,0
"97",NA,2015-11-17,NA,"2349",2015-11-17,"2349","MISSOURI",29,"Heavy Rain",67,"DOUGLAS","SGF","",NA,"",36.95,-92.66,36.95,-92.66,0,3,"USD","UMBER VIEW HEIGHTS 0.1 WSW",37.6236,-93.8051,0.601661179100163,"KBPK","BAXTER CO. ARPT.",36.37,-92.46,"AR",66.9899134957143,5,"  5","  6",0,0,0,0,0,0
"98",NA,2015-11-26,NA,"1350",2015-11-27,"1350","IOWA",19,"Heavy Rain",179,"WAPELLO","DMX","",NA,"",41.01,-92.41,41.01,-92.41,0,3,"USD","BRUMLEY 5.6 SW",38.0219,-92.5478,1.08937560262286,"KOTM","OTTUMWA",41.1,-92.45,"IA",10.5664521089142,0,"  0","  0",0,0,0,0,0,0
"99",NA,2015-07-07,NA,"1020",2015-07-07,"1520","INDIANA",18,"Heavy Rain",147,"SPENCER","PAH","",NA,"",38.12,-86.9,38.12,-86.9,0,3,"USD","CASSVILLE 0.5 SW",36.6732,-93.8745,5.85253006670367,"KHNB","HUNTINGBURG",38.25,-86.95,"IN",15.1183843550439,5,"  0","  0",0,0,0,0,0,0
"100",NA,2015-11-09,NA,"1700",2015-11-10,"1700","VIRGINIA",51,"Heavy Rain",7,"AMELIA","AKQ","",NA,"",37.2205,-77.7443,37.3505,-77.9543,0,3,"USD","VAN BUREN 7.2 SW",36.9382,-91.1104,10.5698545012767,"KPTB","PETERSBURG",37.18,-77.52,"VA",20.3930528837836,0,"  0","  0",0,0,0,0,0,0
"101",NA,2015-07-11,NA,"1825",2015-07-11,"1825","VIRGINIA",51,"Heavy Rain",710,"NORFOLK (C)","AKQ","",NA,"",36.85,-76.29,36.85,-76.29,0,3,"USD","AVA 0.8 NNW",36.964,-92.6714,1.8572703544957,"KNGU","NORFOLK NAS",36.93,-76.28,"VA",8.94995295390405,0,"  0","  1",0,0,0,0,0,0
"102",NA,2015-11-18,NA,"1200",2015-11-18,"1200","MISSOURI",29,"Heavy Rain",35,"CARTER","PAH","",NA,"",37,-91.02,37,-91.02,0,3,"USD","AVA 0.8 NNW",36.964,-92.6714,1.8572703544957,"KPOF","POPLAR BLUFF",36.77,-90.32,"MO",67.380342744837,5,"  5","  6",0,0,0,0,0,0
"103",NA,2015-11-26,NA,"1400",2015-11-27,"1400","IOWA",19,"Heavy Rain",125,"MARION","DMX","",NA,"",41.32,-93.13,41.32,-93.13,0,3,"USD","AVA 0.8 NNW",36.964,-92.6714,1.8572703544957,"KOXV","KNOXVILLE",41.3,-93.12,"IA",2.37823474299478,0,"  0","  1",0,0,0,0,0,0
"104",NA,2015-11-09,NA,"0000",2015-11-10,"0000","MARYLAND",24,"Heavy Rain",45,"WICOMICO","AKQ","",NA,"",38.3534,-75.6512,38.4066,-75.6871,0,3,"USD","LEBANON 1.3 E",37.6675,-92.6366,0.886036155764522,"KSBY","SALISBURY",38.33,-75.5,"MD",13.4559127322555,0,"  0","  0",0,0,0,0,0,0
"105",NA,2015-12-26,NA,"0306",2015-12-26,"0306","MISSOURI",29,"Heavy Rain",105,"LACLEDE","SGF","",NA,"",37.65,-92.66,37.65,-92.66,0,3,"USD","PERRYVILLE 1.1 NE",37.7398,-89.8603,2.3611479564071,"KTBN","FT LEONARD WOOD",37.75,-92.15,"MO",46.2788076822103,0,"  0","  0",0,0,0,0,0,0
"106",NA,2015-05-15,NA,"2200",2015-05-15,"0000","TEXAS",48,"Heavy Rain",489,"WILLACY","BRO","",NA,"",26.4819,-97.7897,26.4819,-97.7788,0,3,"USD","HURLEY 3.5 NNE",36.9786,-93.4756,4.32086859879218,"KHRL","HARLINGEN",26.23,-97.67,"TX",30.4775133187651,0,"  0","  2",0,0,0,0,0,0
"107",NA,2015-08-08,NA,"1200",2015-08-09,"1200","IOWA",19,"Heavy Rain",169,"STORY","DMX","",NA,"",42.03,-93.61,42.03,-93.61,0,3,"USD","GREENVILLE 5.2 WNW",37.1559,-90.5329,5.70458890590619,"KAMW","AMES_MUNI ARPT",41.99,-93.62,"IA",4.52895116895885,0,"  0","  0",0,0,0,0,0,0
"108",NA,2015-09-07,NA,"1200",2015-09-08,"1200","IOWA",19,"Heavy Rain",173,"TAYLOR","DMX","",NA,"",40.67,-94.72,40.67,-94.72,0,3,"USD","GREENVILLE 5.2 WNW",37.1559,-90.5329,6.27516486643394,"KICL","CLARINDA",40.72,-95.03,"IA",26.7499130225898,0,"  0","  1",0,0,0,0,0,0
"109",NA,2015-08-26,NA,"0028",2015-08-26,"0447","HAWAII",15,"Heavy Rain",3,"HONOLULU","HFO","",NA,"",21.5555,-158.2059,21.3359,-157.7307,0,3,"USD","LEBANON 2.4 SE",37.6458,-92.6298,24.4501779267878,"PHHI","WHEELER AFB",21.48,-158.03,"HI",20.0617505339116,0,"  4","  4",0,0,0,0,0,0
"110",NA,2015-11-09,NA,"1200",2015-11-10,"1200","NORTH CAROLINA",37,"Heavy Rain",73,"GATES","AKQ","",NA,"",36.4,-76.75,36.53,-76.58,0,3,"USD","LEBANON 2.4 SE",37.6458,-92.6298,2.69956693725917,"KSFQ","SUFFOLK",36.68,-76.6,"VA",33.934022232923,0,"  1","  1",0,0,0,0,0,0
"111",NA,2015-11-09,NA,"1200",2015-11-10,"1200","NORTH CAROLINA",37,"Heavy Rain",73,"GATES","AKQ","",NA,"",36.4,-76.75,36.53,-76.58,0,3,"USD","LEBANON 2.4 SE",37.6458,-92.6298,2.69956693725917,"KSFQ","SUFFOLK",36.68,-76.6,"VA",33.934022232923,0,"  1","  1",0,0,0,0,0,0
"112",NA,2015-11-09,NA,"1700",2015-11-10,"1700","VIRGINIA",51,"Heavy Rain",620,"FRANKLIN (C)","AKQ","",NA,"",36.67,-76.92,36.7,-76.9,0,3,"USD","LEBANON 2.4 SE",37.6458,-92.6298,2.69956693725917,"KFKN","FRANKLIN/J_B_ROSE",36.7,-76.9,"VA",3.78688882133277,0,"  1","  1",0,0,0,0,0,0
"113",NA,2015-11-09,NA,"1700",2015-11-10,"1700","VIRGINIA",51,"Heavy Rain",620,"FRANKLIN (C)","AKQ","",NA,"",36.67,-76.92,36.7,-76.9,0,3,"USD","LEBANON 2.4 SE",37.6458,-92.6298,2.69956693725917,"KFKN","FRANKLIN/J_B_ROSE",36.7,-76.9,"VA",3.78688882133277,0,"  1","  1",0,0,0,0,0,0
"114",NA,2015-11-17,NA,"0000",2015-11-17,"0000","ILLINOIS",17,"Heavy Rain",193,"WHITE","PAH","",NA,"",38.17,-88.0332,38.17,-88.0332,0,3,"USD","LEBANON 2.4 SE",37.6458,-92.6298,2.69956693725917,"KCUL","CARMI MUNI ARPT",38.09,-88.12,"IL",11.7080748076803,5,"  2","  1",0,0,0,0,0,0
"115",NA,2015-07-13,NA,"0045",2015-07-13,"0145","ARIZONA",4,"Heavy Rain",1,"APACHE","FGZ","",NA,"",34.3165,-109.786,34.3881,-109.6993,0,3,"USD","EDGAR SPRINGS 2.2 SSW",37.6702,-91.8739,0.343980162292307,"KSOW","SHOW LOW",34.27,-110,"AZ",20.3505322451365,0,"  2","  4",0,0,0,0,0,0
"116",NA,2015-07-02,NA,"1150",2015-07-02,"1150","MISSOURI",29,"Heavy Rain",43,"CHRISTIAN","SGF","",NA,"",36.92,-93.28,36.92,-93.28,0,3,"USD","SHELL KNOB 5.6 ESE",36.5931,-93.548,8.39064019185747,"KSGF","SPRINGFIELD",37.23,-93.38,"MO",35.6336379057924,3,"  5","  0",0,0,0,0,0,0
"117",NA,2015-04-09,NA,"1044",2015-04-09,"1330","WISCONSIN",55,"Heavy Rain",89,"OZAUKEE","MKX","",NA,"",43.4123,-87.8708,43.4123,-87.8708,35,3,"USD","DEXTER 2.3 W",36.7867,-90.0013,4.80143960469301,"KETB","WEST BEND",43.42,-88.13,"WI",20.9765171150631,1,"  2","  2",0,0,0,0,0,0
"118",NA,2015-12-23,NA,"2224",2015-12-23,"2330","KENTUCKY",21,"Heavy Rain",233,"WEBSTER","PAH","",NA,"",37.4,-87.77,37.6,-87.53,0,3,"USD","DEXTER 2.3 W",36.7867,-90.0013,8.8214036448623,"KEHR","HENDERSON CITY",37.82,-87.68,"KY",47.4230339668269,1,"  3","  1",0,0,0,0,0,0
"119",NA,2015-07-10,NA,"0000",2015-07-11,"1530","WASHINGTON",53,"Heavy Rain",43,"LINCOLN","OTX","",NA,"",47.8671,-118.15,47.8671,-118.15,0,3,"USD","HOLLISTER 3.5 SW",36.5869,-93.2692,5.08970683250711,"KSKA","FAIRCHILD AFB",47.63,-117.65,"WA",45.7956056941488,6,"  0","  0",0,0,0,0,0,0
"120",NA,2015-06-18,NA,"0245",2015-06-18,"0245","MISSOURI",29,"Heavy Rain",77,"GREENE","SGF","",NA,"",37.2,-93.29,37.2,-93.29,0,3,"USD","VICKSBURG 12.3 S",32.1541,-90.9074,3.58131807011195,"KSGF","SPRINGFIELD",37.23,-93.38,"MO",8.64937540490395,0,"  4","  4",0,0,0,0,0,0
"121",NA,2015-05-27,NA,"0200",2015-05-28,"0900","KANSAS",20,"Heavy Rain",119,"MEADE","DDC","",NA,"",37.31,-100.29,37.31,-100.29,0,3,"USD","MISSOULA 4.4 W",46.8586,-114.0997,21.9759781985376,"KDDC","DODGE CITY",37.77,-99.97,"KS",58.4805106521309,1,"  1","  0",0,0,0,0,0,0
"122",NA,2015-12-13,NA,"1030",2015-12-14,"1630","WISCONSIN",55,"Heavy Rain",73,"MARATHON","GRB","",NA,"",44.97,-89.63,44.97,-89.63,0,3,"USD","WINDSOR 1.5 WNW",36.0092,-76.9678,12.4238497251301,"KAUW","WAUSAU",44.92,-89.62,"WI",5.6214645261216,0,"  0","  2",0,0,0,0,0,0
"123",NA,2015-12-13,NA,"1115",2015-12-14,"1645","WISCONSIN",55,"Heavy Rain",83,"OCONTO","GRB","",NA,"",44.95,-88.05,44.95,-88.05,0,3,"USD","SOUTH MILLS 0.1 SW",36.4436,-76.3289,2.34659670074474,"KMNM","MENOMINEE",45.12,-87.63,"MI",38.075787846736,0,"  0","  2",0,0,0,0,0,0
"124",NA,2015-12-19,NA,"0521",2015-12-20,"1406","HAWAII",15,"Heavy Rain",9,"MAUI","HFO","",NA,"",20.8949,-156.4014,20.723,-156.0004,0,3,"USD","COROLLA 11.7 NNW",36.5489,-75.8688,17.4239811124196,"PHOG","KAHULUI/MAUI",20.9,-156.43,"HI",3.02801095143861,3,"  1","  0",0,0,0,0,0,0
"125",NA,2015-09-04,NA,"0247",2015-09-04,"0434","HAWAII",15,"Heavy Rain",9,"MAUI","HFO","",NA,"",20.7993,-156.3161,20.6682,-156.4302,0,3,"USD","EDENTON 0.9 N",36.0691,-76.6049,1.3608603214287,"PHOG","KAHULUI/MAUI",20.9,-156.43,"HI",16.3113597625022,0,"  1","  0",0,0,0,0,0,0
"126",NA,2015-12-12,NA,"1300",2015-12-14,"1300","IOWA",19,"Heavy Rain",117,"LUCAS","DMX","",NA,"",41.02,-93.28,41.02,-93.28,0,3,"USD","CHARLOTTE 5.8 E",35.19,-80.7317,8.3256595380513,"KCNC","CHARITON",41.03,-93.37,"IA",7.6399163448201,0,"  0","  0",0,0,0,0,0,0
"127",NA,2015-05-06,NA,"1200",2015-05-07,"1200","NEBRASKA",31,"Heavy Rain",129,"NUCKOLLS","GID","",NA,"",40.15,-97.87,40.15,-97.87,0,3,"USD","SOUTH RIVER 0.3 WSW",40.4437,-74.3844,4.9047734550979,"KHJH","HEBRON MUNI ARPT",40.15,-97.59,"NE",23.8246456306652,0,"  4","  4",0,0,0,0,0,0
"128",NA,2015-08-17,NA,"2258",2015-08-18,"2258","IOWA",19,"Heavy Rain",1,"ADAIR","DMX","",NA,"",41.31,-94.46,41.31,-94.46,0,3,"USD","CLOVIS 3.3 E",34.4104,-103.1444,4.50197017955221,"KCSQ","CRESTON",41.02,-94.37,"IA",33.1520040513846,2,"  0","  0",0,0,0,0,0,0
"129",NA,2015-05-11,NA,"0500",2015-05-12,"0600","TEXAS",48,"Heavy Rain",215,"HIDALGO","BRO","",NA,"",26.17,-98.23,26.3027,-98.1436,0,3,"USD","HOUSE 0.1 S",34.6459,-103.903,1.41121424869095,"KMFE","MCALLEN",26.18,-98.23,"TX",1.11319490793267,0,"  0","  0",0,0,0,0,0,0
"130",NA,2015-02-09,NA,"1202",2015-02-09,"1202","CALIFORNIA",6,"Heavy Rain",81,"SAN MATEO","MTR","",NA,"",37.48,-122.27,37.48,-122.27,0,3,"USD","ROSSBURG 3.0 WSW",40.2696,-84.6928,0.612484871363367,"KSQL","SAN CARLOS",37.52,-122.25,"CA",4.79031423986824,0,"  4","  3",0,0,0,0,0,0
"131",NA,2015-07-24,NA,"0800",2015-07-24,"1456","IOWA",19,"Heavy Rain",33,"CERRO GORDO","DMX","",NA,"",43.13,-93.38,43.13,-93.38,0,3,"USD","HARRISBURG 3.7 WNW",39.8378,-83.2321,9.36882745733174,"KMCW","MASON CITY",43.15,-93.33,"IA",4.63161422292892,0,"  0","  0",0,0,0,0,0,0
"132",NA,2015-03-01,NA,"0700",2015-03-03,"1000","ARIZONA",4,"Heavy Rain",5,"COCONINO","FGZ","",NA,"",34.9853,-111.67,34.9294,-111.7715,0,3,"USD","COLBERT 2.2 SSW",33.8271,-96.5139,16.4218843172009,"KFLG","FLAGSTAFF",35.13,-111.67,"AZ",16.1079303177868,3,"  1","  1",0,0,0,0,0,0
"133",NA,2015-12-07,NA,"2000",2015-12-07,"0400","WASHINGTON",53,"Heavy Rain",59,"SKAMANIA","PQR","",NA,"",45.72,-121.82,45.7,-121.88,128,3,"USD","DEPOE BAY 0.2 NW",44.8122,-124.0607,10.392769871572,"KTTD","TROUTDALE",45.55,-122.41,"OR",49.6703394065338,6,"  4","  2",0,0,0,0,0,0
"134",NA,2015-12-12,NA,"1300",2015-12-14,"1300","IOWA",19,"Heavy Rain",159,"RINGGOLD","DMX","",NA,"",40.82,-94.04,40.82,-94.04,0,3,"USD","LEBANON 6.0 SE",44.4815,-122.8085,4.8178417036818,"KLWD","LAMONI",40.62,-93.93,"IA",24.1207756832821,2,"  0","  0",0,0,0,0,0,0
"135",NA,2015-12-12,NA,"1300",2015-12-14,"1300","IOWA",19,"Heavy Rain",23,"BUTLER","DMX","",NA,"",42.58,-92.8,42.58,-92.8,0,3,"USD","MANZANITA 0.5 NNW",45.7235,-123.9391,3.0601820258666,"KALO","WATERLOO",42.55,-92.4,"IA",32.9647537798128,3,"  0","  0",0,0,0,0,0,0
"136",NA,2015-12-08,NA,"0000",2015-12-09,"1200","OREGON",41,"Heavy Rain",51,"MULTNOMAH","PQR","",NA,"",45.45,-122.72,45.5,-122.3887,621,3,"USD","SHERIDAN 2.1 NNW",45.1237,-123.4091,12.2615320434267,"KPDX","PORTLAND",45.6,-122.6,"OR",19.1417878476783,5,"  6","  5",0,0,0,0,0,0
"137",NA,2015-07-15,NA,"1306",2015-07-16,"1306","IOWA",19,"Heavy Rain",125,"MARION","DMX","",NA,"",41.32,-92.92,41.32,-92.92,0,3,"USD","TIMBLIN 0.1 S",40.9645,-79.1989,8.58458382144537,"KPEA","PELLA MUNI AP",41.4,-92.95,"IA",9.25159604308547,1,"  0","  0",0,0,0,0,0,0
"138",NA,2015-07-28,NA,"0600",2015-07-29,"0600","IOWA",19,"Heavy Rain",153,"POLK","DMX","",NA,"",41.53,-93.66,41.53,-93.66,0,3,"USD","TIMBLIN 0.1 S",40.9645,-79.1989,18.5841200225253,"KDSM","DES MOINES",41.53,-93.65,"IA",0.833347360230783,0,"  1","  0",0,0,0,0,0,0
"139",NA,2015-07-05,NA,"1200",2015-07-06,"1200","IOWA",19,"Heavy Rain",75,"GRUNDY","DMX","",NA,"",42.22,-92.87,42.22,-92.87,0,3,"USD","SANGER 5.4 NW",33.407,-97.2522,14.3257067277559,"KMIW","MARSHALLTOWN ARPT",42.11,-92.92,"IA",12.921453665669,0,"  0","  0",0,0,0,0,0,0
"140",NA,2015-05-21,NA,"1315",2015-05-21,"1435","TEXAS",48,"Heavy Rain",505,"ZAPATA","BRO","",NA,"",26.88,-99.28,26.88,-99.28,0,3,"USD","LAMPASAS 1.4 SW",31.0508,-98.2003,2.14140871540352,"KLRD","LAREDO AFB",27.53,-99.47,"TX",74.7628034735377,4,"  0","  0",0,0,0,0,0,0
"141",NA,2015-06-06,NA,"1200",2015-06-07,"1200","IOWA",19,"Heavy Rain",99,"JASPER","DMX","",NA,"",41.85,-93.25,41.85,-93.25,0,3,"USD","CHAPPELL HILL 1.8 N",30.169,-96.2534,1.10022904745721,"KTNU","NEWTON_MUNI",41.68,-93.02,"IA",26.8855292615363,0,"  5","  3",0,0,0,0,0,0
