"","EVENTS.begin_date","EVENTS.begin_time_UTC","EVENTS.end_date","EVENTS.end_time_UTC","EVENTS.ID","EVENTS.state","EVENTS.fips","EVENTS.type","EVENTS.czfips","EVENTS.czname","EVENTS.WFO","EVENTS.flood_cause","EVENTS.hurricane_category","EVENTS.tornado_F_scale","EVENTS.begin_lat","EVENTS.begin_lon","EVENTS.end_lat","EVENTS.end_lon","EVENTS.damage_value","EVENTS.damage_magnitude","EVENTS.damage_unit","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","GHCND.prcp_cat","NA","NA","MOS.ICAO","MOS.name","MOS.lat","MOS.lon","MOS.st","MOS.dist_from_event.km"
"142",NA,2015-12-07,NA,"1700",2015-12-08,"0900","OREGON",41,"Heavy Rain",51,"MULTNOMAH","PQR","",NA,"",45.5223,-122.3046,45.53,-122.6913,1087,3,"USD","CASTLE VALLEY 0.7 WNW",38.637,-109.411,12.6624271826319,"KTTD","TROUTDALE",45.55,-122.41,"OR",8.77796358539704,0,"  4","  2",0,0,0,0,0,0
"143",NA,2015-12-12,NA,"1300",2015-12-14,"1300","IOWA",19,"Heavy Rain",181,"WARREN","DMX","",NA,"",41.21,-93.34,41.21,-93.34,0,3,"USD","KESWICK 2.8 NE",38.0453,-78.3281,5.15081761754669,"KCNC","CHARITON",41.03,-93.37,"IA",20.1948281829014,0,"  0","  0",0,0,0,0,0,0
"144",NA,2015-12-27,NA,"1558",2015-12-27,"1645","KENTUCKY",21,"Heavy Rain",59,"DAVIESS","PAH","",NA,"",37.77,-87.12,37.77,-87.12,0,3,"USD","WALLOPS ISLAND 1.9 NW",37.9261,-75.4817,6.46261171832791,"KOWB","OWENSBORO",37.74,-87.17,"KY",5.52436771025047,0,"  4","  5",0,0,0,0,0,0
"145",NA,2015-01-02,NA,"0322",2015-01-02,"0442","HAWAII",15,"Heavy Rain",7,"KAUAI","HFO","",NA,"",22.0019,-159.7522,22.1608,-159.3402,0,3,"USD","WILLIAMSBURG 3.1 SSE",37.2286,-76.6838,2.6644625719036,"PHLI","LIHUE",21.98,-159.35,"HI",41.5866789405211,0,"  1","  0",0,0,0,0,0,0
"146",NA,2015-12-27,NA,"2300",2015-12-27,"0300","OHIO",39,"Heavy Rain",135,"PREBLE","ILN","",NA,"",39.5984,-84.764,39.5984,-84.764,0,3,"USD","KILMARNOCK 2.5 NW",37.7384,-76.4164,11.2694303832824,"KHAO","HAMILTON",39.36,-84.52,"OH",33.8205394512059,1,"  4","  3",0,0,0,0,0,0
"147",NA,2015-08-07,NA,"0851",2015-08-07,"0851","MISSOURI",29,"Heavy Rain",43,"CHRISTIAN","SGF","",NA,"",36.92,-93.28,36.92,-93.28,0,3,"USD","BLACKSBURG 0.4 N",37.2377,-80.4272,0.0371151778155484,"KSGF","SPRINGFIELD",37.23,-93.38,"MO",35.6336379057924,3,"  4","  0",0,0,0,0,0,0
"148",NA,2015-12-12,NA,"1300",2015-12-13,"1300","IOWA",19,"Heavy Rain",17,"BREMER","DMX","",NA,"",42.81,-92.26,42.81,-92.26,0,3,"USD","PORTSMOUTH 4.1 SSE",36.801,-76.327,2.35032505720264,"KOLZ","OELWEN",42.68,-91.97,"IA",27.7755865616098,0,"  0","  0",0,0,0,0,0,0
"149",NA,2015-09-13,NA,"0106",2015-09-13,"0332","HAWAII",15,"Heavy Rain",1,"HAWAII","HFO","",NA,"",20.0019,-155.734,19.4048,-155.8448,0,3,"USD","CLAREMONT 0.2 SW",37.225,-76.9677,1.66282001149755,"PHSF","BRADSHAW AAF",19.78,-155.55,"HI",31.3234297102349,2,"  2","  4",0,0,0,0,0,0
"150",NA,2015-12-28,NA,"1945",2015-12-28,"2100","INDIANA",18,"Heavy Rain",147,"SPENCER","PAH","",NA,"",37.88,-87.05,37.88,-87.05,0,3,"USD","SEDLEY 3.7 N",36.8302,-76.9892,14.2106640483139,"KOWB","OWENSBORO",37.74,-87.17,"KY",18.8219233956904,0,"  4","  4",0,0,0,0,0,0
"151",NA,2015-12-12,NA,"0330",2015-12-14,"1130","IOWA",19,"Heavy Rain",99,"JASPER","DMX","",NA,"",41.69,-93.07,41.69,-93.07,0,3,"USD","MONTROSS 5.2 ESE",38.077,-76.7302,9.10092392205734,"KTNU","NEWTON_MUNI",41.68,-93.02,"IA",4.30321690819321,0,"  0","  0",0,0,0,0,0,0
"152",NA,2015-12-12,NA,"1300",2015-12-14,"1300","IOWA",19,"Heavy Rain",171,"TAMA","DMX","",NA,"",42.04,-92.58,42.04,-92.58,0,3,"USD","NEWPORT NEWS 7.5 NNE",37.1663,-76.4401,3.85261159677244,"KMIW","MARSHALLTOWN ARPT",42.11,-92.92,"IA",29.1544709968988,0,"  0","  0",0,0,0,0,0,0
"153",NA,2015-06-24,NA,"1300",2015-06-25,"1300","IOWA",19,"Heavy Rain",153,"POLK","DMX","",NA,"",41.66,-93.79,41.66,-93.79,0,3,"USD","OTHELLO 4.8 SSW",46.7611,-119.2181,7.84011286889002,"KDSM","DES MOINES",41.53,-93.65,"IA",18.5813669200667,0,"  0","  4",0,0,0,0,0,0
"154",NA,2015-07-05,NA,"1304",2015-07-06,"1304","IOWA",19,"Heavy Rain",169,"STORY","DMX","",NA,"",41.91,-93.43,41.91,-93.43,0,3,"USD","DAVENPORT 14.8 N",47.8657,-118.1473,0.25455875811539,"KAMW","AMES_MUNI ARPT",41.99,-93.62,"IA",18.0763272383785,0,"  0","  0",0,0,0,0,0,0
"155",NA,2015-12-13,NA,"1100",2015-12-14,"1315","WISCONSIN",55,"Heavy Rain",61,"KEWAUNEE","GRB","",NA,"",44.65,-87.75,44.65,-87.75,0,3,"USD","NEKOOSA 8.0 SSE",44.2053,-89.848,11.5125594033428,"KGRB","GREEN BAY",44.48,-88.13,"WI",35.5867234671279,5,"  0","  2",0,0,0,0,0,0
"156",NA,2015-09-18,NA,"2245",2015-09-18,"0015","ILLINOIS",17,"Heavy Rain",99,"LA SALLE","LOT","",NA,"",41.53,-89.09,41.53,-89.09,0,3,"USD","BLACK RIVER FALLS 1.7 NNE",44.32,-90.83,13.6683584694106,"KVYS","PERU",41.35,-89.15,"IL",20.6536210101483,5,"  0","  0",0,0,0,0,0,0
"157",NA,2015-06-19,NA,"1401",2015-06-19,"1401","MISSOURI",29,"Heavy Rain",225,"WEBSTER","SGF","",NA,"",37.15,-92.77,37.15,-92.77,0,3,"USD","LA CROSSE 5.4 SE",43.7662,-91.166,4.35668008431808,"KSGF","SPRINGFIELD",37.23,-93.38,"MO",54.8234829983093,0,"  6","  0",0,0,0,0,0,0
"158",NA,2015-12-12,NA,"0500",2015-12-14,"2250","IOWA",19,"Heavy Rain",17,"BREMER","DMX","",NA,"",42.67,-92.33,42.67,-92.33,0,3,"USD","ELKHART LAKE 6.8 NE",43.8994,-87.9129,9.45525344567814,"KALO","WATERLOO",42.55,-92.4,"IA",14.5373856900765,1,"  0","  0",0,0,0,0,0,0
"159",NA,2015-12-12,NA,"1300",2015-12-14,"1300","IOWA",19,"Heavy Rain",79,"HAMILTON","DMX","",NA,"",42.47,-93.8,42.47,-93.8,0,3,"USD","TOMAH 5.0 N",44.0614,-90.5048,8.58967834309826,"KEBS","WEBSTER CITY",42.43,-93.87,"IA",7.27231625550512,0,"  0","  0",0,0,0,0,0,0
"160",NA,2015-05-26,NA,"2338",2015-05-26,"0047","TEXAS",48,"Heavy Rain",399,"RUNNELS","SJT","",NA,"",31.6,-100.18,31.6,-100.18,0,3,"USD","PLOVER 0.7 E",44.4622,-89.5297,1.35678705479023,"KSJT","SAN ANGELO",31.37,-100.5,"TX",39.7284168262492,4,"  3","  1",0,0,0,0,0,0
"161",NA,2015-08-18,NA,"0715",2015-08-18,"0045","IOWA",19,"Heavy Rain",3,"ADAMS","DMX","",NA,"",40.99,-94.74,40.99,-94.74,0,3,"USD","PLOVER 0.7 E",44.4622,-89.5297,19.8649367991478,"KCSQ","CRESTON",41.02,-94.37,"IA",31.2616458277761,3,"  0","  0",0,0,0,0,0,0
"162",NA,2015-12-12,NA,"1300",2015-12-14,"1300","IOWA",19,"Heavy Rain",9,"AUDUBON","DMX","",NA,"",41.71,-94.92,41.71,-94.92,0,3,"USD","VIROQUA 0.8 ESE",43.553,-90.871,1.21129570031909,"KADU","AUDUBORN",41.7,-94.92,"IA",1.11319490793267,0,"  0","  0",0,0,0,0,0,0
"163",NA,2015-12-12,NA,"0330",2015-12-14,"2250","IOWA",19,"Heavy Rain",73,"GREENE","DMX","",NA,"",42.01,-94.38,42.01,-94.38,0,3,"USD","OGDENSBURG 2.5 E",44.4553,-88.9813,11.9135878869728,"KCIN","CARROLL",42.05,-94.78,"IA",33.3733498897263,0,"  0","  0",0,0,0,0,0,0
"164",NA,2015-09-08,NA,"2100",2015-09-09,"1930","ILLINOIS",17,"Heavy Rain",81,"JEFFERSON","PAH","",NA,"",38.33,-89.03,38.33,-89.03,0,3,"USD","BETATAKIN",36.6778,-110.5411,29.9355810053321,"KMVN","MT. VERNON",38.32,-88.87,"IL",14.0171980348405,0,"  0","  0",0,0,0,0,0,0
"165",NA,2015-06-30,NA,"2000",2015-06-30,"2130","PENNSYLVANIA",42,"Heavy Rain",45,"DELAWARE","PHI","",NA,"",39.8879,-75.3092,39.8891,-75.308,0,3,"USD","DIAMOND M RANCH",35.2947,-113.3664,32.5536103783838,"KPHL","PHILADELPHIA",39.88,-75.25,"PA",5.13278856095708,2,"  0","  0",0,0,0,0,0,0
"166",NA,2015-06-25,NA,"2327",2015-06-25,"2327","KENTUCKY",21,"Heavy Rain",1,"ADAIR","LMK","",NA,"",37.07,-85.31,37.07,-85.31,0,3,"USD","GISELA",34.1111,-111.2758,6.94220073782434,"KGLW","GLASGOW MUNI ARPT",37.03,-85.95,"KY",57.0349009057812,0,"  0","  0",0,0,0,0,0,0
"167",NA,2015-07-11,NA,"0800",2015-07-11,"1600","IOWA",19,"Heavy Rain",181,"WARREN","DMX","",NA,"",41.18,-93.75,41.18,-93.75,0,3,"USD","GLOBE #3",33.3947,-110.7933,6.51821759043329,"KCNC","CHARITON",41.03,-93.37,"IA",35.9832218448752,1,"  0","  4",0,0,0,0,0,0
"168",NA,2015-08-05,NA,"1000",2015-08-05,"1800","MISSOURI",29,"Heavy Rain",223,"WAYNE","PAH","",NA,"",37.2,-90.5,37.2,-90.5,0,3,"USD","METEOR CRATER",35.0364,-111.0231,8.90877075450094,"KPOF","POPLAR BLUFF",36.77,-90.32,"MO",50.4724596747704,0,"  0","  0",0,0,0,0,0,0
"169",NA,2015-07-28,NA,"2130",2015-07-28,"2330","ILLINOIS",17,"Heavy Rain",59,"GALLATIN","PAH","",NA,"",37.6911,-88.23,37.6911,-88.23,0,3,"USD","MIAMI",33.4044,-110.87,24.3132314508086,"KHSB","HARRISBURG-RALEIGH",37.81,-88.55,"IL",31.1208340802363,0,"  0","  4",0,0,0,0,0,0
"170",NA,2015-05-22,NA,"0123",2015-05-22,"0411","HAWAII",15,"Heavy Rain",3,"HONOLULU","HFO","",NA,"",21.53,-158.1455,21.4647,-157.8516,0,3,"USD","QUARTZSITE",33.665,-114.2272,0.867805526586044,"PHHI","WHEELER AFB",21.48,-158.03,"HI",13.1938488390555,0,"  0","  3",0,0,0,0,0,0
"171",NA,2015-08-15,NA,"2100",2015-08-15,"2150","ARIZONA",4,"Heavy Rain",5,"COCONINO","FGZ","",NA,"",35.2558,-111.5332,35.3757,-111.595,0,3,"USD","SAINT JOHNS",34.5172,-109.4028,18.8191889303748,"KFLG","FLAGSTAFF",35.13,-111.67,"AZ",18.7347067322175,0,"  0","  0",0,0,0,0,0,0
"172",NA,2015-07-18,NA,"2315",2015-07-18,"0025","ARIZONA",4,"Heavy Rain",5,"COCONINO","FGZ","",NA,"",35.27,-111.58,35.3426,-111.6238,0,3,"USD","SHOW LOW AP",34.2639,-110.0075,21.1727861865365,"KFLG","FLAGSTAFF",35.13,-111.67,"AZ",17.6041741500295,0,"  0","  1",0,0,0,0,0,0
"173",NA,2015-07-18,NA,"2345",2015-07-18,"0000","ARIZONA",4,"Heavy Rain",5,"COCONINO","FGZ","",NA,"",35.32,-111.55,35.2984,-111.6554,0,3,"USD","SNOWFLAKE",34.5081,-110.0839,0.968988245902651,"KFLG","FLAGSTAFF",35.13,-111.67,"AZ",23.7998124603342,0,"  0","  1",0,0,0,0,0,0
"174",NA,2015-08-28,NA,"1518",2015-08-29,"1518","IOWA",19,"Heavy Rain",23,"BUTLER","DMX","",NA,"",42.57,-92.78,42.57,-92.78,0,3,"USD","TEMPE ASU",33.4258,-111.9217,2.66746996005607,"KALO","WATERLOO",42.55,-92.4,"IA",31.2373394516691,0,"  0","  0",0,0,0,0,0,0
"175",NA,2015-05-15,NA,"0415",2015-05-15,"0659","ARIZONA",4,"Heavy Rain",13,"MARICOPA","PSR","",NA,"",33.34,-111.8,33.34,-111.8,0,3,"USD","WALNUT GROVE",34.3117,-112.562,20.0609276754194,"KCHD","CHANDLER",33.27,-111.82,"AZ",8.01144454467682,4,"  0","  0",0,0,0,0,0,0
"176",NA,2015-07-11,NA,"0800",2015-07-11,"1200","IOWA",19,"Heavy Rain",7,"APPANOOSE","DMX","",NA,"",40.82,-92.9,40.82,-92.9,0,3,"USD","KELSO",33.7703,-91.2731,0.638662730775945,"KCNC","CHARITON",41.03,-93.37,"IA",45.9261637716806,0,"  0","  4",0,0,0,0,0,0
"177",NA,2015-07-02,NA,"1100",2015-07-02,"1100","MISSOURI",29,"Heavy Rain",77,"GREENE","SGF","",NA,"",37.11,-93.29,37.11,-93.29,0,3,"USD","MAMMOTH SPRING",36.4947,-91.535,2.84850406979186,"KSGF","SPRINGFIELD",37.23,-93.38,"MO",15.5621319990948,4,"  5","  0",0,0,0,0,0,0
"178",NA,2015-01-11,NA,"1455",2015-01-11,"1830","CALIFORNIA",6,"Heavy Rain",29,"KERN","HNX","",NA,"",35.44,-118.8,35.44,-118.8,0,3,"USD","BAKERSFIELD 5 NW",35.4186,-119.0508,22.8480101408684,"KBFL","BAKERSFIELD",35.42,-119.05,"CA",22.7854843657113,4,"  0","  0",0,0,0,0,0,0
"179",NA,2015-05-17,NA,"1130",2015-05-17,"1130","IOWA",19,"Heavy Rain",91,"HUMBOLDT","DMX","",NA,"",42.72,-94.22,42.72,-94.22,0,3,"USD","BAKERSFIELD 5 NW",35.4186,-119.0508,7.09983338517701,"KFOD","FT DODGE",42.55,-94.18,"IA",19.2057469214349,0,"  2","  1",0,0,0,0,0,0
"180",NA,2015-09-02,NA,"2040",2015-09-02,"2110","FLORIDA",12,"Heavy Rain",35,"FLAGLER","JAX","",NA,"",29.47,-81.26,29.47,-81.26,0,3,"USD","BAKERSFIELD 5 NW",35.4186,-119.0508,7.09983338517701,"KDAB","DAYTONA BEACH",29.18,-81.05,"FL",38.1781526628133,0,"  1","  4",0,0,0,0,0,0
"181",NA,2015-05-29,NA,"0945",2015-05-29,"1150","TEXAS",48,"Heavy Rain",35,"BOSQUE","FWD","",NA,"",31.97,-97.86,31.97,-97.86,0,3,"USD","DUNSMUIR TRTMNT PLT",41.1833,-122.2736,14.5378096486651,"KSEP","STEPHENVILLE/CLARK",32.22,-98.18,"TX",41.0513272969015,0,"  4","  0",0,0,0,0,0,0
"182",NA,2015-12-08,NA,"0400",2015-12-09,"0900","WASHINGTON",53,"Heavy Rain",15,"COWLITZ","PQR","",NA,"",46.0993,-122.8857,46.0098,-122.8353,2098,3,"USD","DUNSMUIR TRTMNT PLT",41.1833,-122.2736,15.5032707135228,"KKLS","KELSO",46.12,-122.9,"WA",2.5549596382636,4,"  6","  6",0,0,0,0,0,0
"183",NA,2015-12-12,NA,"1300",2015-12-14,"1300","IOWA",19,"Heavy Rain",63,"EMMET","DMX","",NA,"",43.29,-94.51,43.29,-94.51,0,3,"USD","DUNSMUIR TRTMNT PLT",41.1833,-122.2736,15.5032707135228,"KEST","ESTHERVILLE",43.4,-94.75,"IA",22.9660518524668,0,"  0","  0",0,0,0,0,0,0
"184",NA,2015-12-13,NA,"1300",2015-12-15,"1300","MICHIGAN",26,"Heavy Rain",103,"MARQUETTE","MQT","",NA,"",46.53,-87.57,46.53,-87.57,0,3,"USD","DUNSMUIR TRTMNT PLT",41.1833,-122.2736,15.5032707135228,"KSAW","GWINN",46.35,-87.4,"MI",23.9075072079031,6,"  0","  2",0,0,0,0,0,0
"185",NA,2015-05-06,NA,"1200",2015-05-07,"1200","KANSAS",20,"Heavy Rain",89,"JEWELL","GID","",NA,"",39.99,-98.22,39.99,-98.22,0,3,"USD","HEARST CASTLE",35.6842,-121.1683,22.9613052983949,"KHJH","HEBRON MUNI ARPT",40.15,-97.59,"NE",56.5467291627143,0,"  4","  4",0,0,0,0,0,0
"186",NA,2015-08-28,NA,"1815",2015-08-28,"2115","IOWA",19,"Heavy Rain",83,"HARDIN","DMX","",NA,"",42.31,-93.3,42.31,-93.3,0,3,"USD","HUNTINGTON LAKE",37.2275,-119.2206,22.8483671829268,"KMIW","MARSHALLTOWN ARPT",42.11,-92.92,"IA",38.4366701116812,0,"  0","  0",0,0,0,0,0,0
"187",NA,2015-06-14,NA,"0450",2015-06-15,"0950","IOWA",19,"Heavy Rain",153,"POLK","DMX","",NA,"",41.72,-93.55,41.72,-93.55,0,3,"USD","KETTLEMAN CITY",36.0067,-119.96,37.8800810345413,"KIKV","ANKENY",41.69,-93.57,"IA",3.73037034457422,0,"  1","  4",0,0,0,0,0,0
"188",NA,2015-05-06,NA,"1200",2015-05-07,"1200","KANSAS",20,"Heavy Rain",89,"JEWELL","GID","",NA,"",39.9466,-97.9777,39.9466,-97.9777,0,3,"USD","MUIR WOODS",37.8978,-122.5689,4.03063881055001,"KHJH","HEBRON MUNI ARPT",40.15,-97.59,"NE",40.0522226565966,0,"  4","  4",0,0,0,0,0,0
"189",NA,2015-05-29,NA,"2330",2015-05-29,"0030","WASHINGTON",53,"Heavy Rain",7,"CHELAN","OTX","",NA,"",47.8812,-120.0963,47.8812,-120.0963,0,3,"USD","PANOCHE 2 W",36.6067,-120.8842,29.2702141566927,"KEAT","WENATCHEE",47.4,-120.2,"WA",54.1286655831321,0,"  0","  0",0,0,0,0,0,0
"190",NA,2015-09-09,NA,"2310",2015-09-09,"2310","IOWA",19,"Heavy Rain",143,"OSCEOLA","FSD","",NA,"",43.31,-95.79,43.31,-95.79,0,3,"USD","FOLKSTON 9 SW",30.74,-82.1278,0.210257419201218,"KSHL","SHELDON",43.22,-95.83,"IA",10.5303884696249,1,"  0","  1",0,0,0,0,0,0
"191",NA,2015-09-19,NA,"0105",2015-09-19,"0336","HAWAII",15,"Heavy Rain",1,"HAWAII","HFO","",NA,"",19.767,-156.0059,19.5217,-155.9029,0,3,"USD","COTTONWOOD 2 WSW",46.0336,-116.3919,1.82366213246844,"PHKO","KONA/KEAHOLE",19.65,-156,"HI",13.0390487978655,0,"  1","  4",0,0,0,0,0,0
"192",NA,2015-12-12,NA,"0430",2015-12-14,"1200","IOWA",19,"Heavy Rain",13,"BLACK HAWK","DMX","",NA,"",42.56,-92.4,42.56,-92.4,0,3,"USD","CARBONDALE SEWAGE PLT",37.7308,-89.1658,7.84082523591334,"KALO","WATERLOO",42.55,-92.4,"IA",1.11319490793337,0,"  0","  0",0,0,0,0,0,0
"193",NA,2015-07-07,NA,"1600",2015-07-07,"1600","MISSOURI",29,"Heavy Rain",9,"BARRY","SGF","",NA,"",36.63,-93.63,36.63,-93.63,10,3,"USD","DIXON SPRINGS AG CTR",37.4389,-88.6678,9.94380859303483,"KROG","ROGERS",36.37,-94.1,"AR",51.0544638121444,5,"  0","  1",0,0,0,0,0,0
"194",NA,2015-06-24,NA,"1300",2015-06-25,"1300","IOWA",19,"Heavy Rain",49,"DALLAS","DMX","",NA,"",41.62,-94.03,41.62,-94.03,0,3,"USD","DU QUOIN 4 SE",37.9878,-89.1931,4.82418985069383,"KDSM","DES MOINES",41.53,-93.65,"IA",33.1932136081876,0,"  0","  4",0,0,0,0,0,0
"195",NA,2015-07-05,NA,"1230",2015-07-06,"1230","IOWA",19,"Heavy Rain",153,"POLK","DMX","",NA,"",41.74,-93.72,41.74,-93.72,0,3,"USD","DU QUOIN 4 SE",37.9878,-89.1931,6.70582125612458,"KIKV","ANKENY",41.69,-93.57,"IA",13.6506863815344,0,"  0","  0",0,0,0,0,0,0
"196",NA,2015-07-05,NA,"1230",2015-07-06,"1230","IOWA",19,"Heavy Rain",153,"POLK","DMX","",NA,"",41.74,-93.72,41.74,-93.72,0,3,"USD","DU QUOIN 4 SE",37.9878,-89.1931,6.70582125612458,"KIKV","ANKENY",41.69,-93.57,"IA",13.6506863815344,0,"  0","  0",0,0,0,0,0,0
"197",NA,2015-07-05,NA,"1300",2015-07-06,"1300","IOWA",19,"Heavy Rain",157,"POWESHIEK","DMX","",NA,"",41.75,-92.73,41.75,-92.73,0,3,"USD","DU QUOIN 4 SE",37.9878,-89.1931,4.82418985069383,"KTNU","NEWTON_MUNI",41.68,-93.02,"IA",25.3263881094287,0,"  0","  0",0,0,0,0,0,0
"198",NA,2015-07-05,NA,"1300",2015-07-06,"1300","IOWA",19,"Heavy Rain",157,"POWESHIEK","DMX","",NA,"",41.75,-92.73,41.75,-92.73,0,3,"USD","DU QUOIN 4 SE",37.9878,-89.1931,4.82418985069383,"KTNU","NEWTON_MUNI",41.68,-93.02,"IA",25.3263881094287,0,"  0","  0",0,0,0,0,0,0
"199",NA,2015-06-15,NA,"0600",2015-06-15,"1030","IOWA",19,"Heavy Rain",153,"POLK","DMX","",NA,"",41.72,-93.55,41.72,-93.55,0,3,"USD","REND LAKE DAM",38.0406,-88.9883,8.5321771939178,"KIKV","ANKENY",41.69,-93.57,"IA",3.73037034457422,1,"  4","  4",0,0,0,0,0,0
"200",NA,2015-07-18,NA,"1800",2015-07-18,"2130","ARIZONA",4,"Heavy Rain",25,"YAVAPAI","FGZ","",NA,"",35.22,-112.7,34.956,-112.2418,0,3,"USD","REND LAKE DAM",38.0406,-88.9883,7.49512388204935,"KPRC","PRESCOTT",34.65,-112.43,"AZ",68.0683224714333,0,"  1","  1",0,0,0,0,0,0
"201",NA,2015-02-08,NA,"1500",2015-02-09,"1500","CALIFORNIA",6,"Heavy Rain",17,"EL DORADO","STO","",NA,"",38.76,-120.5,38.76,-120.5,0,3,"USD","ROSICLARE 5NW",37.4747,-88.4122,8.19424928333484,"KTVL","SOUTH LAKE TAHOE",38.9,-120,"CA",46.0751701037097,0,"  2","  1",0,0,0,0,0,0
"202",NA,2015-09-29,NA,"0055",2015-09-29,"0055","PENNSYLVANIA",42,"Heavy Rain",3,"ALLEGHENY","PBZ","",NA,"",40.41,-80.09,40.41,-80.09,0,3,"USD","WEST FRANKFORT",37.9089,-88.9317,14.2387134347576,"KPIT","PITTSBURGH",40.5,-80.22,"PA",14.8872792275686,5,"  1","  0",0,0,0,0,0,0
"203",NA,2015-12-13,NA,"0930",2015-12-14,"1600","WISCONSIN",55,"Heavy Rain",97,"PORTAGE","GRB","",NA,"",44.45,-89.53,44.45,-89.53,0,3,"USD","WEST FRANKFORT",37.9089,-88.9317,14.2387134347576,"KSTE","STEVENS POINT",44.55,-89.53,"WI",11.1319490793267,0,"  0","  2",0,0,0,0,0,0
"204",NA,2015-03-01,NA,"0630",2015-03-02,"1925","CALIFORNIA",6,"Heavy Rain",29,"KERN","HNX","",NA,"",35.53,-118.67,35.53,-118.67,0,3,"USD","PERU",40.7647,-86.0739,6.59859814925809,"KBFL","BAKERSFIELD",35.42,-119.05,"CA",36.5605126052848,3,"  1","  1",0,0,0,0,0,0
"205",NA,2015-07-18,NA,"0000",2015-07-18,"0019","SOUTH CAROLINA",45,"Heavy Rain",79,"RICHLAND","CAE","",NA,"",34.16,-80.9,34.16,-80.9,0,3,"USD","PRINCETON 1 W",38.3567,-87.5906,1.94466481357638,"KCUB","COLUMBIA-OWENS ARPT.",33.97,-80.99,"SC",22.7208017565515,0,"  0","  0",0,0,0,0,0,0
"206",NA,2015-08-17,NA,"2348",2015-08-18,"2348","IOWA",19,"Heavy Rain",187,"WEBSTER","DMX","",NA,"",42.51,-94.18,42.51,-94.18,0,3,"USD","ALGONA 3 W",43.0683,-94.3053,3.14857922771993,"KFOD","FT DODGE",42.55,-94.18,"IA",4.45277963173137,6,"  0","  0",0,0,0,0,0,0
"207",NA,2015-10-10,NA,"0606",2015-10-10,"0854","HAWAII",15,"Heavy Rain",9,"MAUI","HFO","",NA,"",20.8788,-156.3664,20.6522,-156.124,0,3,"USD","ALGONA 3 W",43.0683,-94.3053,16.8353104755545,"PHOG","KAHULUI/MAUI",20.9,-156.43,"HI",7.022953272913,0,"  0","  1",0,0,0,0,0,0
"208",NA,2015-06-15,NA,"1109",2015-06-15,"1109","KANSAS",20,"Heavy Rain",115,"MARION","ICT","",NA,"",38.27,-97.37,38.27,-97.37,0,3,"USD","ATLANTIC 1 NE",41.4175,-95.0042,2.27793749213394,"KEWK","NEWTON",38.05,-97.28,"KS",25.7260771429448,6,"  3","  4",0,0,0,0,0,0
"209",NA,2015-06-19,NA,"1401",2015-06-19,"1401","MISSOURI",29,"Heavy Rain",209,"STONE","SGF","",NA,"",36.98,-93.36,36.98,-93.36,0,3,"USD","ATLANTIC 1 NE",41.4175,-95.0042,2.00512853084532,"KSGF","SPRINGFIELD",37.23,-93.38,"MO",27.88645928269,0,"  6","  0",0,0,0,0,0,0
"210",NA,2015-09-14,NA,"0546",2015-09-14,"0659","HAWAII",15,"Heavy Rain",1,"HAWAII","HFO","",NA,"",19.6841,-155.9798,19.4201,-155.8617,0,3,"USD","ATLANTIC 1 NE",41.4175,-95.0042,0.447132369642124,"PHKO","KONA/KEAHOLE",19.65,-156,"HI",4.34664044090459,0,"  2","  3",0,0,0,0,0,0
"211",NA,2015-11-09,NA,"1700",2015-11-10,"1700","VIRGINIA",51,"Heavy Rain",550,"CHESAPEAKE (C)","AKQ","",NA,"",36.82,-76.27,36.72,-76.23,0,3,"USD","ATLANTIC 1 NE",41.4175,-95.0042,2.00512853084532,"KORF","NORFOLK",36.9,-76.2,"VA",10.8710827142658,0,"  1","  1",0,0,0,0,0,0
"212",NA,2015-12-21,NA,"1500",2015-12-22,"1500","CALIFORNIA",6,"Heavy Rain",17,"EL DORADO","STO","",NA,"",38.76,-120.5,38.76,-120.5,0,3,"USD","ATLANTIC 1 NE",41.4175,-95.0042,0.447132369642124,"KTVL","SOUTH LAKE TAHOE",38.9,-120,"CA",46.0751701037097,0,"  0","  1",0,0,0,0,0,0
"213",NA,2015-05-18,NA,"0251",2015-05-18,"0251","TEXAS",48,"Heavy Rain",451,"TOM GREEN","SJT","",NA,"",31.3055,-100.4196,31.3055,-100.4196,0,3,"USD","BLOOMFIELD 1 WNW",40.7597,-92.4394,0.0605521958504828,"KSJT","SAN ANGELO",31.37,-100.5,"TX",10.4876601240451,2,"  1","  3",0,0,0,0,0,0
"214",NA,2015-09-11,NA,"1137",2015-09-11,"2056","HAWAII",15,"Heavy Rain",3,"HONOLULU","HFO","",NA,"",21.5862,-157.9065,21.3229,-157.8708,0,3,"USD","BLOOMFIELD 1 WNW",40.7597,-92.4394,0.0605521958504828,"PHHI","WHEELER AFB",21.48,-158.03,"HI",17.4156988196505,3,"  1","  3",0,0,0,0,0,0
"215",NA,2015-05-22,NA,"0955",2015-05-23,"1154","HAWAII",15,"Heavy Rain",9,"MAUI","HFO","",NA,"",20.9147,-157.0228,20.7716,-156.8436,0,3,"USD","BOONE",42.0417,-93.8906,1.27196974272611,"PHNY","LANAI/LANI CITY",20.8,-156.95,"HI",14.8452322353757,0,"  0","  3",0,0,0,0,0,0
