"Year","Month","EVENTS.begin_date","EVENTS.begin_time_UTC","state.abb","series.id","fcc.county.FIPS","fcc.county.name","EVENTS.begin_lat","EVENTS.begin_lon","EVENTS.wfo","adjusted2009damage_value","adj.dmg.tot","unemp","adj.dmg.pcapita","geo.id","county","state.name","pop_est"
2015,8,2015-08-29,130,"az","LAUCN040130000000003","04013","maricopa",33.25,-111.73,"PSR",0,181030.9,"5.4",0.04343,"0500000US04013","Maricopa County","Arizona",4161637
2015,8,2015-08-29,300,"az","LAUCN040130000000003","04013","maricopa",33.39,-111.87,"PSR",0,181030.9,"5.4",0.04343,"0500000US04013","Maricopa County","Arizona",4161637
2015,8,2015-08-31,300,"az","LAUCN040130000000003","04013","maricopa",33.4951,-112.0661,"PSR",220900.536590368,181030.9,"5.4",0.04343,"0500000US04013","Maricopa County","Arizona",4161637
2015,8,2015-08-27,0,"az","LAUCN040130000000003","04013","maricopa",33.43,-111.95,"PSR",0,181030.9,"5.4",0.04343,"0500000US04013","Maricopa County","Arizona",4161637
2015,8,2015-08-30,230,"az","LAUCN040130000000003","04013","maricopa",33.42,-112.13,"PSR",0,181030.9,"5.4",0.04343,"0500000US04013","Maricopa County","Arizona",4161637
2015,8,2015-08-03,1433,"fl","LAUCN121010000000003","12101","pasco",28.37,-82.69,"TBW",82837.7012213878,67886.59,"5.8",0.13634,"0500000US12101","Pasco County","Florida",497292
2015,8,2015-08-03,1000,"fl","LAUCN121010000000003","12101","pasco",28.37,-82.69,"TBW",0,67886.59,"5.8",0.13634,"0500000US12101","Pasco County","Florida",497292
2015,8,2015-08-22,2220,"mo","LAUCN290310000000003","29031","cape girardeau",37.3,-89.53,"PAH",5522.51341475919,4525.77,"4.3",0.0576,"0500000US29031","Cape Girardeau County","Missouri",78577
2015,8,2015-08-19,2120,"nc","LAUCN370250000000003","37025","cabarrus",35.37,-80.61,"GSP",5522.51341475919,4525.77,"5.4",0.023,"0500000US37025","Cabarrus County","North Carolina",196508
2015,8,2015-08-10,115,"wv","LAUCN540850000000003","54085","ritchie",39.2131,-81.0409,"RLX",2209.00536590368,1810.31,"6.5",0.18136,"0500000US54085","Ritchie County","West Virginia",9991
2015,9,2015-09-21,1900,"az","LAUCN040190000000003","04019","pima",31.8923,-110.9868,"TWC",4418.01073180735,3620.62,"5.4",0.00358,"0500000US04019","Pima County","Arizona",1008205
2015,9,2015-09-15,1700,"ca","LAUCN060650000000003","06065","riverside",33.881,-117.6169,"SGX",11045.0268295184,9051.54,"6.4",0.00383,"0500000US06065","Riverside County","California",2352892
2015,9,2015-09-04,1650,"sc","LAUCN450630000000003","45063","lexington",34.05,-81.22,"CAE",4418.01073180735,3620.62,"4.7",0.01285,"0500000US45063","Lexington County","South Carolina",281555
2015,9,2015-09-05,519,"sc","LAUCN450630000000003","45063","lexington",33.94,-81.12,"CAE",0,3620.62,"4.7",0.01285,"0500000US45063","Lexington County","South Carolina",281555
2015,9,2015-09-10,2220,"tx","LAUCN480290000000003","48029","bexar",29.4618,-98.5152,"EWX",0,0,"3.8",0,"0500000US48029","Bexar County","Texas",1895482
2015,9,2015-09-10,2220,"tx","LAUCN480290000000003","48029","bexar",29.5021,-98.4874,"EWX",0,0,"3.8",0,"0500000US48029","Bexar County","Texas",1895482
2015,9,2015-09-03,1700,"wa","LAUCN530550000000003","53055","san juan",48.53,-123.02,"SEW",11045.0268295184,9051.54,"4.0",0.55695,"0500000US53055","San Juan County","Washington",16234
2016,1,2016-01-07,1900,"az","LAUCN040190000000003","04019","pima",32.238,-110.8927,"TWC",5592.93507474048,0,"5.1",0,"0500000US04019","Pima County","Arizona",1016206
2016,1,2016-01-06,930,"ca","LAUCN060710000000003","06071","san bernardino",34.12,-116.45,"VEF",22371.7402989619,0,"5.8",0,"0500000US06071","San Bernardino County","California",2140096
2016,10,2016-10-17,2100,"or","LAUCN410050000000003","41005","clackamas",45.4395,-122.583,"PQR",16778.8052242214,0,"4.2",0,"0500000US41005","Clackamas County","Oregon",408062
2016,10,2016-10-14,1400,"or","LAUCN410410000000003","41041","lincoln",44.309,-124.0993,"PQR",5592.93507474048,0,"5.4",0,"0500000US41041","Lincoln County","Oregon",47806
2016,10,2016-10-15,2230,"or","LAUCN410510000000003","41051","multnomah",45.4697,-122.659,"PQR",5592.93507474048,0,"4.1",0,"0500000US41051","Multnomah County","Oregon",799766
2016,10,2016-10-14,100,"or","LAUCN410510000000003","41051","multnomah",45.5186,-122.6766,"PQR",33557.6104484429,0,"4.1",0,"0500000US41051","Multnomah County","Oregon",799766
2016,10,2016-10-13,1300,"or","LAUCN410570000000003","41057","tillamook",45.45,-123.85,"PQR",5592.93507474048,0,"4.7",0,"0500000US41057","Tillamook County","Oregon",26143
2016,11,2016-11-24,920,"or","LAUCN410070000000003","41007","clatsop",46.1702,-123.4365,"PQR",14541.6311943253,0,"4.4",0,"0500000US41007","Clatsop County","Oregon",38632
2016,12,2016-12-14,200,"ca","LAUCN060230000000003","06023","humboldt",40.3399,-123.8964,"EKA",33557.6104484429,0,"4.4",0,"0500000US06023","Humboldt County","California",136646
2016,12,2016-12-14,200,"ca","LAUCN060230000000003","06023","humboldt",40.123,-123.6618,"EKA",111858.70149481,0,"4.4",0,"0500000US06023","Humboldt County","California",136646
2016,12,2016-12-14,200,"ca","LAUCN060230000000003","06023","humboldt",40.0433,-124.0476,"EKA",223717.402989619,0,"4.4",0,"0500000US06023","Humboldt County","California",136646
2016,12,2016-12-14,200,"ca","LAUCN060230000000003","06023","humboldt",40.163,-123.6434,"EKA",67115.2208968858,0,"4.4",0,"0500000US06023","Humboldt County","California",136646
2016,12,2016-12-14,200,"ca","LAUCN060230000000003","06023","humboldt",40.0378,-124.0589,"EKA",1677880.52242214,0,"4.4",0,"0500000US06023","Humboldt County","California",136646
2016,12,2016-12-14,200,"ca","LAUCN060230000000003","06023","humboldt",40.1574,-124.0798,"EKA",1118587.0149481,0,"4.4",0,"0500000US06023","Humboldt County","California",136646
2016,2,2016-02-24,1000,"oh","LAUCN390610000000003","39061","hamilton",39.23,-84.37,"ILN",22371.7402989619,0,"4.6",0,"0500000US39061","Hamilton County","Ohio",809099
2016,3,2016-03-13,1955,"or","LAUCN410390000000003","41039","lane",44.1591,-123.5871,"PQR",22371.7402989619,0,"5.4",0,"0500000US41039","Lane County","Oregon",369519
2016,3,2016-03-08,1600,"tx","LAUCN483090000000003","48309","mclennan",31.5161,-96.9571,"FWD",8948.69611958477,0,"3.9",0,"0500000US48309","McLennan County","Texas",247934
2016,3,2016-03-09,0,"tx","LAUCN483670000000003","48367","parker",32.9167,-97.7129,"FWD",20134.5662690657,0,"4.1",0,"0500000US48367","Parker County","Texas",129441
2016,5,2016-05-07,900,"ca","LAUCN060710000000003","06071","san bernardino",34.0398,-117.6006,"SGX",33557.6104484429,0,"5.3",0,"0500000US06071","San Bernardino County","California",2140096
2016,5,2016-05-11,600,"tn","LAUCN470370000000003","47037","davidson",36.2154,-86.5918,"OHX",11185.870149481,0,"3.2",0,"0500000US47037","Davidson County","Tennessee",684410
2016,5,2016-05-22,2000,"wv","LAUCN540170000000003","54017","doddridge",39.2738,-80.889,"RLX",1118.5870149481,0,"4.4",0,"0500000US54017","Doddridge County","West Virginia",8413
2016,6,2016-06-21,1900,"ky","LAUCN211270000000003","21127","lawrence",38.1252,-82.6335,"RLX",1118.5870149481,0,"11.3",0,"0500000US21127","Lawrence County","Kentucky",15863
2016,6,2016-06-08,35,"mt","LAUCN300470000000003","30047","lake",47.4422,-114.172,"MSO",1118.5870149481,0,"4.8",0,"0500000US30047","Lake County","Montana",29758
2016,6,2016-06-21,1905,"wv","LAUCN540670000000003","54067","nicholas",38.33,-80.65,"RLX",5592.93507474048,0,"8.4",0,"0500000US54067","Nicholas County","West Virginia",25311
2016,6,2016-06-12,2200,"wv","LAUCN540990000000003","54099","wayne",38.2499,-82.5545,"RLX",5592.93507474048,0,"6.5",0,"0500000US54099","Wayne County","West Virginia",40531
2016,7,2016-07-06,1630,"ga","LAUCN130670000000003","13067","cobb",34.0372,-84.4595,"FFC",22371.7402989619,0,"4.8",0,"0500000US13067","Cobb County","Georgia",748150
2016,7,2016-07-27,2330,"nc","LAUCN370110000000003","37011","avery",36.16,-81.87,"GSP",5592.93507474048,0,"4.8",0,"0500000US37011","Avery County","North Carolina",17516
2016,7,2016-07-16,1930,"nc","LAUCN370350000000003","37035","catawba",35.706,-81.305,"GSP",1118.5870149481,0,"4.9",0,"0500000US37035","Catawba County","North Carolina",156459
2016,7,2016-07-15,2215,"sc","LAUCN450910000000003","45091","york",34.94,-81.03,"GSP",2237.17402989619,0,"4.7",0,"0500000US45091","York County","South Carolina",258526
2016,7,2016-07-03,2153,"tn","LAUCN470350000000003","47035","cumberland",35.952,-85.0837,"OHX",1118.5870149481,0,"6.1",0,"0500000US47035","Cumberland County","Tennessee",58655
2016,7,2016-07-31,0,"va","LAUCN517100000000003","51710","norfolk",36.91,-76.28,"AKQ",22371.7402989619,0,"5.6",0,"0500000US51710","Norfolk city","Virginia",245115
2016,8,2016-08-04,215,"ga","LAUCN130590000000003","13059","clarke",33.9513,-83.4057,"FFC",55929.3507474048,0,"5.9",0,"0500000US13059","Clarke County","Georgia",124707
2016,8,2016-08-04,215,"ga","LAUCN130590000000003","13059","clarke",33.919,-83.3856,"FFC",111858.70149481,0,"5.9",0,"0500000US13059","Clarke County","Georgia",124707
2016,8,2016-08-17,200,"ga","LAUCN130590000000003","13059","clarke",33.9014,-83.3833,"FFC",1118.5870149481,0,"5.9",0,"0500000US13059","Clarke County","Georgia",124707
2016,8,2016-08-24,1400,"ks","LAUCN201410000000003","20141","osborne",39.45,-98.71,"GID",0,0,"4.1",0,"0500000US20141","Osborne County","Kansas",3642
2016,8,2016-08-30,2300,"ks","LAUCN201410000000003","20141","osborne",39.27,-98.82,"GID",5592.93507474048,0,"4.1",0,"0500000US20141","Osborne County","Kansas",3642
2016,8,2016-08-10,30,"mi","LAUCN260610000000003","26061","houghton",47.13,-88.62,"MQT",2237.17402989619,0,"5.9",0,"0500000US26061","Houghton County","Michigan",36555
2016,8,2016-08-13,2200,"oh","LAUCN390910000000003","39091","logan",40.3506,-83.7734,"ILN",3355.76104484429,0,"4.1",0,"0500000US39091","Logan County","Ohio",45165
2016,8,2016-08-01,145,"sc","LAUCN450790000000003","45079","richland",34.0327,-80.9794,"CAE",0,0,"5.0",0,"0500000US45079","Richland County","South Carolina",409549
2016,8,2016-08-01,0,"sc","LAUCN450790000000003","45079","richland",33.97,-81,"CAE",0,0,"5.0",0,"0500000US45079","Richland County","South Carolina",409549
2016,8,2016-08-01,0,"sc","LAUCN450790000000003","45079","richland",33.9916,-81.0241,"CAE",0,0,"5.0",0,"0500000US45079","Richland County","South Carolina",409549
2016,8,2016-08-01,15,"sc","LAUCN450790000000003","45079","richland",34.0013,-81.0137,"CAE",1118587.0149481,0,"5.0",0,"0500000US45079","Richland County","South Carolina",409549
2016,8,2016-08-18,250,"wi","LAUCN551050000000003","55105","rock",42.6764,-89.0081,"MKX",16778.8052242214,0,"4.5",0,"0500000US55105","Rock County","Wisconsin",161620
2016,9,2016-09-10,600,"tx","LAUCN484870000000003","48487","wilbarger",34.15,-99.29,"OUN",33557.6104484429,0,"4.9",0,"0500000US48487","Wilbarger County","Texas",12892
2016,9,2016-09-07,2135,"wi","LAUCN551050000000003","55105","rock",42.8302,-89.0289,"MKX",1118.5870149481,0,"4.3",0,"0500000US55105","Rock County","Wisconsin",161620
